event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Munster Open Championships - 2025,2025-02-08,male - YTH M 65,Harrison McGrogan,60.7,99.0,-103.0,103.0,127.0,133.0,137.0,103.0,137.0,240.0
Munster Open Championships - 2025,2025-02-08,male - YTH M 65,Ben Brennan,61.9,-96.0,96.0,100.0,122.0,-126.0,126.0,100.0,126.0,226.0
Munster Open Championships - 2025,2025-02-08,male - YTH M 88,Thomas O'Regan,83.4,-54.0,-54.0,54.0,70.0,-74.0,74.0,54.0,74.0,128.0
Munster Open Championships - 2025,2025-02-08,male - YTH M 98,Callum Quinn,94.9,-108.0,108.0,111.0,130.0,-135.0,-135.0,111.0,130.0,241.0
Munster Open Championships - 2025,2025-02-08,male - M 71,Sean Chan,69.6,64.0,67.0,70.0,80.0,85.0,90.0,70.0,90.0,160.0
Munster Open Championships - 2025,2025-02-08,male - M 71,Billy Caball,67.8,25.0,27.0,29.0,31.0,33.0,35.0,29.0,35.0,64.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Lorcan O'Donovan,72.1,92.0,96.0,-100.0,117.0,122.0,-126.0,96.0,122.0,218.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Andrew Lynch,78.0,90.0,93.0,96.0,112.0,116.0,120.0,96.0,120.0,216.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Owen McDonnell,77.4,85.0,-87.0,-87.0,-115.0,118.0,-120.0,85.0,118.0,203.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Darren Tuohy,77.4,73.0,78.0,82.0,-110.0,110.0,113.0,82.0,113.0,195.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Hasan Sinanovic,78.6,80.0,83.0,85.0,-106.0,106.0,-111.0,85.0,106.0,191.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Thiago Hideki Araki,78.0,68.0,72.0,-78.0,95.0,100.0,105.0,72.0,105.0,177.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Derek Waugh,76.1,65.0,-68.0,-68.0,84.0,-90.0,-90.0,65.0,84.0,149.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Nathan Ginnifer,76.8,68.0,-72.0,-74.0,75.0,80.0,-85.0,68.0,80.0,148.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Colm Brown,77.5,41.0,43.0,45.0,50.0,-53.0,53.0,45.0,53.0,98.0
Munster Open Championships - 2025,2025-02-08,male - M 79,Matteo Divetta,76.6,-78.0,-78.0,-78.0,90.0,95.0,101.0,0.0,101.0,0.0
Munster Open Championships - 2025,2025-02-08,male - M 88,James Knox,80.3,-115.0,-115.0,115.0,138.0,142.0,147.0,115.0,147.0,262.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Jack Kearney,86.9,-104.0,104.0,108.0,133.0,137.0,140.0,108.0,140.0,248.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Callum Whelan,87.8,104.0,107.0,110.0,128.0,132.0,136.0,110.0,136.0,246.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Laszlo Koves,82.2,94.0,100.0,107.0,120.0,128.0,-132.0,107.0,128.0,235.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Eoin O'Flaherty,86.8,98.0,-102.0,-102.0,125.0,130.0,-134.0,98.0,130.0,228.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Conor Blacklock,87.8,95.0,-99.0,-101.0,-132.0,132.0,-136.0,95.0,132.0,227.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Gavin Brown,84.2,-93.0,93.0,-96.0,120.0,125.0,128.0,93.0,128.0,221.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Evan Vines,86.1,88.0,-92.0,-92.0,118.0,122.0,-125.0,88.0,122.0,210.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Kevin Coleman,87.8,83.0,87.0,-90.0,118.0,-125.0,-125.0,87.0,118.0,205.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Sean Galvin,79.3,83.0,87.0,92.0,103.0,-109.0,109.0,92.0,109.0,201.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Frank Murphy,81.9,70.0,75.0,80.0,90.0,96.0,-102.0,80.0,96.0,176.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Tony Meadows,83.6,67.0,70.0,73.0,82.0,85.0,88.0,73.0,88.0,161.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Colm Horan,84.7,68.0,70.0,-72.0,-78.0,81.0,84.0,70.0,84.0,154.0
Munster Open Championships - 2025,2025-02-08,male - M 88,Devin Forder,86.0,55.0,59.0,-62.0,73.0,-78.0,78.0,59.0,78.0,137.0
