event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
National Senior Championships - 2025,2025-06-28,female - F 48,Rebecca Copeland,47.9,-64.0,64.0,66.0,78.0,-81.0,-81.0,66.0,78.0,144.0
National Senior Championships - 2025,2025-06-28,female - F 53,Astrid Roberson,52.65,60.0,62.0,-65.0,79.0,-82.0,-82.0,62.0,79.0,141.0
National Senior Championships - 2025,2025-06-28,female - F 53,Gladys Kate Pascual,51.2,-54.0,54.0,-57.0,68.0,70.0,72.0,54.0,72.0,126.0
National Senior Championships - 2025,2025-06-28,female - F 58,Eithne Harte,57.6,59.0,62.0,-64.0,78.0,81.0,-85.0,62.0,81.0,143.0
National Senior Championships - 2025,2025-06-28,female - F 58,Maeve Willis,57.95,62.0,64.0,-67.0,75.0,-77.0,-77.0,64.0,75.0,139.0
National Senior Championships - 2025,2025-06-28,female - F 58,Karla Kelly,56.3,53.0,55.0,57.0,72.0,74.0,-76.0,57.0,74.0,131.0
National Senior Championships - 2025,2025-06-28,female - F 63,Rachel Monaghan,62.8,75.0,78.0,81.0,97.0,-100.0,-102.0,81.0,97.0,178.0
National Senior Championships - 2025,2025-06-28,female - F 63,Megan Stevenson,61.3,-67.0,68.0,73.0,86.0,89.0,92.0,73.0,92.0,165.0
National Senior Championships - 2025,2025-06-28,female - F 63,Molly Coffey O'Connor,62.9,70.0,73.0,-75.0,-91.0,-91.0,91.0,73.0,91.0,164.0
National Senior Championships - 2025,2025-06-28,female - F 63,Cassi Reilly,62.2,63.0,66.0,-68.0,-81.0,81.0,84.0,66.0,84.0,150.0
National Senior Championships - 2025,2025-06-28,female - F 63,Gillian Hession,62.7,52.0,54.0,-56.0,72.0,-75.0,76.0,54.0,76.0,130.0
National Senior Championships - 2025,2025-06-28,female - F 63,Ciara Fitzsimons,60.3,54.0,-57.0,-57.0,68.0,-71.0,-71.0,54.0,68.0,122.0
National Senior Championships - 2025,2025-06-28,female - F 63,Megan Teague,61.8,54.0,-57.0,-59.0,-71.0,-71.0,-71.0,54.0,0.0,0.0
National Senior Championships - 2025,2025-06-28,female - F 63,Niamh Murray,62.0,66.0,-69.0,70.0,-88.0,-88.0,-88.0,70.0,0.0,0.0
