event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Masters Open - 2025,2025-04-05,female - W35 58,Karla KELLY,55.9,53.0,-55.0,55.0,70.0,73.0,75.0,55.0,75.0,130.0
Masters Open - 2025,2025-04-05,female - W35 58,Kara MCGIMPSEY,56.7,-34.0,34.0,36.0,-49.0,49.0,51.0,36.0,51.0,87.0
Masters Open - 2025,2025-04-05,female - W35 77,Jana VAHEY,74.6,-50.0,50.0,-55.0,70.0,-72.0,-72.0,50.0,70.0,120.0
Masters Open - 2025,2025-04-05,female - W35 77,Anja TETZNER,71.6,41.0,44.0,47.0,58.0,61.0,63.0,47.0,63.0,110.0
Masters Open - 2025,2025-04-05,female - W35 77,Luciana CLARKE,69.6,41.0,44.0,47.0,-56.0,56.0,-60.0,47.0,56.0,103.0
Masters Open - 2025,2025-04-05,female - W35 77,Sabine BONUS,76.7,-37.0,37.0,40.0,57.0,-60.0,61.0,40.0,61.0,101.0
Masters Open - 2025,2025-04-05,female - W35 77,Charlene CADDEN,76.6,-42.0,-42.0,42.0,50.0,-53.0,-53.0,42.0,50.0,92.0
Masters Open - 2025,2025-04-05,female - W35 86,Christina BUTLER,82.4,44.0,47.0,-50.0,64.0,67.0,70.0,47.0,70.0,117.0
Masters Open - 2025,2025-04-05,female - W40 58,Eithne HARTE,57.7,56.0,59.0,61.0,75.0,78.0,81.0,61.0,81.0,142.0
Masters Open - 2025,2025-04-05,female - W40 63,Nigera ZYLYFTARI,63.0,-58.0,58.0,60.0,73.0,76.0,-79.0,60.0,76.0,136.0
Masters Open - 2025,2025-04-05,female - W40 63,Gill HESSION,62.9,46.0,49.0,52.0,68.0,72.0,-74.0,52.0,72.0,124.0
Masters Open - 2025,2025-04-05,female - W40 77,Michelle HARRISON,69.3,-54.0,-55.0,55.0,76.0,-79.0,80.0,55.0,80.0,135.0
Masters Open - 2025,2025-04-05,female - W40 77,Jasmin EICHHORN,69.8,53.0,57.0,-60.0,-65.0,65.0,68.0,57.0,68.0,125.0
Masters Open - 2025,2025-04-05,female - W40 86,Maeve MURPHY,81.3,48.0,51.0,54.0,69.0,72.0,75.0,54.0,75.0,129.0
Masters Open - 2025,2025-04-05,female - W40 86,Rebecca CLINTON,81.4,-25.0,25.0,-28.0,-36.0,36.0,38.0,25.0,38.0,63.0
Masters Open - 2025,2025-04-05,female - W45 63,Orla CLANCY,62.3,41.0,-43.0,-45.0,51.0,-53.0,-55.0,41.0,51.0,92.0
Masters Open - 2025,2025-04-05,female - W45 86,Jennifer HORGAN,79.8,45.0,48.0,50.0,62.0,65.0,68.0,50.0,68.0,118.0
Masters Open - 2025,2025-04-05,female - W45 86,Caroline MURPHY,79.9,44.0,47.0,-50.0,-64.0,66.0,-69.0,47.0,66.0,113.0
Masters Open - 2025,2025-04-05,female - W45 86,Oonagh BRENNAN,78.5,35.0,37.0,-39.0,50.0,53.0,-56.0,37.0,53.0,90.0
Masters Open - 2025,2025-04-05,female - W50 86,Lynne GOUDY,79.3,37.0,-39.0,39.0,-54.0,54.0,56.0,39.0,56.0,95.0
Masters Open - 2025,2025-04-05,female - W55 53,Julie NEWMAN,51.9,27.0,29.0,31.0,32.0,34.0,-36.0,31.0,34.0,65.0
Masters Open - 2025,2025-04-05,female - W55 63,Maureen MCLARNON,63.0,43.0,45.0,-47.0,62.0,-66.0,66.0,45.0,66.0,111.0
Masters Open - 2025,2025-04-05,female - W55 63,Christine MCCANN,60.6,33.0,35.0,-37.0,51.0,53.0,55.0,35.0,55.0,90.0
Masters Open - 2025,2025-04-05,female - W65 53,Phil BROWN,52.9,31.0,33.0,-35.0,38.0,40.0,-42.0,33.0,40.0,73.0
