event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
InterVarsity Championships - 2025,2025-03-22,female - U13 W 44,Harper MILNE,32.2,10.0,11.0,12.0,12.0,13.0,14.0,12.0,14.0,26.0
InterVarsity Championships - 2025,2025-03-22,female - U13 W 53,Paige MINIHANE,52.2,34.0,36.0,38.0,41.0,44.0,47.0,38.0,47.0,85.0
InterVarsity Championships - 2025,2025-03-22,female - U13 W 53,Leah O'DONOGHUE,51.0,33.0,35.0,-38.0,42.0,45.0,47.0,35.0,47.0,82.0
InterVarsity Championships - 2025,2025-03-22,female - U13 W 53,Emily MAGEE,51.2,12.0,14.0,16.0,18.0,20.0,22.0,16.0,22.0,38.0
InterVarsity Championships - 2025,2025-03-22,female - U13 W 69+,Ellie HUGUES,78.0,25.0,28.0,31.0,32.0,34.0,37.0,31.0,37.0,68.0
InterVarsity Championships - 2025,2025-03-22,female - U15 W 53,Darcey NEWELL,50.9,46.0,48.0,-50.0,63.0,65.0,-67.0,48.0,65.0,113.0
InterVarsity Championships - 2025,2025-03-22,female - U15 W 58,Leah MURPHY,57.3,23.0,25.0,-28.0,30.0,33.0,35.0,25.0,35.0,60.0
InterVarsity Championships - 2025,2025-03-22,female - U15 W 69,Anna MCLARNON,65.8,52.0,-55.0,-55.0,65.0,68.0,70.0,52.0,70.0,122.0
InterVarsity Championships - 2025,2025-03-22,female - U15 W 69+,Penelope O'KEEFFE,69.8,23.0,-26.0,26.0,33.0,36.0,38.0,26.0,38.0,64.0
InterVarsity Championships - 2025,2025-03-22,female - YTH W 53,Sally KELLEHER,52.2,34.0,36.0,39.0,41.0,44.0,47.0,39.0,47.0,86.0
InterVarsity Championships - 2025,2025-03-22,female - YTH W 77+,Sienna CAMPION,84.8,-47.0,47.0,-50.0,60.0,65.0,-70.0,47.0,65.0,112.0
InterVarsity Championships - 2025,2025-03-22,female - W 58,Ciara FITZSIMONS,57.3,-50.0,-50.0,50.0,67.0,70.0,72.0,50.0,72.0,122.0
InterVarsity Championships - 2025,2025-03-22,female - W 58,Emma CUDDY,57.7,-40.0,40.0,-42.0,54.0,56.0,-58.0,40.0,56.0,96.0
InterVarsity Championships - 2025,2025-03-22,female - JR W 63,Megan STEVENSON,61.6,64.0,-67.0,-70.0,83.0,86.0,-90.0,64.0,86.0,150.0
InterVarsity Championships - 2025,2025-03-22,female - JR W 63,Sinead BOWERS,59.8,35.0,38.0,-41.0,45.0,48.0,51.0,38.0,51.0,89.0
InterVarsity Championships - 2025,2025-03-22,female - W 63,Aoife MCDARBY,62.4,34.0,-37.0,-37.0,44.0,-47.0,-47.0,34.0,44.0,78.0
InterVarsity Championships - 2025,2025-03-22,female - JR W 63,Kristin SPITZER,58.8,20.0,22.0,25.0,27.0,30.0,33.0,25.0,33.0,58.0
InterVarsity Championships - 2025,2025-03-22,female - W 69,Jaycinth PHUA,66.4,49.0,-52.0,-53.0,59.0,63.0,67.0,49.0,67.0,116.0
InterVarsity Championships - 2025,2025-03-22,female - W 69,Mollie O'MAHONY,68.1,38.0,39.0,42.0,50.0,-54.0,56.0,42.0,56.0,98.0
InterVarsity Championships - 2025,2025-03-22,female - W 69,Elizabeth SCHMIDT,65.8,-42.0,-43.0,43.0,47.0,51.0,-55.0,43.0,51.0,94.0
InterVarsity Championships - 2025,2025-03-22,female - W 69,Robyn GAFFEY,68.9,40.0,43.0,-45.0,45.0,48.0,-51.0,43.0,48.0,91.0
InterVarsity Championships - 2025,2025-03-22,female - W 69,Maeve MCCARTHY,68.9,36.0,38.0,40.0,48.0,-51.0,-53.0,40.0,48.0,88.0
InterVarsity Championships - 2025,2025-03-22,female - W 69,Margaret WASKOW,68.8,29.0,32.0,36.0,40.0,43.0,46.0,36.0,46.0,82.0
InterVarsity Championships - 2025,2025-03-22,female - W 77,Sorcha BROE-BRADY,74.4,68.0,70.0,72.0,82.0,86.0,89.0,72.0,89.0,161.0
InterVarsity Championships - 2025,2025-03-22,female - JR W 77,Alanna CUDDY,74.0,57.0,59.0,-62.0,72.0,-76.0,-76.0,59.0,72.0,131.0
InterVarsity Championships - 2025,2025-03-22,female - W 77,Dearbhla ORMONDE,69.4,59.0,-62.0,62.0,75.0,79.0,83.0,62.0,83.0,145.0
InterVarsity Championships - 2025,2025-03-22,female - W 77,Denisse ESTUPINAN,69.8,35.0,-38.0,-38.0,43.0,47.0,50.0,35.0,50.0,85.0
InterVarsity Championships - 2025,2025-03-22,female - JR W 86,Ali O'RIORDAN,81.5,25.0,28.0,30.0,35.0,38.0,41.0,30.0,41.0,71.0
InterVarsity Championships - 2025,2025-03-22,female - W 86,Shauna KIELTY,77.6,71.0,74.0,77.0,94.0,-98.0,-98.0,77.0,94.0,171.0
InterVarsity Championships - 2025,2025-03-22,female - W 86+,Mary Conlan MCLOUGHLIN,89.2,27.0,30.0,-33.0,33.0,36.0,-39.0,30.0,36.0,66.0
