event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Masters Open - 2025,2025-04-05,male - M35 79,Adam MCGARRY,76.3,80.0,85.0,90.0,110.0,115.0,120.0,90.0,120.0,210.0
Masters Open - 2025,2025-04-05,male - M35 79,Mithun PUTTAMADAIAH,74.4,58.0,62.0,65.0,76.0,81.0,87.0,65.0,87.0,152.0
Masters Open - 2025,2025-04-05,male - M35 88,Gavin BROWN,83.6,91.0,95.0,98.0,121.0,127.0,131.0,98.0,131.0,229.0
Masters Open - 2025,2025-04-05,male - M35 88,Thomas MCLOUGHLIN,86.1,90.0,94.0,98.0,126.0,128.0,0.0,98.0,128.0,226.0
Masters Open - 2025,2025-04-05,male - M35 88,Padraic MARTIN,81.8,89.0,92.0,95.0,117.0,121.0,125.0,95.0,125.0,220.0
Masters Open - 2025,2025-04-05,male - M35 88,Derek RITCHIE,84.5,87.0,90.0,93.0,113.0,116.0,119.0,93.0,119.0,212.0
Masters Open - 2025,2025-04-05,male - M35 88,Emerson GAUDENCIO,81.2,55.0,60.0,65.0,75.0,78.0,80.0,65.0,80.0,145.0
Masters Open - 2025,2025-04-05,male - M35 98,Ciaran DEMPSEY,91.6,88.0,91.0,94.0,118.0,118.0,122.0,94.0,122.0,216.0
Masters Open - 2025,2025-04-05,male - M35 110,Cian CORRIGAN,102.8,108.0,112.0,115.0,128.0,132.0,132.0,115.0,132.0,247.0
Masters Open - 2025,2025-04-05,male - M35 110,Adam VICKERY,107.7,89.0,92.0,95.0,104.0,108.0,111.0,95.0,111.0,206.0
Masters Open - 2025,2025-04-05,male - M35 110,Conor DEMPSEY,105.3,81.0,84.0,88.0,112.0,116.0,117.0,88.0,117.0,205.0
Masters Open - 2025,2025-04-05,male - M40 79,Hasan SINANOVIC,78.3,77.0,80.0,82.0,103.0,103.0,107.0,82.0,107.0,189.0
Masters Open - 2025,2025-04-05,male - M40 88,Micheál FITZPATRICK,83.7,95.0,100.0,105.0,120.0,125.0,130.0,105.0,130.0,235.0
Masters Open - 2025,2025-04-05,male - M40 88,Conor MCHALE,79.7,50.0,53.0,56.0,63.0,67.0,71.0,56.0,71.0,127.0
Masters Open - 2025,2025-04-05,male - M40 98,Ciaran MULGREW,95.4,90.0,94.0,98.0,125.0,129.0,132.0,98.0,132.0,230.0
Masters Open - 2025,2025-04-05,male - M45 98,Eoin O'FLAHERTY,89.7,97.0,101.0,104.0,130.0,130.0,130.0,104.0,130.0,234.0
Masters Open - 2025,2025-04-05,male - M45 98,Paul DUNNE,94.6,55.0,58.0,60.0,75.0,80.0,83.0,60.0,83.0,143.0
Masters Open - 2025,2025-04-05,male - M50 88,Nicholas BURRETT,86.6,70.0,75.0,80.0,90.0,95.0,98.0,80.0,98.0,178.0
Masters Open - 2025,2025-04-05,male - M50 88,Mark O'SULLIVAN,85.8,58.0,61.0,61.0,81.0,81.0,0.0,61.0,81.0,142.0
Masters Open - 2025,2025-04-05,male - M50 98,Gerard FALSEY,96.5,74.0,77.0,80.0,100.0,105.0,108.0,80.0,108.0,188.0
Masters Open - 2025,2025-04-05,male - M55 88,Declan O'DONNELL,86.5,52.0,53.0,56.0,66.0,70.0,73.0,56.0,73.0,129.0
Masters Open - 2025,2025-04-05,male - M55 98,Dermot DRAIN,96.6,78.0,78.0,81.0,95.0,95.0,100.0,81.0,100.0,181.0
Masters Open - 2025,2025-04-05,male - M55 110,Damien BYRNE,107.3,72.0,75.0,78.0,102.0,106.0,109.0,78.0,109.0,187.0
Masters Open - 2025,2025-04-05,male - M60 79,David WALSH,73.7,45.0,47.0,50.0,55.0,57.0,60.0,50.0,60.0,110.0
Masters Open - 2025,2025-04-05,male - M60 98,Vaidotas MILIUS,96.9,70.0,71.0,73.0,90.0,95.0,96.0,73.0,96.0,169.0
Masters Open - 2025,2025-04-05,male - M65 79,Colm BROWN,77.4,41.0,43.0,45.0,51.0,53.0,55.0,45.0,55.0,100.0
Masters Open - 2025,2025-04-05,male - M65 98,Daniel HEAFEY,98.0,40.0,40.0,42.0,50.0,51.0,55.0,42.0,55.0,97.0
Masters Open - 2025,2025-04-05,male - M70 98,Claude Benedict KELLY,96.3,60.0,63.0,66.0,70.0,73.0,75.0,66.0,75.0,141.0
