event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Connacht Open Championships - 2025,2025-05-17,male - M 65,Karl MCCLEAN,64.9,100.0,-104.0,104.0,138.0,-141.0,-141.0,104.0,138.0,242.0
Connacht Open Championships - 2025,2025-05-17,male - M 71,Sean CHAN,69.4,70.0,74.0,78.0,90.0,95.0,-100.0,78.0,95.0,173.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Liam MCGUINNESS,78.0,-90.0,-92.0,92.0,118.0,122.0,125.0,92.0,125.0,217.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Evan O'BROIN,77.4,89.0,-93.0,-93.0,111.0,116.0,-121.0,89.0,116.0,205.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,David GRIFFIN,78.5,76.0,79.0,82.0,107.0,-110.0,110.0,82.0,110.0,192.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Rian MCCULLOUGH,73.45,82.0,85.0,-88.0,95.0,100.0,105.0,85.0,105.0,190.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Shane KELLY,77.95,-81.0,81.0,-83.0,105.0,-108.0,-108.0,81.0,105.0,186.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Daithí JOYCE,78.5,75.0,-80.0,80.0,95.0,100.0,105.0,80.0,105.0,185.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Thiago Hideki ARAKI,76.5,-75.0,-75.0,75.0,95.0,98.0,-106.0,75.0,98.0,173.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Tony MEADOWS,77.5,70.0,-73.0,-73.0,86.0,-90.0,-90.0,70.0,86.0,156.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Damian HOWARD,76.5,50.0,53.0,55.0,70.0,75.0,78.0,55.0,78.0,133.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Kuba NIEDZIELA,74.4,47.0,50.0,53.0,62.0,-65.0,-65.0,53.0,62.0,115.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Colm BROWN,76.5,41.0,43.0,-45.0,50.0,-53.0,-53.0,43.0,50.0,93.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,James KNOX,77.0,-117.0,-117.0,-120.0,137.0,141.0,144.0,0.0,144.0,0.0
Connacht Open Championships - 2025,2025-05-17,male - M 79,Tadhg JOYCE,78.8,117.0,120.0,-122.0,-141.0,-141.0,-141.0,120.0,0.0,0.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Seán BROWN,87.4,130.0,135.0,138.0,158.0,163.0,170.0,138.0,170.0,308.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Bobby QUINN,86.65,110.0,-115.0,-115.0,-145.0,145.0,149.0,110.0,149.0,259.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Nathan SLOSS,86.7,106.0,110.0,-114.0,140.0,-145.0,-145.0,110.0,140.0,250.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Tom SHANNON,86.9,95.0,99.0,102.0,136.0,140.0,143.0,102.0,143.0,245.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Ilir SURDULLI,86.9,97.0,104.0,107.0,120.0,130.0,133.0,107.0,133.0,240.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Lee MURPHY,85.5,-97.0,97.0,101.0,132.0,136.0,-140.0,101.0,136.0,237.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Stephen BEASANT,87.6,96.0,-100.0,-100.0,133.0,-138.0,0.0,96.0,133.0,229.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Ryan LOVE,86.0,95.0,100.0,104.0,113.0,-117.0,117.0,104.0,117.0,221.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Sean SWEENEY,86.6,91.0,96.0,100.0,110.0,115.0,120.0,100.0,120.0,220.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Evan VINES,86.9,-94.0,94.0,97.0,-123.0,-123.0,123.0,97.0,123.0,220.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Niall MCGOVERN,85.0,96.0,-100.0,100.0,110.0,115.0,-118.0,100.0,115.0,215.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Aran WHELAN,83.4,72.0,75.0,78.0,103.0,107.0,110.0,78.0,110.0,188.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Colm HORAN,84.6,-70.0,70.0,73.0,87.0,-91.0,91.0,73.0,91.0,164.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Dhruv SHRINET,84.1,67.0,-70.0,-70.0,-90.0,90.0,-94.0,67.0,90.0,157.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Andrew LYNCH,79.9,-100.0,100.0,-105.0,120.0,122.0,125.0,100.0,125.0,225.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Callum WHELAN,87.5,-107.0,-107.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Connor Mesa SHEEHAN,86.5,90.0,94.0,97.0,-110.0,-111.0,-113.0,97.0,0.0,0.0
Connacht Open Championships - 2025,2025-05-17,male - M 88,Laszlo KOVES,82.8,108.0,-112.0,-112.0,-134.0,-135.0,0.0,108.0,0.0,0.0
Connacht Open Championships - 2025,2025-05-17,male - M 98,Matthew MCKEE,93.2,112.0,-116.0,116.0,135.0,140.0,-145.0,116.0,140.0,256.0
Connacht Open Championships - 2025,2025-05-17,male - M 98,Shane MARTIN,95.4,110.0,0.0,0.0,140.0,0.0,0.0,110.0,140.0,250.0
Connacht Open Championships - 2025,2025-05-17,male - M 98,Lewis KNOX,97.2,100.0,0.0,0.0,130.0,0.0,0.0,100.0,130.0,230.0
Connacht Open Championships - 2025,2025-05-17,male - M 98,Conor MENENDEZ,90.6,82.0,86.0,90.0,102.0,106.0,110.0,90.0,110.0,200.0
Connacht Open Championships - 2025,2025-05-17,male - M 98,Dermot DRAIN,96.6,78.0,-81.0,81.0,97.0,-100.0,-100.0,81.0,97.0,178.0
Connacht Open Championships - 2025,2025-05-17,male - M 98,Paul DUNNE,94.4,57.0,-60.0,60.0,77.0,-80.0,80.0,60.0,80.0,140.0
Connacht Open Championships - 2025,2025-05-17,male - M 110,Yan LEYDON,103.2,110.0,-115.0,115.0,-135.0,135.0,142.0,115.0,142.0,257.0
Connacht Open Championships - 2025,2025-05-17,male - M 110,Jamie LOWTH,101.9,82.0,87.0,92.0,102.0,108.0,112.0,92.0,112.0,204.0
Connacht Open Championships - 2025,2025-05-17,male - M 110,Eoin CASSERLY,99.9,70.0,75.0,-80.0,100.0,105.0,110.0,75.0,110.0,185.0
Connacht Open Championships - 2025,2025-05-17,male - M 110,John KEHOE,106.6,60.0,-65.0,65.0,85.0,-90.0,-90.0,65.0,85.0,150.0
Connacht Open Championships - 2025,2025-05-17,male - M >110,Cian Nowlan ROONEY,151.4,124.0,127.0,130.0,168.0,174.0,-180.0,130.0,174.0,304.0
Connacht Open Championships - 2025,2025-05-17,male - M >110,Joshua MAHONY,118.8,70.0,76.0,81.0,102.0,107.0,-110.0,81.0,107.0,188.0
Connacht Open Championships - 2025,2025-05-17,male - YTH M 60,Rory O'DONOGHUE,59.2,53.0,57.0,60.0,63.0,67.0,70.0,60.0,70.0,130.0
Connacht Open Championships - 2025,2025-05-17,male - YTH M 88,Philip WALSH,81.0,90.0,93.0,98.0,107.0,112.0,-117.0,98.0,112.0,210.0
Connacht Open Championships - 2025,2025-05-17,male - U15 M 56,Luca CHRISTOFIDES,55.7,30.0,33.0,36.0,39.0,42.0,45.0,36.0,45.0,81.0
