event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
National Senior Championships,2025-06-28,male - M 65,Harrison McGrogan,64.5,108.0,112.0,-115.0,-140.0,140.0,-147.0,112.0,140.0,252.0
National Senior Championships,2025-06-28,male - M 65,Ben Brennan,61.75,-102.0,104.0,107.0,132.0,136.0,-140.0,107.0,136.0,243.0
National Senior Championships,2025-06-28,male - M 71,Karl McClean,70.7,101.0,105.0,108.0,-140.0,140.0,-143.0,108.0,140.0,248.0
National Senior Championships,2025-06-28,male - M 79,Tadhg Downey,78.3,110.0,115.0,-118.0,-145.0,148.0,-153.0,115.0,148.0,263.0
National Senior Championships,2025-06-28,male - M 79,Tadhg Joyce,78.7,117.0,120.0,-123.0,136.0,141.0,-145.0,120.0,141.0,261.0
National Senior Championships,2025-06-28,male - M 79,James Knox,77.2,115.0,-120.0,-120.0,144.0,-149.0,-149.0,115.0,144.0,259.0
National Senior Championships,2025-06-28,male - M 79,Lorcan O'Donovan,72.1,-98.0,98.0,-101.0,126.0,130.0,132.0,98.0,132.0,230.0
National Senior Championships,2025-06-28,male - M 79,Alex Creedon,77.5,98.0,-102.0,-102.0,-127.0,-127.0,127.0,98.0,127.0,225.0
National Senior Championships,2025-06-28,male - M 79,Liam McGuinness,78.3,97.0,-101.0,-101.0,123.0,-128.0,-128.0,97.0,123.0,220.0
National Senior Championships,2025-06-28,male - M 79,Eoin Kealy,78.2,128.0,-132.0,-133.0,152.0,156.0,-160.0,128.0,156.0,284.0
National Senior Championships,2025-06-28,male - M 88,Seán Brown,87.4,-133.0,133.0,137.0,160.0,165.0,-171.0,137.0,165.0,302.0
National Senior Championships,2025-06-28,male - M 88,Zak Taggart,84.0,-117.0,117.0,121.0,145.0,149.0,152.0,121.0,152.0,273.0
National Senior Championships,2025-06-28,male - M 88,Ilir Surdulli,85.7,104.0,108.0,-112.0,135.0,139.0,-142.0,108.0,139.0,247.0
National Senior Championships,2025-06-28,male - M 88,Tom Shannon,87.3,98.0,101.0,104.0,137.0,-141.0,143.0,104.0,143.0,247.0
National Senior Championships,2025-06-28,male - M 88,Stephen Beasant,87.4,99.0,103.0,-107.0,-135.0,136.0,-140.0,103.0,136.0,239.0
National Senior Championships,2025-06-28,male - M 88,James Swan,87.4,105.0,109.0,-113.0,127.0,-132.0,-135.0,109.0,127.0,236.0
National Senior Championships,2025-06-28,male - M 88,Lee Murphy,86.4,-104.0,104.0,-106.0,125.0,130.0,-135.0,104.0,130.0,234.0
National Senior Championships,2025-06-28,male - M 88,Eoin O'Flaherty,86.6,100.0,103.0,-107.0,-127.0,127.0,-131.0,103.0,127.0,230.0
National Senior Championships,2025-06-28,male - M 88,Evan Vines,86.7,97.0,100.0,-103.0,-127.0,-127.0,128.0,100.0,128.0,228.0
National Senior Championships,2025-06-28,male - M 88,Laszlo Koves,83.0,85.0,100.0,-111.0,120.0,0.0,0.0,100.0,120.0,220.0
