event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Asian Junior Championships,2020-02-13,55 kg Men,DO Tu Tung,54.70,103,106,110,131,136,-142,110,136,246
Asian Junior Championships,2020-02-13,55 kg Men,QUAN Dac Tri,54.85,102,105,-107,-130,-130,-130,105,0,0
Asian Junior Championships,2020-02-13,55 kg Men,NAFASOV Ogabek,54.65,101,104,-107,119,124,127,104,127,231
Asian Junior Championships,2020-02-13,55 kg Men,AUYELKHANOV Ablay,54.95,94,97,-100,125,130,-135,97,130,227
Asian Junior Championships,2020-02-13,55 kg Men,KULAYBI Dahish Mohammed,53.90,75,80,-87,95,100,103,80,103,183
Asian Junior Championships,2020-02-13,55 kg Men,NAYAK Muna,54.90,-100,-100,-100,125,130,-135,0,130,0
Asian Junior Championships,2020-02-13,61 kg Men,FAATHIR Muhammad,60.55,116,119,-122,146,151,154,119,154,273
Asian Junior Championships,2020-02-13,61 kg Men,GOGOI Sidhanta,60.30,112,116,118,143,146,151,118,151,269
Asian Junior Championships,2020-02-13,61 kg Men,AKMOLDA Sairamkez,60.95,110,114,117,140,145,150,117,150,267
Asian Junior Championships,2020-02-13,61 kg Men,ABDUKHALILOV Nurdiyor,60.80,108,113,-117,135,-145,-147,113,135,248
Asian Junior Championships,2020-02-13,61 kg Men,LE Nguyen Quoc Bao,55.50,-105,106,-109,-125,-125,-125,106,0,0
Asian Junior Championships,2020-02-13,61 kg Men,TAIIROV Elzar,60.55,100,105,-107,117,122,125,105,125,230
Asian Junior Championships,2020-02-13,61 kg Men,MURATBEK UULU Ishimbek,60.05,95,100,-104,128,-138,-138,100,128,228
Asian Junior Championships,2020-02-13,61 kg Men,ALABANDI Mahdi Redea A,60.55,85,90,-96,105,-112,-115,90,105,195
Asian Junior Championships,2020-02-13,67 kg Men,YASIN Mohammad,66.35,-132,132,136,157,-162,162,136,162,298
Asian Junior Championships,2020-02-13,67 kg Men,PAKAR Hossein Chinibolagh,66.85,124,131,135,144,-152,-152,135,144,279
Asian Junior Championships,2020-02-13,67 kg Men,KIM Sungjin,66.75,123,126,131,-150,150,-152,131,150,281
Asian Junior Championships,2020-02-13,67 kg Men,TAISUYEV Saikhan,66.70,125,130,-135,165,-169,169,130,169,299
Asian Junior Championships,2020-02-13,67 kg Men,ALMAZYADI Nawaf Mohammed S,66.65,-123,-123,123,148,153,158,123,158,281
Asian Junior Championships,2020-02-13,67 kg Men,MOLDODOSOV Elaman,66.25,95,100,103,115,120,123,103,123,226
Asian Junior Championships,2020-02-13,67 kg Men,SALLAJ Ibrahim Naser Hussam,66.10,87,-93,-93,100,106,110,87,110,197
Asian Junior Championships,2020-02-13,67 kg Men,TARIO Markio,66.45,-113,-113,-113,142,147,-151,0,147,0
Asian Junior Championships,2020-02-13,73 kg Men,ABDULLAH Rahmat Erwin,72.40,140,144,-148,170,180,185,144,185,329
Asian Junior Championships,2020-02-13,73 kg Men,BEIRALVAND Rouhollah,72.85,134,-141,142,166,171,-178,142,171,313
Asian Junior Championships,2020-02-13,73 kg Men,JAVADI ALIABADI Mir Mostafa,72.65,134,-141,141,174,181,-189,141,181,322
Asian Junior Championships,2020-02-13,73 kg Men,JUNIANSYAH Rizki,72.20,127,132,139,160,165,168,139,168,307
Asian Junior Championships,2020-02-13,73 kg Men,OLIMOV Khojiakbar,72.65,-126,126,-131,150,161,-166,126,161,287
Asian Junior Championships,2020-02-13,73 kg Men,LEE Youngmin,72.65,125,-129,-130,-171,-172,-173,125,0,0
Asian Junior Championships,2020-02-13,73 kg Men,ALMARZOUQ Abdullah Bassam A,70.20,105,111,113,135,141,-145,113,141,254
Asian Junior Championships,2020-02-13,73 kg Men,ALHAYEK Ahmed Bandar A,69.75,103,108,112,131,-137,-137,112,131,243
Asian Junior Championships,2020-02-13,73 kg Men,ALABUDI Adel Wajeeh Adel,71.95,100,110,-115,130,-136,-136,110,130,240
Asian Junior Championships,2020-02-13,73 kg Men,NGUYEN Van Hieu,72.25,-135,-135,-137,-165,-166,-166,0,0,0
Asian Junior Championships,2020-02-13,81 kg Men,TOSHTEMIROV Mukhammadkodir,80.55,151,157,161,182,0,0,161,182,343
Asian Junior Championships,2020-02-13,81 kg Men,ZAFARJONOV Sarvarbek,80.65,150,156,-161,183,-188,188,156,188,344
Asian Junior Championships,2020-02-13,81 kg Men,MOLDODOSOV Emil,80.40,-138,138,0,0,0,0,138,0,0
Asian Junior Championships,2020-02-13,81 kg Men,SAPI Yessenkeldi,80.85,130,134,-137,170,177,-183,134,177,311
Asian Junior Championships,2020-02-13,81 kg Men,AL ISMAEL Mohsan Zaki J,79.60,100,105,110,125,133,140,110,140,250
Asian Junior Championships,2020-02-13,89 kg Men,ADILETULY Nurgissa,89.00,155,160,165,185,190,195,165,195,360
Asian Junior Championships,2020-02-13,89 kg Men,SHAMSHIDINOV Khakimjon,82.10,141,144,-147,170,175,179,144,179,323
Asian Junior Championships,2020-02-13,89 kg Men,JEONG Yonghun,87.80,135,-141,142,175,180,182,142,182,324
Asian Junior Championships,2020-02-13,89 kg Men,HSIEH Meng-En,87.95,140,-143,-143,179,-184,-184,140,179,319
Asian Junior Championships,2020-02-13,89 kg Men,BIRANVAND Hossein,88.45,-140,-140,140,160,-178,-178,140,160,300
Asian Junior Championships,2020-02-13,89 kg Men,DONG Bing-Cheng,87.90,-138,138,-143,171,-176,-176,138,171,309
Asian Junior Championships,2020-02-13,89 kg Men,YSMANOV Anvar,88.00,125,-130,130,150,157,-162,130,157,287
Asian Junior Championships,2020-02-13,89 kg Men,HAMADA Mohammed K H,89.00,-120,120,-127,141,-146,-151,120,141,261
Asian Junior Championships,2020-02-13,89 kg Men,KARIYAWASAM BOVITHANTHRI Wajira S,88.90,110,-115,-115,145,155,-161,110,155,265
Asian Junior Championships,2020-02-13,96 kg Men,TAHERI HAJI VAND Afshin,95.55,150,156,160,176,181,186,160,186,346
Asian Junior Championships,2020-02-13,96 kg Men,ANTROPOV Artyom,96.00,145,150,155,195,205,210,155,210,365
Asian Junior Championships,2020-02-13,96 kg Men,AL GHAFEER Ezzeddin,95.30,142,148,-155,178,-183,185,148,185,333
Asian Junior Championships,2020-02-13,96 kg Men,ALOTHMAN Ali Yousef A,92.35,137,143,-149,177,-182,182,143,182,325
Asian Junior Championships,2020-02-13,96 kg Men,KIM Yushin,93.00,-140,140,-145,170,-176,-179,140,170,310
Asian Junior Championships,2020-02-13,102 kg Men,BEKBOLAT Rakhat,99.20,148,153,158,188,198,-208,158,198,356
Asian Junior Championships,2020-02-13,102 kg Men,KHAKPOUR Abolfazl,101.55,145,151,154,180,188,-193,154,188,342
Asian Junior Championships,2020-02-13,102 kg Men,KHOJIEV Azimjon,101.25,143,147,152,181,-194,-194,152,181,333
Asian Junior Championships,2020-02-13,102 kg Men,EMADI Hassan,100.40,-137,137,146,165,175,-182,146,175,321
Asian Junior Championships,2020-02-13,102 kg Men,TUNG Ming-Chang,100.70,135,141,-146,170,176,182,141,182,323
Asian Junior Championships,2020-02-13,102 kg Men,LI Aleksandr,101.80,134,140,-144,175,183,189,140,189,329
Asian Junior Championships,2020-02-13,102 kg Men,KIM Kyunghwan,101.05,135,-143,-144,-165,165,-176,135,165,300
Asian Junior Championships,2020-02-13,102 kg Men,TSAI Ching-Hua,100.80,130,135,-140,-165,165,171,135,171,306
Asian Junior Championships,2020-02-13,102 kg Men,PRADEEP Kumar Yadav,101.30,125,-130,130,155,162,-166,130,162,292
Asian Junior Championships,2020-02-13,102 kg Men,TALANTBEK UULU Adisbek,96.75,110,115,-120,135,142,150,115,150,265
Asian Junior Championships,2020-02-13,109 kg Men,HWANG Sangun,108.25,160,0,0,196,0,0,160,196,356
Asian Junior Championships,2020-02-13,109 kg Men,LIN Sheng-Lun,108.30,145,-150,154,185,190,-195,154,190,344
Asian Junior Championships,2020-02-13,109 kg Men,MIRZABAEV Mirkhosil,103.15,146,153,-155,171,-179,180,153,180,333
Asian Junior Championships,2020-02-13,109 kg Men,AL HAMGAN Ahmed Radi,108.60,127,133,-140,155,165,-173,133,165,298
Asian Junior Championships,2020-02-13,109 kg Men,RAKHMANOV Asadbek,108.10,126,-131,-133,145,-154,-155,126,145,271
Asian Junior Championships,2020-02-13,109 kg Men,NURDINOV Bekzhan,102.65,80,85,-90,95,100,105,85,105,190
Asian Junior Championships,2020-02-13,+109 kg Men,SHARIFIKELARIJANI Ayat,140.00,157,165,170,192,202,-210,170,202,372
Asian Junior Championships,2020-02-13,+109 kg Men,ALNAJJAR M Moayad,132.60,152,158,162,-191,191,-200,162,191,353
Asian Junior Championships,2020-02-13,+109 kg Men,HASSANPOUR Feremi Reza,131.10,153,161,-164,195,-203,203,161,203,364
Asian Junior Championships,2020-02-13,+109 kg Men,LEE Seungheon,131.95,150,155,-159,185,192,-199,155,192,347
Asian Junior Championships,2020-02-13,+109 kg Men,HSU Chi-Chuan,111.95,-140,140,146,180,185,-187,146,185,331
Asian Junior Championships,2020-02-13,+109 kg Men,ALRADHI Hassan Asaad M,125.20,130,137,-141,170,178,181,137,181,318
Asian Junior Championships,2020-02-13,+109 kg Men,AL AHMAD Dawoud Bassam A,115.45,105,110,115,127,135,142,115,142,257
Asian Junior Championships,2020-02-13,45 kg Women,KOLLI Varalakshmi Pavani Kumari,44.75,61,64,66,75,79,-82,66,79,145
Asian Junior Championships,2020-02-13,45 kg Women,NGUYEN Thi Thu Hoai,44.70,-63,-63,63,80,83,86,63,86,149
Asian Junior Championships,2020-02-13,45 kg Women,GARUD Harshada Sharad,44.95,58,-62,62,73,77,-79,62,77,139
Asian Junior Championships,2020-02-13,45 kg Women,ABE Nozomi,44.75,-57,57,60,70,74,-78,60,74,134
Asian Junior Championships,2020-02-13,49 kg Women,AISAH Windy Cantika,48.75,80,85,-87,100,-105,-106,85,100,185
Asian Junior Championships,2020-02-13,49 kg Women,LIN Cheng Jing,48.15,70,74,-76,86,90,-94,74,90,164
Asian Junior Championships,2020-02-13,49 kg Women,KAWASAKI Nanasa,48.75,-71,71,73,-84,84,-86,73,84,157
Asian Junior Championships,2020-02-13,49 kg Women,YAMASHITA Emika,48.75,-70,70,72,-85,85,-88,72,85,157
Asian Junior Championships,2020-02-13,49 kg Women,CAO Huyen Thuong,47.70,-70,71,-74,-85,85,87,71,87,158
Asian Junior Championships,2020-02-13,49 kg Women,PHAN Thi Tuyet Ngoc,48.60,-62,62,-65,81,-84,-84,62,81,143
Asian Junior Championships,2020-02-13,49 kg Women,SOUMYA SUNIL DALVI,45.55,45,50,-53,60,-65,65,50,65,115
Asian Junior Championships,2020-02-13,49 kg Women,TATGUNTI Aarati,45.15,45,-50,50,60,65,-68,50,65,115
Asian Junior Championships,2020-02-13,55 kg Women,NGUYEN Thi Thuy Tien,54.15,79,-81,-82,98,102,105,79,105,184
Asian Junior Championships,2020-02-13,55 kg Women,KLARISA Juliana,54.75,75,78,-80,97,101,104,78,104,182
Asian Junior Championships,2020-02-13,55 kg Women,PATIL Ananya Vijay,54.25,72,76,-78,84,87,-90,76,87,163
Asian Junior Championships,2020-02-13,55 kg Women,ABDULLAEVA Nigora,54.55,72,75,-79,90,93,-95,75,93,168
Asian Junior Championships,2020-02-13,55 kg Women,PANFILOVA Jamila,53.65,68,71,74,88,92,94,74,94,168
Asian Junior Championships,2020-02-13,55 kg Women,MANGKHYA Boni,53.95,65,-69,69,88,-93,93,69,93,162
Asian Junior Championships,2020-02-13,55 kg Women,EKRA Marjia Akter,52.75,55,-60,60,-65,65,71,60,71,131
Asian Junior Championships,2020-02-13,59 kg Women,HUANG Ya-Ting,58.05,75,78,80,95,100,-103,80,100,180
Asian Junior Championships,2020-02-13,59 kg Women,ESHQULOVA Barchinoy,58.65,73,76,79,92,97,102,79,102,181
Asian Junior Championships,2020-02-13,59 kg Women,ANDRIANI Putri Aulia,58.30,75,78,-80,-97,-97,-97,78,0,0
Asian Junior Championships,2020-02-13,59 kg Women,CHINGAKHAM Nirmala Devi,58.95,72,-76,-76,88,92,-97,72,92,164
Asian Junior Championships,2020-02-13,59 kg Women,DJURAEVA Madinabonu,58.20,65,68,-72,80,84,90,68,90,158
Asian Junior Championships,2020-02-13,64 kg Women,FAYZULLAEVA Kumushkhon,63.50,92,0,0,113,0,0,92,113,205
Asian Junior Championships,2020-02-13,64 kg Women,RAMADANI Tsabitha Alfiah,63.65,85,92,-95,100,-105,-105,92,100,192
Asian Junior Championships,2020-02-13,64 kg Women,YBRAY Gulnur,63.80,83,86,88,-106,106,110,88,110,198
Asian Junior Championships,2020-02-13,64 kg Women,KIM Hansol,63.30,78,-81,81,107,-112,112,81,112,193
Asian Junior Championships,2020-02-13,64 kg Women,MEYLIEVA Dirdona,61.20,75,80,-84,-88,88,92,80,92,172
Asian Junior Championships,2020-02-13,64 kg Women,POTSHANGBAM Umeshwori Devi,63.45,72,-75,75,92,97,-101,75,97,172
Asian Junior Championships,2020-02-13,71 kg Women,SEGAWA Runa,69.40,84,87,-90,104,108,111,87,111,198
Asian Junior Championships,2020-02-13,71 kg Women,SUVONOVA Nigora,70.80,82,86,-88,106,110,113,86,113,199
Asian Junior Championships,2020-02-13,71 kg Women,HASAN Merna,68.30,75,-82,82,95,101,103,82,103,185
Asian Junior Championships,2020-02-13,71 kg Women,CHOU Pei-Wen,70.70,76,79,-81,93,99,102,79,102,181
Asian Junior Championships,2020-02-13,71 kg Women,HSIEH Ya-Ling,64.45,-73,73,-77,86,91,-96,73,91,164
Asian Junior Championships,2020-02-13,76 kg Women,JABBOROVA Tursunoy,75.90,97,103,107,115,123,0,107,123,230
Asian Junior Championships,2020-02-13,76 kg Women,JAGHLI Mari,73.05,-75,78,83,98,103,105,83,105,188
Asian Junior Championships,2020-02-13,76 kg Women,CHIU Ching-Yi,75.40,-77,77,81,95,-100,-101,81,95,176
Asian Junior Championships,2020-02-13,76 kg Women,PAN Yu Ru,75.25,77,80,-82,97,-103,-104,80,97,177
Asian Junior Championships,2020-02-13,81 kg Women,KUZGANBAYEVA Karina,80.75,93,97,101,118,123,126,101,126,227
Asian Junior Championships,2020-02-13,81 kg Women,HURSANOVA Laylohon,77.10,77,82,86,95,100,-104,86,100,186
Asian Junior Championships,2020-02-13,87 kg Women,DAVRONOVA Dolera,86.85,85,91,93,115,120,-123,93,120,213
Asian Junior Championships,2020-02-13,87 kg Women,NGUYEN Thu Huong,84.05,86,92,-94,100,-117,-117,92,100,192
Asian Junior Championships,2020-02-13,+87 kg Women,LEE Seon Mi,118.75,102,108,110,120,0,0,110,120,230
Asian Junior Championships,2020-02-13,+87 kg Women,SANSYZBAYEVA Aisamal,113.25,100,105,109,130,-138,140,109,140,249
