event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,48 kg Women,SIMONA Nestakova,44.94,0.0,0.0,0.0,0.0,0.0,0.0,27,40,67
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,53 kg Women,BROWN Jill,52.88,0.0,0.0,0.0,0.0,0.0,0.0,36,45,81
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,53 kg Women,ALHADDAD Amna Salman Yousuf Hassan,52.92,0.0,0.0,0.0,0.0,0.0,0.0,38,48,86
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,53 kg Women,GULAM Noorin Mahomed Rafik,52.89,0.0,0.0,0.0,0.0,0.0,0.0,53,63,116
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,53 kg Women,WILL Colette,50.04,0.0,0.0,0.0,0.0,0.0,0.0,53,73,126
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,53 kg Women,CRAIG Gabrielle Alexandria,51.79,0.0,0.0,0.0,0.0,0.0,0.0,58,69,127
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,53 kg Women,VEZNIKOVA Veronika,51.47,0.0,0.0,0.0,0.0,0.0,0.0,58,72,130
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,58 kg Women,LOKINGOVA Dominika,58.00,0.0,0.0,0.0,0.0,0.0,0.0,0,63,0
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,58 kg Women,SKOVAJSOVA Miriam,56.70,0.0,0.0,0.0,0.0,0.0,0.0,40,45,85
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,58 kg Women,KUBOVA Miroslava,56.22,0.0,0.0,0.0,0.0,0.0,0.0,39,51,90
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,58 kg Women,MACINTOSH Nicole,54.58,0.0,0.0,0.0,0.0,0.0,0.0,43,47,90
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,58 kg Women,MC GLYNN Claire Jean,57.40,0.0,0.0,0.0,0.0,0.0,0.0,42,68,110
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,58 kg Women,YU Weili,56.29,0.0,0.0,0.0,0.0,0.0,0.0,60,70,130
"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,58 kg Women,GEROLY Lilla,57.96,0.0,0.0,0.0,0.0,0.0,0.0,60,74,134
