event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,56 kg Men,SCARANTINO Mirco,56.00,108,-113,-116,132,-133,0,108,132,240
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,56 kg Men,CIOTOIU Ilie-Constantin,55.55,96,100,102,118,122,-130,102,122,224
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,56 kg Men,CALISKAN Emrah,55.55,97,101,-103,111,-116,116,101,116,217
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,56 kg Men,HARDAL Ferdi,55.85,97,-101,-101,117,-121,121,97,121,218
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,56 kg Men,KOMOROWSKI Tomasz Dawid,55.70,88,90,92,110,-113,115,92,115,207
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,ABDULGASHUMOV Asali,61.80,120,126,-130,-155,155,-159,126,155,281
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,VIZITIU Daniel-Florin,61.80,119,122,125,140,145,148,125,148,273
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,IMANZADE Rustam,61.35,117,122,-124,143,-148,0,122,143,265
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,SHAMILISHVILI Ramini,61.75,116,119,121,141,145,-149,121,145,266
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,AYDIN Emrah,61.70,114,118,-121,141,147,-150,118,147,265
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,OKYAY Ahmet Turan,61.85,111,-117,118,131,-142,-144,118,131,249
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,DI GIUSTO Michael,61.55,113,117,-120,146,149,-156,117,149,266
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,HLUSHKO Vitalii,61.75,107,111,114,127,132,-136,114,132,246
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,PONIEDZIALEK Piotr,61.60,107,110,113,130,133,136,113,136,249
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,GALSTYAN Raffi,61.35,-105,105,110,135,142,-150,110,142,252
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,MAMMADLI Mahammad,61.65,100,105,-110,125,132,-135,105,132,237
EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,62 kg Men,BAGHDASARYAN Gevorg,61.75,-105,105,-110,135,-142,142,105,142,247
