event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,56 kg Men,TULO Manueli,55.80,96,101,106,126,131,134,106,134,240
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,56 kg Men,IOANE Vaipava Nevo,55.90,95,-100,-100,125,-128,-133,95,125,220
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,56 kg Men,BRECHTEFELD Elson Edward,55.90,-87,87,-95,110,115,-120,87,115,202
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,56 kg Men,LAPUA Lapua Tuau,55.80,81,86,-91,102,106,-111,86,106,192
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,56 kg Men,GUINARES Lou,55.60,85,-90,-90,108,112,116,85,116,201
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,56 kg Men,BARU Morea,55.90,85,-90,-90,110,-115,115,85,115,200
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,56 kg Men,BOE Toua Vai,51.40,30,35,-40,35,40,45,35,45,80
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,62 kg Men,KOUM Koum Daniel,62.00,110,-115,115,140,-146,146,115,146,261
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,62 kg Men,MINGINFEL Manuel,61.80,105,110,-115,146,-151,-151,110,146,256
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,62 kg Men,BE Vannara,61.00,-102,102,-110,126,130,137,102,137,239
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,62 kg Men,GUINARES Ianne Ernesto Vergara,61.20,-98,98,102,-126,-126,126,102,126,228
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,62 kg Men,TIKODELAIMATUKU Tui Moce,61.20,90,95,-98,115,120,121,95,121,216
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,62 kg Men,PATRIS Stevick,61.30,90,-95,95,-115,115,-120,95,115,210
OCEANIA SENIOR CHAMPIONSHIPS,2010-05-04,62 kg Men,HAUMILI Ioane,61.30,85,90,-93,105,110,-113,90,110,200
