event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,56 kg Men,OM Yun Chol,55.73,115,118,120,155,169,0,120,169,289
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,56 kg Men,GO Suk-Kyo,55.73,106,110,-113,135,139,142,110,142,252
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,56 kg Men,DENG Yawei,55.85,100,106,109,135,141,-147,109,141,250
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,56 kg Men,RI Kuk Chol,55.89,95,100,-106,136,-141,-143,100,136,236
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,CHA Kum Chol,61.74,135,140,143,155,160,170,143,170,313
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,CHEN Meilong,61.32,124,130,0,151,0,0,130,151,281
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,CHEN Hongqing,61.94,124,0,0,158,-170,-171,124,158,282
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,JONG Hyon Gyu,61.71,117,122,-125,-155,-155,-155,122,0,0
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,KIM Sam Young,61.31,95,100,105,120,-125,-125,105,120,225
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,SURENJAV Bayarbat,59.14,-85,85,-92,105,110,-113,85,110,195
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,ALARIAR Yousef,57.09,-60,60,70,80,87,-90,70,87,157
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,62 kg Men,AINE UDDIN Mohammad,59.44,-95,0,0,0,0,0,0,0,0
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,69 kg Men,KIM Myong Hyok,68.58,143,145,147,-176,-176,-176,147,0,0
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,69 kg Men,WON Jeongsik,68.85,140,-144,144,175,180,-184,144,180,324
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,69 kg Men,WU Xianshu,68.73,-140,140,-143,161,-165,-165,140,161,301
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,69 kg Men,RI Myong Ryong,67.88,130,136,-140,155,165,-172,136,165,301
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,69 kg Men,KIM Min Sung,64.82,101,-106,-106,131,140,150,101,150,251
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,69 kg Men,MOHAMMAD Mahdy,64.61,60,-67,-67,0,0,0,60,0,0
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,77 kg Men,ZHONG Guoshun,76.50,152,162,-171,186,197,-204,162,197,359
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,77 kg Men,KIM Kwang Song,76.49,155,-162,-162,185,191,-197,155,191,346
ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,77 kg Men,KIM Il Ryong,75.57,145,-150,-150,156,161,165,145,165,310
