event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
AUSTRALIAN INTERNATIONAL,2017-03-17,56 kg Men,MUHAMMAD Azroy Hazalwafie,55.79,106,-110,-110,130,-132,132,106,132,238
AUSTRALIAN INTERNATIONAL,2017-03-17,56 kg Men,CAIN Shadrach,54.89,70,-73,-73,95,100,102,70,102,172
AUSTRALIAN INTERNATIONAL,2017-03-17,56 kg Men,BRECHTEFELD Elson Edward,55.57,95,-100,-100,125,-130,-130,95,125,220
AUSTRALIAN INTERNATIONAL,2017-03-17,56 kg Men,TULO Manueli,55.68,100,104,-107,130,-135,-135,104,130,234
AUSTRALIAN INTERNATIONAL,2017-03-17,62 kg Men,MUHAMMAD Zaidi Bin Mohd Nordin,61.80,-110,-110,111,150,-156,-158,111,150,261
AUSTRALIAN INTERNATIONAL,2017-03-17,62 kg Men,BARU Morea,61.91,110,115,-120,152,160,-165,115,160,275
AUSTRALIAN INTERNATIONAL,2017-03-17,62 kg Men,GUINARES Ianne Ernesto Vergara,61.79,110,114,-118,140,-145,145,114,145,259
AUSTRALIAN INTERNATIONAL,2017-03-17,62 kg Men,MOSES Ezekiel,60.55,85,90,-92,105,110,115,90,115,205
AUSTRALIAN INTERNATIONAL,2017-03-17,62 kg Men,BETERO Takirua,61.61,80,-85,85,120,-125,-125,85,120,205
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,IOANE Vaipava Nevo,66.25,111,115,-120,151,156,160,115,160,275
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,DETUDAMO Uea,64.53,-90,-90,-90,0,0,0,0,0,0
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,WAKELING Brandon Dean,68.25,105,110,115,135,140,-145,115,140,255
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,DOGUAPE Larko,67.53,95,-100,100,115,120,125,100,125,225
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,KATOATAU Ruben,68.27,112,-116,116,145,-150,-150,116,145,261
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,DELANEY James Joseph,68.38,104,-109,109,136,-142,-142,109,136,245
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,VILLALON Vester Louie,68.73,110,114,117,144,149,152,117,152,269
AUSTRALIAN INTERNATIONAL,2017-03-17,69 kg Men,MOHD Hafifi Bin Mansor,68.65,125,132,0,170,175,0,0,0,0
AUSTRALIAN INTERNATIONAL,2017-03-17,77 kg Men,MOHAMAD Fazrul Azrie Bin Mohdad,76.80,138,-141,-142,166,170,174,138,174,312
AUSTRALIAN INTERNATIONAL,2017-03-17,77 kg Men,ETOUNDI Francois,76.44,-136,136,-140,166,170,-175,136,170,306
