event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,female,Mia Gaudry,51.50,35,37,40,45,48,52,40,52,92
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,female,Char Stark,53.65,-45,48,50,65,-70,-70,50,65,115
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,female,Nikita Turner,60.45,45,48,52,60,65,70,52,70,122
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,female,Aimee Fuller,70.05,40,45,50,55,60,65,50,65,115
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,female,Freya Benn,72.20,42,44,47,47,50,55,47,55,102
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,female,Amanda Torrington,81.95,-60,-60,60,70,73,75,60,75,135
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,male,Ben Browne,75.85,85,-90,-90,110,-115,115,85,115,200
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,male,Ryley Porter,77.30,108,115,120,-135,135,141,120,141,261
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,male,Marco Tarumingi,80.10,70,75,-80,95,100,-105,75,100,175
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,male,Ashley Butler,79.65,-60,60,65,70,-75,75,65,75,140
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,male,Luke Gamble,93.30,-103,-103,103,-120,120,125,103,125,228
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,male,Royce Dunne,101.95,-120,120,125,150,-155,-155,125,150,275
Qld Club Challenge Round 1 – Brisbane Barbell,2016-02-06,male,Michael Hansen Luther,124.95,80,85,90,-110,110,115,90,115,205
