event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Josephine Chan,44.20,33,-36,-37,39,41,-43,33,41,74
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Denese Billings,41.80,32,-33,-33,35,40,42,32,42,74
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Alison Mcdonald,44.60,-21,-21,21,22,-24,-24,21,22,43
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Yolandie Weir,48.20,55,59,-61,67,70,-72,59,70,129
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Mary Macken,49.00,-37,37,-40,47,49,51,37,51,88
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Paula Robinson,48.40,34,-36,-36,42,-46,-46,34,42,76
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Sonja Kerr,54.70,48,51,-54,70,73,75,51,75,126
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Miriam Marcella Hutchinson,54.40,-35,35,-39,48,-51,51,35,51,86
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Christine Human,55.00,29,30,32,37,39,-42,32,39,71
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Jun Yue,52.30,-21,21,25,25,30,35,25,35,60
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Julie Davis,54.80,23,24,-25,33,35,-37,24,35,59
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Sarah Florence,58.60,-57,57,60,67,70,-73,60,70,130
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Toni Lane,57.70,54,-56,-57,65,67,70,54,70,124
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Shannon Good,58.90,49,52,-55,65,69,71,52,71,123
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Carolyn Lacey,58.45,48,51,-54,67,70,72,51,72,123
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Wendy Souw,57.70,46,49,52,63,65,68,52,68,120
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Apsar Shaik,57.50,38,39,42,55,-58,-58,42,55,97
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Diana Loy,58.20,32,34,-36,-57,57,-61,34,57,91
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Isabella Clarke,58.30,25,-30,30,37,40,-45,30,40,70
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Bonnie Grylls-Graham,62.15,70,0,0,81,85,88,70,88,158
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Sarah Esteban,62.20,50,52,54,72,75,78,54,78,132
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Rebecca Jakubovsky,63.20,-56,56,-60,71,-75,75,56,75,131
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Deborah Hastings,63.60,51,-53,55,68,71,74,55,74,129
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Rachel Mc Ewan,62.20,50,53,-55,62,67,70,53,70,123
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Dani Simeoni,63.20,45,48,51,60,65,-68,51,65,116
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Meg Emerton,63.50,37,-39,40,47,49,-50,40,49,89
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Jana Truban,62.40,31,34,-37,42,46,49,34,49,83
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Berta Armijo,61.90,27,30,33,45,-49,-49,33,45,78
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Renae Docherty,66.90,67,69,-70,80,82,84,69,84,153
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Penny Tudberry,69.20,62,66,-69,78,83,-86,66,83,149
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Saineha Fitisemanu,68.70,48,52,55,70,73,76,55,76,131
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Sally Wells,64.60,48,-51,-52,70,-75,-77,48,70,118
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Elizabeth Buikstra,66.10,45,48,-50,55,59,62,48,62,110
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Jessica Greacen,69.70,42,46,-48,55,60,-64,46,60,106
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Ainsleigh Pegg,70.20,-43,43,45,57,61,-64,45,61,106
"Australian, Oceania & Commonwealth Masters Championships",2021-09-10,female,Petra De Ruyter,67.70,-36,37,45,50,55,61,45,61,106
