event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Marika Danaher,59.00,-55,55,58,75,-80,-84,58,75,133
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Julie Davis,56.50,24,-25,-25,32,33,34,24,34,58
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Rochelle Kay,63.10,-55,55,-59,66,-70,-70,55,66,121
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Piper Mcsorley,60.40,33,38,43,58,62,65,43,65,108
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Wendy Pakchung,61.40,22,23,-24,33,-35,35,23,35,58
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Anna Thomson,67.20,66,70,74,86,90,93,74,93,167
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Yanira Ruiz,67.60,-48,48,52,58,-62,65,52,65,117
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Rafa Manna,70.00,-40,43,45,-60,60,-62,45,60,105
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Disa Caspersen,73.20,55,58,-60,68,-72,72,58,72,130
The Lawrie - NBWA Christmas Competition,2023-12-09,female,Chelsea Throssell,83.70,15,18,20,20,23,-25,20,23,43
The Lawrie - NBWA Christmas Competition,2023-12-09,male,Jonah Honeywood,46.30,33,-35,-36,40,42,43,33,43,76
The Lawrie - NBWA Christmas Competition,2023-12-09,male,Samuel Honeywood,66.75,70,75,80,100,-105,-106,80,100,180
The Lawrie - NBWA Christmas Competition,2023-12-09,male,Ulrich Smit,72.20,69,-72,-75,90,95,100,69,100,169
The Lawrie - NBWA Christmas Competition,2023-12-09,male,Ryan Mills,86.00,-70,70,-75,80,-85,87,70,87,157
