event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
VWA Qualifier Event 2,2021-05-15,female,Isabella Lowe King,39.65,18,21,23,22,25,28,23,28,51
VWA Qualifier Event 2,2021-05-15,female,Amaris Lee,48.70,41,-43,43,50,53,55,43,55,98
VWA Qualifier Event 2,2021-05-15,female,Phoenix Goodwin,47.50,28,32,35,38,42,45,35,45,80
VWA Qualifier Event 2,2021-05-15,female,Ella Mason,51.20,37,39,-41,47,50,52,39,52,91
VWA Qualifier Event 2,2021-05-15,female,Sherilyn Moffitt,53.65,32,-35,35,47,-50,51,35,51,86
VWA Qualifier Event 2,2021-05-15,female,Lavinia Wellesley,51.05,20,22,-25,30,32,33,22,33,55
VWA Qualifier Event 2,2021-05-15,female,Brenna Kean,58.65,72,75,-77,98,-104,104,75,104,179
VWA Qualifier Event 2,2021-05-15,female,Claire Coate,57.85,55,58,62,65,70,-74,62,70,132
VWA Qualifier Event 2,2021-05-15,female,Seen Lee,61.30,68,72,75,88,92,95,75,95,170
VWA Qualifier Event 2,2021-05-15,female,Niamh Meagher,63.30,51,55,-58,70,74,77,55,77,132
VWA Qualifier Event 2,2021-05-15,female,Lilly Bishop,61.30,32,35,37,40,45,50,37,50,87
VWA Qualifier Event 2,2021-05-15,female,Berta Armijo,61.50,25,28,30,44,48,-51,30,48,78
VWA Qualifier Event 2,2021-05-15,female,Kate Mcrae Stewart,69.10,50,55,58,68,71,-75,58,71,129
VWA Qualifier Event 2,2021-05-15,female,Caitlin Gilheany,66.75,47,-51,51,58,63,-67,51,63,114
VWA Qualifier Event 2,2021-05-15,female,Taylah Boston,65.00,42,46,50,50,55,-60,50,55,105
VWA Qualifier Event 2,2021-05-15,female,Rebecca Lim,67.00,40,44,-48,55,58,-61,44,58,102
VWA Qualifier Event 2,2021-05-15,female,Kanika Pandey,70.25,30,-33,36,40,43,46,36,46,82
VWA Qualifier Event 2,2021-05-15,female,Emily Atton,74.40,-75,75,-80,95,102,-109,75,102,177
VWA Qualifier Event 2,2021-05-15,female,Tamzin Hare,73.45,58,60,-63,75,78,81,60,81,141
VWA Qualifier Event 2,2021-05-15,female,Carly Whalen,73.10,43,47,50,-53,0,0,50,0,0
VWA Qualifier Event 2,2021-05-15,female,Kate Linford,114.85,65,70,73,85,90,94,73,94,167
VWA Qualifier Event 2,2021-05-15,female,Tamara Kulyk,97.75,64,-67,68,84,87,90,68,90,158
VWA Qualifier Event 2,2021-05-15,female,Natasha Santos,125.50,40,43,47,55,58,62,47,62,109
VWA Qualifier Event 2,2021-05-15,female,Elizabeth Diaz-Armijo,94.00,35,40,45,52,56,-60,45,56,101
VWA Qualifier Event 2,2021-05-15,male,Jacob Sanderson,65.00,80,-83,-84,-105,-105,105,80,105,185
VWA Qualifier Event 2,2021-05-15,male,Matthew Damches,69.40,97,102,106,120,124,-128,106,124,230
VWA Qualifier Event 2,2021-05-15,male,Jonathan Park,80.90,75,83,-88,95,100,105,83,105,188
VWA Qualifier Event 2,2021-05-15,male,Lester Ho,79.45,75,-80,84,93,97,101,84,101,185
VWA Qualifier Event 2,2021-05-15,male,Martin Ta,73.25,65,72,80,85,95,101,80,101,181
VWA Qualifier Event 2,2021-05-15,male,Andrew King,76.85,51,54,57,68,-73,-74,57,68,125
VWA Qualifier Event 2,2021-05-15,male,Benjamin Taggart,83.80,102,-106,106,128,134,-140,106,134,240
VWA Qualifier Event 2,2021-05-15,male,Hayden Trew,88.85,75,80,-83,95,100,-105,80,100,180
VWA Qualifier Event 2,2021-05-15,male,Marcus Tan (AUS),84.90,-75,-75,-80,95,-100,101,0,101,0
VWA Qualifier Event 2,2021-05-15,male,Adam Brand,95.05,101,106,-111,121,126,-131,106,126,232
VWA Qualifier Event 2,2021-05-15,male,Andrew Kentish,93.55,102,106,-110,120,-125,-125,106,120,226
VWA Qualifier Event 2,2021-05-15,male,Luke Meiszies,96.05,-68,68,-72,-105,105,-111,68,105,173
VWA Qualifier Event 2,2021-05-15,male,Brandon Accardi,108.75,125,131,134,148,-153,155,134,155,289
VWA Qualifier Event 2,2021-05-15,male,Ryan Barnard,108.80,102,106,-110,120,125,-130,106,125,231
VWA Qualifier Event 2,2021-05-15,male,Phillip Christou,111.75,100,110,120,121,130,140,120,140,260
