event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,female,Stacey Mcnamee,62.80,28,30,32,37,39,-42,32,39,71
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,female,Amanda Birch,65.55,31,33,35,44,47,50,35,50,85
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,female,Emily Dolley,74.55,44,47,50,53,56,60,50,60,110
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,female,Tanya Eames,88.05,-49,49,-51,-61,61,-63,49,61,110
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,female,Sarah Nash,90.50,40,-43,43,48,-52,52,43,52,95
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,female,Anna Corrigan,91.30,36,39,-42,49,52,55,39,55,94
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,female,Su Owen,94.05,33,35,38,44,47,50,38,50,88
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,male,Harry Seaton,75.20,37,39,41,46,49,51,41,51,92
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,male,Tait Stuart,81.50,70,75,79,100,105,-108,79,105,184
TWA Physique Science QWA Club Challenge - Round 3,2023-10-28,male,Caleb Brown,124.50,50,60,-70,80,-90,90,60,90,150
