event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Ella Jackson,50.40,42,46,50,55,-60,60,50,60,110
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Kylie Harbour,52.65,26,-30,30,40,44,46,30,46,76
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Lillian Poles,62.65,26,29,-33,37,41,44,29,44,73
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Anna Roganova-Deveigne,60.35,40,45,-50,60,63,66,45,66,111
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Bernadette Porter,61.10,38,40,42,51,54,56,42,56,98
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Leanne Knox,67.10,68,-70,71,88,91,93,71,93,164
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Melinda Dwyer,68.20,18,21,23,27,29,31,23,31,54
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,female,Meagan Wellby,73.25,50,-55,55,70,75,-75,55,75,130
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,male,Mitchell Daniels,73.15,85,90,-93,100,105,110,90,110,200
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,male,Corey Smith,73.85,78,82,-85,106,112,-118,82,112,194
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,male,Jaspa Hope,69.30,-49,49,55,68,72,75,55,75,130
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,male,Tony Lisciandro,73.15,65,69,73,90,96,100,73,100,173
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,male,Nicholas Jackson,78.30,96,100,104,126,130,-134,104,130,234
JME Qld Club Challenge Round 1 – Berserker,2017-01-28,male,Dean Callaghan,83.75,80,83,85,100,105,108,85,108,193
