event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Uesaka QLD Club Challenge and League Round 2,2018-06-23,female,Julie Davis,53.10,25,26,-27,35,37,38,26,38,64
Uesaka QLD Club Challenge and League Round 2,2018-06-23,female,Colleen Duplock,55.30,26,-27,-27,32,34,-36,26,34,60
Uesaka QLD Club Challenge and League Round 2,2018-06-23,female,Casey Sims,59.30,20,23,25,32,35,37,25,37,62
Uesaka QLD Club Challenge and League Round 2,2018-06-23,female,Michelle Kinnane,60.80,-31,31,-33,42,44,46,31,46,77
Uesaka QLD Club Challenge and League Round 2,2018-06-23,female,Linda Skerman,67.60,42,44,46,56,59,-61,46,59,105
Uesaka QLD Club Challenge and League Round 2,2018-06-23,female,Sue Cox,67.90,39,41,-43,47,49,-51,41,49,90
Uesaka QLD Club Challenge and League Round 2,2018-06-23,female,Trish Levy,76.20,34,36,38,45,48,50,38,50,88
Uesaka QLD Club Challenge and League Round 2,2018-06-23,male,Clint Winchester,68.00,60,62,64,81,83,-85,64,83,147
Uesaka QLD Club Challenge and League Round 2,2018-06-23,male,Jarrod Litchfield,69.65,50,-60,62,70,80,-95,62,80,142
Uesaka QLD Club Challenge and League Round 2,2018-06-23,male,Jarrad Matthews,79.50,40,42,44,45,-47,47,44,47,91
Uesaka QLD Club Challenge and League Round 2,2018-06-23,male,Drew Cote,83.05,50,55,60,60,65,75,60,75,135
Uesaka QLD Club Challenge and League Round 2,2018-06-23,male,Alex Jensen,79.25,50,55,-60,70,78,-85,55,78,133
Uesaka QLD Club Challenge and League Round 2,2018-06-23,male,Blayze Sherry,90.10,75,80,90,90,105,120,90,120,210
Uesaka QLD Club Challenge and League Round 2,2018-06-23,male,Thomas Smeulders,108.00,55,60,-65,75,80,83,60,83,143
