event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld U15 & Youth Championships,2014-08-16,female,Robin Parr,46.35,40,43,-46,56,60,-62,43,60,103
Qld U15 & Youth Championships,2014-08-16,female,Caitlin Wadwell,42.40,15,16,17,18,21,24,17,24,41
Qld U15 & Youth Championships,2014-08-16,female,Chelsea Freier,51.95,27,-30,-30,38,41,-43,27,41,68
Qld U15 & Youth Championships,2014-08-16,female,Madeline Wu,57.55,-48,48,-52,66,69,-72,48,69,117
Qld U15 & Youth Championships,2014-08-16,female,Hayley Ward,56.25,46,-49,49,60,-64,-64,49,60,109
Qld U15 & Youth Championships,2014-08-16,female,Jorja Tarrant,54.60,40,-43,-45,52,54,55,40,55,95
Qld U15 & Youth Championships,2014-08-16,female,Shaylea Eaton,54.15,40,-43,-45,-45,45,-49,40,45,85
Qld U15 & Youth Championships,2014-08-16,female,Rachel Mcclure,56.30,32,36,39,40,45,-49,39,45,84
Qld U15 & Youth Championships,2014-08-16,female,Alana Evans,54.80,24,27,29,35,39,42,29,42,71
Qld U15 & Youth Championships,2014-08-16,female,Olivia Lohan,62.90,50,53,55,63,66,69,55,69,124
Qld U15 & Youth Championships,2014-08-16,female,Hollie Brooke,61.95,31,35,39,47,50,55,39,55,94
Qld U15 & Youth Championships,2014-08-16,female,Ella Jones,58.35,-37,-40,40,-47,-47,47,40,47,87
Qld U15 & Youth Championships,2014-08-16,female,Emma Zawila,66.40,46,50,52,63,67,71,52,71,123
Qld U15 & Youth Championships,2014-08-16,female,Abbey Hughes,67.30,47,50,53,58,-61,62,53,62,115
Qld U15 & Youth Championships,2014-08-16,female,Deanne Elliott,86.80,43,46,48,-61,61,-64,48,61,109
Qld U15 & Youth Championships,2014-08-16,female,Stephanie Wadsworth,82.35,25,30,35,35,40,45,35,45,80
Qld U15 & Youth Championships,2014-08-16,female,Mackenzie Coglan-Rochfort,96.15,23,27,30,28,32,36,30,36,66
Qld U15 & Youth Championships,2014-08-16,male,Fraser Jeavons,49.50,51,-54,-54,-65,65,69,51,69,120
Qld U15 & Youth Championships,2014-08-16,male,Cooper Wilson,48.15,40,42,44,50,52,55,44,55,99
Qld U15 & Youth Championships,2014-08-16,male,Dillon Fisler,48.85,34,38,42,43,47,51,42,51,93
Qld U15 & Youth Championships,2014-08-16,male,Harrison Gaffney,55.85,40,0,0,50,0,0,40,50,90
Qld U15 & Youth Championships,2014-08-16,male,Jett Gaffney,34.05,24,28,-30,34,37,-40,28,37,65
Qld U15 & Youth Championships,2014-08-16,male,Ty Huston,47.35,26,28,30,32,35,-38,30,35,65
Qld U15 & Youth Championships,2014-08-16,male,Declan Galligan,32.80,20,23,25,23,26,28,25,28,53
Qld U15 & Youth Championships,2014-08-16,male,James Catlow-Elliott,60.20,48,52,55,63,67,70,55,70,125
Qld U15 & Youth Championships,2014-08-16,male,Truen Johns,60.65,38,43,47,45,50,54,47,54,101
Qld U15 & Youth Championships,2014-08-16,male,Tom Friedlander,60.45,27,32,35,42,47,52,35,52,87
Qld U15 & Youth Championships,2014-08-16,male,Mitchell Daniels,64.75,68,72,74,85,88,92,74,92,166
Qld U15 & Youth Championships,2014-08-16,male,Joshua Mak,67.95,67,71,73,81,-87,-87,73,81,154
Qld U15 & Youth Championships,2014-08-16,male,Riley O'Donnell,68.05,-57,57,60,65,70,75,60,75,135
Qld U15 & Youth Championships,2014-08-16,male,Ethan Catlow-Elliott,63.50,48,52,-55,55,61,67,52,67,119
Qld U15 & Youth Championships,2014-08-16,male,Eamon Manning,65.25,42,45,48,45,48,52,48,52,100
Qld U15 & Youth Championships,2014-08-16,male,Lincoln Clapham,67.05,33,37,40,50,55,57,40,57,97
Qld U15 & Youth Championships,2014-08-16,male,Jed Roberts,65.30,33,37,40,52,56,-59,40,56,96
Qld U15 & Youth Championships,2014-08-16,male,Alex Bax,73.30,63,67,70,82,88,90,70,90,160
Qld U15 & Youth Championships,2014-08-16,male,Michael Day,76.25,45,50,54,62,65,70,54,70,124
Qld U15 & Youth Championships,2014-08-16,male,Tom Beikoff,83.50,60,66,-74,82,87,-92,66,87,153
Qld U15 & Youth Championships,2014-08-16,male,Liam Saxby,80.10,57,-60,60,70,75,80,60,80,140
Qld U15 & Youth Championships,2014-08-16,male,Aden Creed,92.30,67,72,-75,90,96,99,72,99,171
Qld U15 & Youth Championships,2014-08-16,male,Marcus Lewis,98.75,85,91,96,110,-113,116,96,116,212
Qld U15 & Youth Championships,2014-08-16,male,Lance Hill,100.25,-60,-60,60,-80,-80,80,60,80,140
Qld U15 & Youth Championships,2014-08-16,male,Brandon Pritchard,111.35,80,85,90,100,107,-112,90,107,197
Qld U15 & Youth Championships,2014-08-16,male,Jordan Evans,115.25,74,78,82,102,108,-116,82,108,190
