event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Ava Pickrell,48.45,30,33,35,40,43,46,35,46,81
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Giselle Fernandez,53.90,42,46,49,56,59,64,49,64,113
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Millara Howe,54.35,26,28,-32,37,39,41,28,41,69
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Shaziye Parish,56.60,46,49,51,67,70,73,51,73,124
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Nena Timsar,58.50,-38,38,-41,50,53,-56,38,53,91
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Madeline Bennett,63.45,52,55,57,69,-73,-73,57,69,126
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Jorja Love,63.70,-45,45,-48,60,63,-65,45,63,108
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Elisa Williams,60.90,30,-35,35,40,-45,47,35,47,82
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Rebecca Richardson,66.00,-60,62,65,84,-87,-90,65,84,149
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Jennifer Carter,64.70,55,58,-60,76,80,-83,58,80,138
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Callula Sharman,66.55,50,54,-58,69,73,76,54,76,130
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Brianna Fenton,72.80,45,50,53,70,75,80,53,80,133
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Wynonah Conway,73.05,43,46,50,-63,65,70,50,70,120
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Danielle Hadley,72.05,38,40,42,50,53,-56,42,53,95
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Grace Couser,73.25,33,35,37,45,48,50,37,50,87
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Mya Venn,76.30,51,54,56,64,67,-70,56,67,123
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Danielle Pickrell,83.50,58,61,64,80,83,86,64,86,150
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Melissa Oakley,86.95,32,35,-38,60,-64,64,35,64,99
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Jacinta Keating,88.15,45,48,52,61,-65,67,52,67,119
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Abbey Boon,99.75,-54,54,-57,61,-64,64,54,64,118
"WTI U15 / U17, WTI Masters and PC 2",2022-04-30,female,Jewel Banks,102.75,47,50,52,58,62,-65,52,62,114
