event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Chelsea Freier,52.80,27,29,31,36,39,41,31,41,72
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Samara Leamon,61.70,57,-61,-61,68,-72,-72,57,68,125
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Abbey Hughes,67.20,45,48,-50,55,58,60,48,60,108
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Susan Schirmer,99.50,35,38,45,-55,55,58,45,58,103
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Gillian Boyd,65.90,30,33,35,45,50,55,35,55,90
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Joanne Brooker-Clark,78.30,35,37,40,45,50,55,40,55,95
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Rachael Mackenzie,82.90,45,50,55,60,67,75,55,75,130
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,female,Kathryn Staughton,87.00,25,28,30,40,42,-45,30,42,72
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,David Hockins,60.70,82,86,89,105,110,-114,89,110,199
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,Jethro Norman,74.70,52,55,59,80,-85,-85,59,80,139
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,Chris Travis,77.60,70,-79,-85,95,-102,108,77,108,185
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,Shane Wagner,89.30,105,110,115,127,132,137,115,137,252
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,Brent Vaughan,89.70,74,78,82,100,104,-108,82,104,186
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,Jace Russell,86.80,26,28,30,30,41,44,30,44,74
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,Paul Grieco,105.30,64,66,68,-80,83,-86,68,83,151
JME Qld Club Challenge Round 2 – Toowoomba,2014-07-12,male,Ian Brooker-Clark,117.40,55,59,65,75,80,85,65,85,150
