event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
In2Performance Series 1,2022-04-23,female,Isabella Lowe King,43.00,37,39,40,-45,45,-48,40,45,85
In2Performance Series 1,2022-04-23,female,Reese Todd,46.95,25,28,31,35,38,-41,31,38,69
In2Performance Series 1,2022-04-23,female,Sherilyn Moffitt,54.25,33,36,-40,-50,-50,-50,36,0,0
In2Performance Series 1,2022-04-23,female,Destiny Carey,58.50,60,63,66,-83,83,-87,66,83,149
In2Performance Series 1,2022-04-23,female,Cassandra Soubra,58.90,55,-58,58,73,75,-79,58,75,133
In2Performance Series 1,2022-04-23,female,Giuliana Nannetti,63.85,45,48,51,65,68,71,51,71,122
In2Performance Series 1,2022-04-23,female,Doreen Koh,61.25,-37,37,-39,-50,-50,50,37,50,87
In2Performance Series 1,2022-04-23,female,Stephany Sweeney,70.00,-50,50,-53,68,71,-74,50,71,121
In2Performance Series 1,2022-04-23,female,Naomi Chew,65.05,37,40,42,55,58,61,42,61,103
In2Performance Series 1,2022-04-23,female,Deena Henaway,70.95,43,-45,45,-52,52,-55,45,52,97
In2Performance Series 1,2022-04-23,female,Teagan Newman,75.60,80,83,86,100,103,106,86,106,192
In2Performance Series 1,2022-04-23,female,Sherri Stephen,80.35,63,67,-70,82,90,0,67,90,157
In2Performance Series 1,2022-04-23,female,Jessica Murakumo,81.75,-58,58,62,68,72,-76,62,72,134
In2Performance Series 1,2022-04-23,female,Pip Hughson,118.00,42,-45,-45,48,52,56,42,56,98
In2Performance Series 1,2022-04-23,male,Damien Hewish,54.95,57,62,-66,70,75,-80,62,75,137
In2Performance Series 1,2022-04-23,male,Matthew Damches,71.95,100,105,110,120,127,-132,110,127,237
In2Performance Series 1,2022-04-23,male,Mark Sun,71.25,50,56,61,71,77,-89,61,77,138
In2Performance Series 1,2022-04-23,male,Anh Minh Ken Nguyen,72.65,70,75,0,0,0,0,75,0,0
In2Performance Series 1,2022-04-23,male,Prince Prince,78.80,110,120,122,142,148,0,122,148,270
In2Performance Series 1,2022-04-23,male,Leo Jaszewski,77.30,85,90,-93,-105,105,-112,90,105,195
In2Performance Series 1,2022-04-23,male,Christopher Dikranis,75.75,85,-90,-90,-100,100,-106,85,100,185
In2Performance Series 1,2022-04-23,male,Hong Yew,87.20,105,112,-120,135,-140,143,112,143,255
In2Performance Series 1,2022-04-23,male,Brendan Sharpe,88.95,88,95,100,125,130,136,100,136,236
In2Performance Series 1,2022-04-23,male,Clint Iacuone,87.50,88,92,96,108,113,117,96,117,213
In2Performance Series 1,2022-04-23,male,Jonathan Park,86.00,70,78,85,90,98,105,85,105,190
In2Performance Series 1,2022-04-23,male,Aaron Lacombre,85.20,60,64,-68,70,78,85,64,85,149
In2Performance Series 1,2022-04-23,male,Daniel Wellesley,87.70,55,60,-65,80,85,88,60,88,148
In2Performance Series 1,2022-04-23,male,Andrew Kentish,94.95,105,-110,110,120,-125,-125,110,120,230
In2Performance Series 1,2022-04-23,male,Marcus Tan (AUS),92.00,80,-85,85,-105,105,113,85,113,198
In2Performance Series 1,2022-04-23,male,Steve Brown,89.30,60,65,-70,80,85,90,65,90,155
In2Performance Series 1,2022-04-23,male,Laiton Frisk,96.25,105,110,115,140,-145,-145,115,140,255
In2Performance Series 1,2022-04-23,male,Karol Strus,102.00,105,110,115,135,-140,140,115,140,255
In2Performance Series 1,2022-04-23,male,Robert Patterson,97.35,83,87,91,125,130,-136,91,130,221
In2Performance Series 1,2022-04-23,male,Luke Meiszies,96.40,74,-78,-78,-110,-110,110,74,110,184
In2Performance Series 1,2022-04-23,male,Adam Kabbas,96.70,70,0,0,90,0,0,70,90,160
In2Performance Series 1,2022-04-23,male,Kurt Elstone,106.85,90,94,-98,100,105,-110,94,105,199
