event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Joe Hensel Open Competition,2018-10-20,female,Charlotte Fladgate,61.25,53,56,59,73,76,80,59,80,139
Joe Hensel Open Competition,2018-10-20,female,Tyneesha Kerr,62.40,48,53,57,62,67,-73,57,67,124
Joe Hensel Open Competition,2018-10-20,female,Isabel Harrison Lorenzi,69.35,72,-78,-80,88,92,-93,72,92,164
Joe Hensel Open Competition,2018-10-20,female,Erika Grossi,69.40,66,69,72,-76,76,-80,72,76,148
Joe Hensel Open Competition,2018-10-20,female,Anneliese Mena,80.80,27,31,34,35,41,46,34,46,80
Joe Hensel Open Competition,2018-10-20,female,Dimitra Tsiliaskopoulos,85.10,73,-77,78,90,95,100,78,100,178
Joe Hensel Open Competition,2018-10-20,female,Emma Wilson,84.30,45,50,55,-65,65,73,55,73,128
Joe Hensel Open Competition,2018-10-20,female,Najat Khoury,140.02,50,55,-60,70,75,80,55,80,135
Joe Hensel Open Competition,2018-10-20,female,Stephanie Scigala,115.55,40,45,50,60,65,70,50,70,120
Joe Hensel Open Competition,2018-10-20,female,Sylvia Klobucar,121.40,-28,28,33,35,40,45,33,45,78
Joe Hensel Open Competition,2018-10-20,male,Nelson Harris,70.55,90,95,-98,-110,115,120,95,120,215
Joe Hensel Open Competition,2018-10-20,male,Ruben Monteiro,71.65,83,86,90,-105,-108,108,90,108,198
Joe Hensel Open Competition,2018-10-20,male,Mark Guanzon,76.10,90,95,-100,125,-130,-131,95,125,220
Joe Hensel Open Competition,2018-10-20,male,Alvin Tobias-Nool,80.70,-70,75,80,100,105,-108,80,105,185
Joe Hensel Open Competition,2018-10-20,male,Kyle Bruce,83.15,120,-125,125,140,150,-156,125,150,275
Joe Hensel Open Competition,2018-10-20,male,Brent Taylor,81.80,83,-86,86,110,115,118,86,118,204
Joe Hensel Open Competition,2018-10-20,male,Tyson Hudson,94.60,93,97,100,-123,123,-130,100,123,223
Joe Hensel Open Competition,2018-10-20,male,Dan Mcgavern,99.70,100,103,105,116,121,128,105,128,233
Joe Hensel Open Competition,2018-10-20,male,Craig Edwards,103.60,95,100,-105,-115,115,120,100,120,220
Joe Hensel Open Competition,2018-10-20,male,Orion Walsh,151.50,110,120,125,140,145,150,125,150,275
Joe Hensel Open Competition,2018-10-20,male,Mohammad Abr Poosh,122.00,65,70,75,85,90,-95,75,90,165
