event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
CWC Club Competition,2023-04-29,female,Janaya Nikora,54.60,61,64,66,78,81,85,66,85,151
CWC Club Competition,2023-04-29,female,Darcy Kay,63.98,87,90,-92,105,109,-112,90,109,199
CWC Club Competition,2023-04-29,female,Eleanor Lamb,63.92,67,70,72,85,88,91,72,91,163
CWC Club Competition,2023-04-29,female,Gabrielle Day,68.20,48,52,-55,65,70,72,52,72,124
CWC Club Competition,2023-04-29,female,Tamara Dinsmore,73.74,72,76,-80,102,106,110,76,110,186
CWC Club Competition,2023-04-29,female,Ebony Gorincu,72.16,80,0,0,100,-107,0,80,100,180
CWC Club Competition,2023-04-29,female,Jessica Watzek,75.94,-76,76,-80,99,-103,103,76,103,179
CWC Club Competition,2023-04-29,female,Ella Duncombe,75.14,58,61,64,78,82,-84,64,82,146
CWC Club Competition,2023-04-29,female,Mikala Ferguson,73.62,57,59,61,68,71,74,61,74,135
CWC Club Competition,2023-04-29,female,Jenna Stein,74.00,54,57,60,68,72,75,60,75,135
CWC Club Competition,2023-04-29,female,Georgia Brown,75.20,45,48,51,60,64,68,51,68,119
CWC Club Competition,2023-04-29,female,Samantha Taylor,72.44,45,47,-50,65,67,70,47,70,117
CWC Club Competition,2023-04-29,female,Cheyenne Hurinui,73.80,42,46,50,55,60,63,50,63,113
CWC Club Competition,2023-04-29,female,Cassie Ormonde,78.52,36,39,42,44,48,52,42,52,94
CWC Club Competition,2023-04-29,female,Susannah Brown,76.58,-50,-50,-50,0,0,0,0,0,0
CWC Club Competition,2023-04-29,female,Alyssa Kapranov,83.00,43,47,50,55,60,-63,50,60,110
CWC Club Competition,2023-04-29,female,Rita Singh,107.46,35,38,40,42,46,-50,40,46,86
CWC Club Competition,2023-04-29,male,Lachlan Gallegos,72.14,96,-100,100,-117,117,-127,100,117,217
CWC Club Competition,2023-04-29,male,James Norman,80.96,110,115,-120,125,0,0,115,125,240
CWC Club Competition,2023-04-29,male,Joel Gregson,88.80,118,122,126,157,-162,-162,126,157,283
CWC Club Competition,2023-04-29,male,Igo Lohia,86.42,100,105,-110,120,125,130,105,130,235
CWC Club Competition,2023-04-29,male,James Mcgowan,87.78,-90,90,94,100,105,110,94,110,204
CWC Club Competition,2023-04-29,male,Samuel Saxby,88.08,82,85,89,100,104,-108,89,104,193
CWC Club Competition,2023-04-29,male,Jackson Dahlenburg,93.76,110,115,119,140,145,150,119,150,269
CWC Club Competition,2023-04-29,male,Cayo Andreotti,94.38,95,-100,100,130,134,137,100,137,237
CWC Club Competition,2023-04-29,male,Alex Murphy,94.24,82,86,89,98,102,-105,89,102,191
CWC Club Competition,2023-04-29,male,Braydon Burn,95.20,54,58,62,80,85,90,62,90,152
CWC Club Competition,2023-04-29,male,John Hanlon,95.74,27,30,33,47,50,53,33,53,86
CWC Club Competition,2023-04-29,male,Stephen Johnstone,105.36,61,66,-70,75,0,0,66,75,141
CWC Club Competition,2023-04-29,male,Kitini Taihuka,109.70,125,130,135,163,170,175,135,175,310
CWC Club Competition,2023-04-29,male,Matt Cunningham,121.36,65,70,-80,95,-100,102,70,102,172
