event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Toowoomba Club Competition,2021-04-24,female,Sophie Daley,54.40,39,43,45,52,-56,56,45,56,101
Toowoomba Club Competition,2021-04-24,female,Holly Souter,54.50,30,33,-36,37,41,44,33,44,77
Toowoomba Club Competition,2021-04-24,female,Lisa Souter,49.90,30,32,34,40,42,-45,34,42,76
Toowoomba Club Competition,2021-04-24,female,Jessica Rowe,75.30,45,-48,48,55,60,63,48,63,111
Toowoomba Club Competition,2021-04-24,female,Selina Richards,72.70,-40,40,43,47,52,-54,43,52,95
Toowoomba Club Competition,2021-04-24,female,Bronwyn Hitchener,77.00,47,50,-52,-58,58,60,50,60,110
Toowoomba Club Competition,2021-04-24,male,Archer Turner,48.20,20,22,24,23,25,27,24,27,51
Toowoomba Club Competition,2021-04-24,male,David Hockins,63.90,83,88,-92,105,110,112,88,112,200
Toowoomba Club Competition,2021-04-24,male,Tait Stuart,65.80,48,51,-53,75,-78,78,51,78,129
Toowoomba Club Competition,2021-04-24,male,Bart Steffen,77.80,65,70,75,90,-94,94,75,94,169
Toowoomba Club Competition,2021-04-24,male,Greg Hobl,79.40,61,66,70,76,-81,85,70,85,155
Toowoomba Club Competition,2021-04-24,male,Dennis Burke,80.70,58,-62,62,-76,-76,76,62,76,138
Toowoomba Club Competition,2021-04-24,male,Harvey Steffen,74.70,25,-27,27,30,33,36,27,36,63
Toowoomba Club Competition,2021-04-24,male,Brendon Mccullagh,87.20,90,-95,95,-119,119,123,95,123,218
Toowoomba Club Competition,2021-04-24,male,Andrew Deuble,88.20,67,72,77,95,102,106,77,106,183
