event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Coffs Harbour Open Competition,2022-03-05,female,Jana Sparks,68.55,30,33,36,40,43,46,36,46,82
Coffs Harbour Open Competition,2022-03-05,female,Molly Ward,72.35,26,29,31,38,42,45,31,45,76
Coffs Harbour Open Competition,2022-03-05,female,Leanne Cheal,72.50,23,25,27,30,33,35,27,35,62
Coffs Harbour Open Competition,2022-03-05,female,Michelle Pedley,83.70,-40,40,43,45,48,50,43,50,93
Coffs Harbour Open Competition,2022-03-05,male,Karl Stevens,71.95,40,45,50,60,65,70,50,70,120
Coffs Harbour Open Competition,2022-03-05,male,Robert Mcintosh,82.40,30,33,36,34,37,40,36,40,76
Coffs Harbour Open Competition,2022-03-05,male,Kerrod Pedley,93.70,85,-90,90,-106,107,110,90,110,200
Coffs Harbour Open Competition,2022-03-05,male,Hui-Hsien (Alvin) Chen,93.45,65,70,75,90,95,100,75,100,175
Coffs Harbour Open Competition,2022-03-05,male,Ben Johnson,94.40,45,50,53,61,66,70,53,70,123
Coffs Harbour Open Competition,2022-03-05,male,Stephen Craven,115.70,75,80,83,100,-105,0,83,100,183
