event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
"Open Competition, Don Mitchell Memorial",2012-11-17,female,Jessica Barkhan,47.46,40,42,44,50,52,-53,44,52,96
"Open Competition, Don Mitchell Memorial",2012-11-17,female,Zoe Simon,64.48,45,50,-53,52,-56,0,50,52,102
"Open Competition, Don Mitchell Memorial",2012-11-17,female,Charlotte Stenning,67.39,-30,30,35,50,-55,-55,35,50,85
"Open Competition, Don Mitchell Memorial",2012-11-17,female,Sarah Rollans,70.96,40,45,-50,55,60,-65,45,60,105
"Open Competition, Don Mitchell Memorial",2012-11-17,female,Lynne Knapman,62.28,40,-43,43,55,-57,57,43,57,100
"Open Competition, Don Mitchell Memorial",2012-11-17,female,Antonietta Mausillo,73.05,-52,52,55,65,70,-75,55,70,125
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Hamish Adam,54.80,55,-60,60,70,-75,-75,60,70,130
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Peter Gremos,54.57,45,-50,50,55,60,-63,50,60,110
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Patrick Chow,68.07,80,85,90,113,116,-120,90,116,206
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Jonathon Valentine,68.70,85,90,93,110,113,-117,93,113,206
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Nishant Paul,65.61,-58,-59,-59,0,0,0,0,0,0
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Ravshanbek Gulyamov,76.83,110,-138,0,-140,140,150,110,150,260
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Simon Rassy,75.02,87,92,-93,116,120,-125,92,120,212
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Andrew See,72.79,80,-81,81,100,105,-110,81,105,186
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Michael Golshani,76.18,-85,-88,-88,0,0,0,0,0,0
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Malek Chamoun,84.34,135,140,0,170,-175,-175,140,170,310
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Tom Davison,84.25,95,100,-105,125,127,-135,100,127,227
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Patrick Canavan,83.52,83,88,93,113,120,-125,93,120,213
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Simon Callander,83.99,80,-85,-87,-120,120,125,80,125,205
"Open Competition, Don Mitchell Memorial",2012-11-17,male,David Griffin,84.28,80,-85,85,105,110,115,85,115,200
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Mitchell Boyd,77.51,78,-78,78,114,-116,-116,78,114,192
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Thomas Pesce,92.37,80,-85,85,115,126,-130,85,126,211
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Felix Sisavanh,86.41,90,-95,-95,115,-120,120,90,120,210
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Edward Maxwell,91.83,60,-64,64,-75,75,-81,64,75,139
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Pete Hardiman,103.96,120,124,126,160,165,-168,126,165,291
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Matthew Lilli,96.65,75,-80,-80,0,0,0,75,0,0
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Matthew Gruszka,114.38,110,117,-122,140,-147,-147,117,140,257
"Open Competition, Don Mitchell Memorial",2012-11-17,male,David Rappo,57.27,58,63,67,72,-75,-75,67,72,139
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Peter Ticehurst,84.06,40,45,-50,50,55,60,45,60,105
"Open Competition, Don Mitchell Memorial",2012-11-17,male,Stephen Johnstone,97.77,85,90,-92,108,-115,-116,90,108,198
