event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,56 kg Men,MATKERIMOV Ihtiyor,55.90,0.0,0.0,0.0,0.0,0.0,0.0,101,131,232
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,56 kg Men,SHAHZAD Muhammad,55.85,0.0,0.0,0.0,0.0,0.0,0.0,100,123,223
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,56 kg Men,ISLOM Karimov,53.70,0.0,0.0,0.0,0.0,0.0,0.0,80,100,180
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,56 kg Men,ABDULVAKIL Hamedi,55.80,0.0,0.0,0.0,0.0,0.0,0.0,75,80,155
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,62 kg Men,OSMONALIEV Bekzat,60.60,0.0,0.0,0.0,0.0,0.0,0.0,115,137,252
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,62 kg Men,HANDURDYYEV Omarguly,61.50,0.0,0.0,0.0,0.0,0.0,0.0,105,141,246
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,62 kg Men,ODILBAEK Nabijonov,59.90,0.0,0.0,0.0,0.0,0.0,0.0,100,125,225
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,62 kg Men,RUZIMATOV Muhammadjon,61.65,0.0,0.0,0.0,0.0,0.0,0.0,95,126,221
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,62 kg Men,SANGOV Nizom,62.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,69 kg Men,BEHROUZI Jaber,68.65,0.0,0.0,0.0,0.0,0.0,0.0,140,170,310
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,69 kg Men,BAZARBAYEV Umurbek,67.35,0.0,0.0,0.0,0.0,0.0,0.0,125,153,278
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,69 kg Men,ABDULLAYEV Alisher,66.85,0.0,0.0,0.0,0.0,0.0,0.0,120,150,270
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,69 kg Men,BEKZOD Yusupov,68.25,0.0,0.0,0.0,0.0,0.0,0.0,106,130,236
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,69 kg Men,LEE Hyeongseop,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0,168,0
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,LEE Jeong-Jae,76.60,0.0,0.0,0.0,0.0,0.0,0.0,148,180,328
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,TAGHIAN CHADEGANI Rasoul,76.85,0.0,0.0,0.0,0.0,0.0,0.0,149,179,328
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,MEREDOV Aman,75.90,0.0,0.0,0.0,0.0,0.0,0.0,140,165,305
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,ALIMOV Ulugbek,74.65,0.0,0.0,0.0,0.0,0.0,0.0,132,180,312
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,ROVSHANBEK Gulyamov,76.15,0.0,0.0,0.0,0.0,0.0,0.0,129,150,279
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,REJEPOV Rejepbay,75.30,0.0,0.0,0.0,0.0,0.0,0.0,128,145,273
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,ROUMI Essa Saleh S S,74.40,0.0,0.0,0.0,0.0,0.0,0.0,65,80,145
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,ALYAZIDI Salah Mohammed N,75.30,0.0,0.0,0.0,0.0,0.0,0.0,65,75,140
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,77 kg Men,ORAZDURDYYEV Baymyrat,71.30,0.0,0.0,0.0,0.0,0.0,0.0,0,150,0
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,85 kg Men,MORADI Sohrab,85.00,0.0,0.0,0.0,0.0,0.0,0.0,176,208,384
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,85 kg Men,REJEPOV Mansur,84.95,0.0,0.0,0.0,0.0,0.0,0.0,150,181,331
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,85 kg Men,JUMAYEV Inoyat,84.50,0.0,0.0,0.0,0.0,0.0,0.0,140,180,320
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,85 kg Men,TOKTONALIEV Kubanychbek,84.30,0.0,0.0,0.0,0.0,0.0,0.0,130,160,290
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,85 kg Men,JURAEV Azizbek,81.70,0.0,0.0,0.0,0.0,0.0,0.0,120,140,260
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,85 kg Men,KARMAND Mohd Mustafa,82.65,0.0,0.0,0.0,0.0,0.0,0.0,107,140,247
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,85 kg Men,MUSA Saleh Ahmad,78.65,0.0,0.0,0.0,0.0,0.0,0.0,80,102,182
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,94 kg Men,EBRAHIMI FARBOD KAMACHALI Asghar,92.55,0.0,0.0,0.0,0.0,0.0,0.0,165,195,360
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,94 kg Men,JUMAYEV Jasurbek,92.65,0.0,0.0,0.0,0.0,0.0,0.0,158,190,348
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,94 kg Men,GULALYYEV Meylis,93.40,0.0,0.0,0.0,0.0,0.0,0.0,158,180,338
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,94 kg Men,AHMEDOV Giyosiddin,92.75,0.0,0.0,0.0,0.0,0.0,0.0,155,194,349
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,94 kg Men,KIM Hyun-Ho,93.45,0.0,0.0,0.0,0.0,0.0,0.0,151,196,347
ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,94 kg Men,SAPARGELDIYEV Dovletmyrat,87.60,0.0,0.0,0.0,0.0,0.0,0.0,130,157,287
