event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Oceania Junior Championships,2022-05-20,55 kg Men,MASI Philip,54.32,-82,-82,82,-98,-98,98,82,98,180
Oceania Junior Championships,2022-05-20,55 kg Men,TALEMAIGAU Eroni Caucau Vuratu,54.20,0,0,0,0,0,0,0,0,0
Oceania Junior Championships,2022-05-20,61 kg Men,WAKANIBUA Apakuki Tabuwaiwai,60.30,0,0,0,0,0,0,0,0,0
Oceania Junior Championships,2022-05-20,67 kg Men,IKA Ditto Titus,66.10,-110,-110,110,-138,-138,138,110,138,248
Oceania Junior Championships,2022-05-20,67 kg Men,FESOLAI Avery Durrell,63.60,-98,-98,98,-126,-126,126,98,126,224
Oceania Junior Championships,2022-05-20,67 kg Men,SHAW Daniel Zackariah Anthony,66.10,-90,-90,90,-112,-112,112,90,112,202
Oceania Junior Championships,2022-05-20,67 kg Men,ATU George Sunga,66.50,-88,-88,88,-108,-108,108,88,108,196
Oceania Junior Championships,2022-05-20,73 kg Men,TAFI John Lautafi,71.70,-133,-133,133,-165,-165,165,133,165,298
Oceania Junior Championships,2022-05-20,73 kg Men,VIRA Solomoni Lili,71.85,-95,-95,95,-130,-130,130,95,130,225
Oceania Junior Championships,2022-05-20,81 kg Men,NIDES Michael,80.70,-119,-119,119,-137,-137,137,119,137,256
Oceania Junior Championships,2022-05-20,81 kg Men,AH CHONG Tovio,79.70,-100,-100,100,-126,-126,126,100,126,226
Oceania Junior Championships,2022-05-20,89 kg Men,SAXTON Oliver Riley,88.30,-130,-130,130,-170,-170,170,130,170,300
Oceania Junior Championships,2022-05-20,96 kg Men,MARSH Taj,91.50,-127,-127,127,-152,-152,152,127,152,279
Oceania Junior Championships,2022-05-20,96 kg Men,SIMOI Sepa,94.10,-120,-120,120,-155,-155,155,120,155,275
Oceania Junior Championships,2022-05-20,+109 kg Men,VALENTINE Tauriwau Maciu,134.45,-56,-56,56,-70,-70,70,56,70,126
Oceania Junior Championships,2022-05-20,45 kg Women,VAGI Idau,44.50,-45,-45,45,-55,-55,55,45,55,100
Oceania Junior Championships,2022-05-20,49 kg Women,DONGA Rowena Eddie,48.60,-55,-55,55,0,0,0,55,0,55
Oceania Junior Championships,2022-05-20,49 kg Women,SANTOS Chloe,49.00,-51,-51,51,-63,-63,63,51,63,114
Oceania Junior Championships,2022-05-20,55 kg Women,MYONLY Stephen,54.80,-72,-72,72,-90,-90,90,72,90,162
Oceania Junior Championships,2022-05-20,59 kg Women,WANEASI Betty,57.96,-60,-60,60,-72,-72,72,60,72,132
Oceania Junior Championships,2022-05-20,59 kg Women,DEIRERAGEA Jo-Beth,56.60,-58,-58,58,-72,-72,72,58,72,130
Oceania Junior Championships,2022-05-20,59 kg Women,VIRA Marian Ema Alowesi,55.30,-45,-45,45,-65,-65,65,45,65,110
Oceania Junior Championships,2022-05-20,59 kg Women,KAINUKU Manaia Reihina Te Kapua,55.70,-65,-65,65,-75,-75,75,65,75,140
Oceania Junior Championships,2022-05-20,59 kg Women,DETUDAMO Bernice,58.35,-65,-65,65,-80,-80,80,65,80,145
Oceania Junior Championships,2022-05-20,59 kg Women,ADITAROLEVA Aluwesi A.,58.00,-65,-65,65,-82,-82,82,65,82,147
Oceania Junior Championships,2022-05-20,64 kg Women,QUINSEE Tanaya,63.65,-75,-75,75,-89,-89,89,75,89,164
Oceania Junior Championships,2022-05-20,64 kg Women,TOKALAU Mere,63.35,-55,-55,55,-65,-65,65,55,65,120
Oceania Junior Championships,2022-05-20,64 kg Women,AGIGO Roxima,63.75,-72,-72,72,-89,89,0,72,89,161
Oceania Junior Championships,2022-05-20,64 kg Women,HAYMAN Nya Phebe,63.94,-72,-72,72,-90,-90,90,72,90,162
Oceania Junior Championships,2022-05-20,71 kg Women,DUNCAN Rachel,70.00,-84,-84,84,-107,-107,107,84,107,191
Oceania Junior Championships,2022-05-20,71 kg Women,SEBUITA Talemaiwasa,69.85,-70,-70,70,-85,-85,85,70,85,155
Oceania Junior Championships,2022-05-20,71 kg Women,CRIGHTON Briseis Tokorua Nootuatau Joyce,66.40,-51,-51,51,-70,-70,70,51,70,121
Oceania Junior Championships,2022-05-20,71 kg Women,ABOUKE Nancy Genzel,69.30,-85,-85,85,-105,-105,105,85,105,190
Oceania Junior Championships,2022-05-20,71 kg Women,SELEMAIA Olivia Shalom,66.20,-85,-85,85,-106,-106,106,85,106,191
Oceania Junior Championships,2022-05-20,76 kg Women,UEPA Maximina,73.45,-95,-95,95,-120,-120,120,95,120,215
Oceania Junior Championships,2022-05-20,76 kg Women,ROY Alyssa Jane,73.50,-82,-82,82,-98,-98,98,82,98,180
Oceania Junior Championships,2022-05-20,76 kg Women,OPELOGE Avatu,73.00,-78,-78,78,-96,-96,96,78,96,174
Oceania Junior Championships,2022-05-20,81 kg Women,JONES Medea Elyse,79.80,-84,-84,84,-95,-95,95,84,95,179
Oceania Junior Championships,2022-05-20,81 kg Women,DOMONATANI Leyna-May T.R.,78.80,-45,-45,45,-70,-70,70,45,70,115
Oceania Junior Championships,2022-05-20,87 kg Women,OPELOGE Faustina,85.60,-84,-84,84,-106,-106,106,84,106,190
Oceania Junior Championships,2022-05-20,87 kg Women,PRITCHARD-LOLO Ajah,85.50,-79,-79,79,-90,-90,90,79,90,169
Oceania Junior Championships,2022-05-20,+87 kg Women,SUMMERELL Miniah Willow,114.60,-83,-83,83,-105,-105,105,83,105,188
Oceania Junior Championships,2022-05-20,+87 kg Women,SEIPUA Helen Anastasia,111.50,-82,-82,82,-105,-105,105,82,105,187
Oceania Junior Championships,2022-05-20,+87 kg Women,PELENATO Imoasina,111.70,-76,-76,76,-106,-106,106,76,106,182
