event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,DE LAS SALAS DE LA ROSA Habib,55.82,111,-115,-115,140,147,-156,111,147,258
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,PENA FERRERAS Ronald Ricardo,55.74,105,108,-113,130,-135,-136,108,130,238
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,ZURITA VALLEJO Walter Freddy,55.30,100,105,107,126,130,-135,107,130,237
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,BARRERA SANDOVAL Francisco Javier,55.82,100,105,-107,130,-135,136,105,136,241
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,SOTO Diego,55.78,97,-101,103,125,131,-133,103,131,234
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,JOSEPH Edouard,55.70,100,-105,-106,128,132,135,100,135,235
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,BARDALEZ Joao Marcos,55.98,90,94,97,117,122,-126,97,122,219
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,CRUZ ESCOBAR Ramon Ernesto,55.80,90,95,-100,115,120,-125,95,120,215
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,VASQUEZ MORALES Orlando Antonio,55.52,87,92,-95,110,-115,-115,92,110,202
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,LOPEZ CARRANZA Brandy,55.78,87,90,-93,120,-124,124,90,124,214
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,JIMENES Nahuel Carlos Daniel,55.24,81,85,88,106,111,116,88,116,204
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,RAPALO ROMERO Marco Antonio,55.80,80,85,-90,-105,105,-111,85,105,190
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,56 kg Men,CARDENAS RAMIREZ Esteban Ignacio,53.50,70,80,-85,90,100,-105,80,100,180
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,MOSQUERA VALENCIA Francisco Antonio,60.84,121,124,-127,155,160,0,124,160,284
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,LAZARO MAYKEL Ruiz Gasso,58.54,115,120,123,145,150,0,123,150,273
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,MAYORA PERNA Julio Ruben,61.72,115,118,-121,-135,135,140,118,140,258
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,SALAMANCA PINEDA Julio Cesar,60.70,110,115,117,150,154,-155,117,154,271
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,PEGUERO Jose Alberto,61.88,115,-118,-119,130,137,-140,115,137,252
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,PRECIADO REYES Miguel Angel,61.86,108,112,-115,135,138,141,112,141,253
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,MONTES GONGORA Jose Lino,61.24,-105,105,110,140,145,151,110,151,261
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,ACOSTA GONZALEZ Julio Cesar,61.54,110,-115,-115,-140,140,-146,110,140,250
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,VAZQUEZ MENDEZ Antonio,61.66,-110,110,-113,140,148,-152,110,148,258
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,DE LA ROSA BIBENE Efrain Antonio,60.38,109,-115,-115,132,138,-144,109,138,247
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,BRITO COBO Sebastian Ruben,60.90,102,-106,-106,127,-132,132,102,132,234
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,OLMEDO ALVAREZ Ruben Alexis,60.10,-95,95,100,-120,120,-125,100,120,220
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,REYES Mendoza Alberto,61.58,90,95,98,125,130,133,98,133,231
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,ACOSTA Mauro Raul,61.14,85,-92,-96,110,117,-122,85,117,202
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,PINEDA MEJIA Jose Reinery,60.80,80,-85,-85,100,-105,-105,80,100,180
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,62 kg Men,JOHNSON Derrick Rshone,61.84,-115,-115,-115,-140,-140,-145,0,0,0
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,69 kg Men,FIGUEROA MOSQUERA Oscar Albeiro,64.56,135,138,140,170,180,0,140,180,320
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,69 kg Men,MARQUEZ ONA Ediel,68.12,132,137,138,162,167,-170,138,167,305
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,69 kg Men,VASQUEZ VEGAS Edwar Jose,68.56,130,134,138,160,165,-170,138,165,303
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,69 kg Men,LUNA-GRENIER Francis,68.96,-128,128,134,164,-169,-169,134,164,298
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,69 kg Men,VALENCIA ITURRALDE Enrique Clemente,68.40,-128,128,133,-160,-160,-160,133,0,0
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,69 kg Men,HERRERA CEPEDA Erik Elvis,67.20,122,127,130,155,160,165,130,165,295
PAN AMERICAN CHAMPIONSHIPS,2014-05-26,69 kg Men,MENDEZ Wellington Dias,68.24,115,125,130,140,150,-160,130,150,280
