event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
New Zealand International,2022-02-26,73 kg Men,VILLALON Vester Louie,72.90,122,125,128,149,154,159,128,159,287
New Zealand International,2022-02-26,81 kg Men,POWER Curran Gwynn,79.50,116,121,125,136,142,-147,125,142,267
New Zealand International,2022-02-26,81 kg Men,JORDAN Robert,80.10,115,120,-124,155,-160,-160,120,155,275
New Zealand International,2022-02-26,81 kg Men,TURA Jerome Hewett,80.20,100,105,110,135,140,-148,110,140,250
New Zealand International,2022-02-26,96 kg Men,SEKONE-FRASER Douglas Liva,95.00,-132,136,-141,163,-167,-167,136,163,299
New Zealand International,2022-02-26,96 kg Men,URGERT Cameron Thomas Franciscus,93.40,135,-139,-140,-160,161,-166,135,161,296
New Zealand International,2022-02-26,96 kg Men,FUNAKI Uaealesi,95.10,125,-130,-130,-165,-165,-166,125,0,0
New Zealand International,2022-02-26,96 kg Men,ALBERT Xavier,91.70,125,-130,-133,145,149,153,125,153,278
New Zealand International,2022-02-26,96 kg Men,DOMBROSKI Ethan,94.90,110,118,-123,150,-158,-161,118,150,268
New Zealand International,2022-02-26,96 kg Men,KLENNER Colin,93.60,115,-120,-125,150,155,-160,115,155,270
New Zealand International,2022-02-26,96 kg Men,MCTAGGART Cameron David,86.60,-138,-138,-138,165,171,-176,0,171,0
New Zealand International,2022-02-26,109 kg Men,TASI TAALA Koale Junior,109.00,135,143,-155,178,185,192,143,192,335
New Zealand International,2022-02-26,109 kg Men,POMELILE Joe,108.90,-135,135,140,-173,-173,174,140,174,314
New Zealand International,2022-02-26,109 kg Men,LEUO Siaosi,108.80,130,135,-140,-180,181,-186,135,181,316
New Zealand International,2022-02-26,109 kg Men,VAKURUIVALU Timothy Victor Tuitoga,102.60,110,115,-118,135,-140,-143,115,135,250
New Zealand International,2022-02-26,+109 kg Men,FAAMAUSILI-FALA Malachi David,130.60,-150,150,-155,-170,171,180,150,180,330
New Zealand International,2022-02-26,+109 kg Men,TOIMATA Giovanni Toa,112.90,100,105,110,130,140,146,110,146,256
New Zealand International,2022-02-26,59 kg Women,GRANGER Elizabeth Christina Margaret,59.00,73,75,-77,88,92,94,75,94,169
New Zealand International,2022-02-26,59 kg Women,PRETORIUS Mona,59.00,68,-71,71,88,91,-94,71,91,162
New Zealand International,2022-02-26,59 kg Women,FROGER Riana,58.40,-65,-65,-65,88,91,94,0,94,0
New Zealand International,2022-02-26,64 kg Women,MCINTYRE Emma,63.60,82,85,87,101,-104,104,87,104,191
New Zealand International,2022-02-26,64 kg Women,SELEMAIA Olivia Shalom,62.50,80,-83,83,100,-105,-106,83,100,183
New Zealand International,2022-02-26,64 kg Women,WEDD Georgia,63.60,64,68,-72,-90,90,-94,68,90,158
New Zealand International,2022-02-26,71 kg Women,WRIGHT Emma Elizabeth Jane,69.40,77,81,84,96,100,-104,84,100,184
New Zealand International,2022-02-26,71 kg Women,SIGNAL Megan Ann,70.90,80,83,-85,103,-108,108,83,108,191
New Zealand International,2022-02-26,71 kg Women,PERA Samuel Raphael,66.70,75,-80,82,98,103,-106,82,103,185
New Zealand International,2022-02-26,71 kg Women,WRIGHT Samara May,70.10,-79,79,-82,-104,104,107,79,107,186
New Zealand International,2022-02-26,76 kg Women,JONES Medea Elyse,75.00,85,-89,89,-97,-97,-97,89,0,0
New Zealand International,2022-02-26,76 kg Women,BAARSPUL Renee,75.50,83,88,-91,101,-105,-106,88,101,189
New Zealand International,2022-02-26,76 kg Women,HANSEN Samantha Leigh,75.50,82,-85,-85,106,-110,-113,82,106,188
New Zealand International,2022-02-26,76 kg Women,DRAIN Holly,75.60,80,-84,-85,92,96,-100,80,96,176
New Zealand International,2022-02-26,87 kg Women,ANDREWS-NAHU Kanah Shenelle,86.00,95,98,100,115,118,122,100,122,222
New Zealand International,2022-02-26,87 kg Women,WHITING Hayley Elizabeth,83.10,95,-98,98,116,120,125,98,125,223
New Zealand International,2022-02-26,+87 kg Women,LYNCH Manine Mato Oakirangi,119.90,82,86,-90,105,-110,110,86,110,196
New Zealand International,2022-02-26,+87 kg Women,SUMMERELL Miniah Willow,111.30,-80,83,-87,100,-105,109,83,109,192
New Zealand International,2022-02-26,+87 kg Women,EDWARDS Ramsi,105.90,50,57,62,70,75,-80,62,75,137
