event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,Alex Collier,82.4,120,130,-135,140,151,160,130,160,290
BWL North Senior Championships 2017,2017-04-22,Men's Senior 77Kg,Shaun Clegg,76.2,110,120,130,-140,150,-160,130,150,280
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,Harry Misangyi,83.6,-118,-118,118,-149,149,0,118,149,267
BWL North Senior Championships 2017,2017-04-22,Men's Senior 69Kg,Craig Carfray,67.6,105,110,114,139,-143,-143,114,139,253
BWL North Senior Championships 2017,2017-04-22,Men's Senior 69Kg,Hakeem Babalola,67.8,100,105,-108,125,130,135,105,135,240
BWL North Senior Championships 2017,2017-04-22,Men's Senior 94Kg,Sean Mcloughlin,91.4,100,105,108,120,125,-130,108,125,233
BWL North Senior Championships 2017,2017-04-22,Men's Senior 94Kg,James Scott,88,95,103,-108,125,130,-133,103,130,233
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,Marcus Collins,79.8,100,-105,-107,130,-134,-140,100,130,230
BWL North Senior Championships 2017,2017-04-22,Men's Senior 69Kg,Allan King,67.4,-90,90,-100,-125,125,130,90,130,220
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,Sam Kelvey,84,90,95,-100,-125,-125,125,95,125,220
BWL North Senior Championships 2017,2017-04-22,Men's Senior 94Kg,Jovanni Briones,91.4,95,100,-105,115,120,-125,100,120,220
BWL North Senior Championships 2017,2017-04-22,Men's Senior 105Kg,Matthew Hussey,98.8,85,90,-95,120,125,130,90,130,220
BWL North Senior Championships 2017,2017-04-22,Men's Senior 94Kg,Jake Humphreys,89.8,95,100,-106,113,-120,-120,100,113,213
BWL North Senior Championships 2017,2017-04-22,Men's Senior 77Kg,George Bowers,75,85,90,95,105,110,115,95,115,210
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,Paul Atkinson,83.6,90,-95,-95,120,-125,-127,90,120,210
BWL North Senior Championships 2017,2017-04-22,Men's Senior 94Kg,Gareth Braisdell,90,-90,92,-98,112,-117,-117,92,112,204
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,Chris Gateley,79.6,80,84,89,105,111,-121,89,111,200
BWL North Senior Championships 2017,2017-04-22,Men's Senior 105Kg,robert bobjak,99.4,-75,78,82,105,111,118,82,118,200
BWL North Senior Championships 2017,2017-04-22,Men's Senior 94Kg,Joe Senior,89.6,83,86,-88,109,113,-115,86,113,199
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,James Razzell,83.2,80,85,90,100,106,-111,90,106,196
BWL North Senior Championships 2017,2017-04-22,Men's Senior 62Kg,Andreas Michaelas,61,80,-85,85,100,-105,-105,85,100,185
BWL North Senior Championships 2017,2017-04-22,Men's Senior 69Kg,Mark Mawson,66.8,-80,-80,80,90,96,102,80,102,182
BWL North Senior Championships 2017,2017-04-22,Men's Senior 62Kg,Minhaz Hussain,61.6,72,-76,76,100,-105,-110,76,100,176
BWL North Senior Championships 2017,2017-04-22,Men's Senior 62Kg,Adam Bose,60.6,-70,-70,70,94,96,-100,70,96,166
BWL North Senior Championships 2017,2017-04-22,Men's Senior +105Kg,John Martin,126.6,65,70,-75,80,85,90,70,90,160
BWL North Senior Championships 2017,2017-04-22,Men's Senior 85Kg,Chad Collins,79,70,-75,-75,85,-90,-90,70,85,155
BWL North Senior Championships 2017,2017-04-22,Women's Senior 69Kg,Rebecca Parker,67.6,61,-65,65,82,-87,-87,65,82,147
BWL North Senior Championships 2017,2017-04-22,Women's Senior 90Kg,Jude Dalton,78.4,-61,-61,61,81,-84,84,61,84,145
BWL North Senior Championships 2017,2017-04-22,Women's Senior 63Kg,Siobhan Houldridge,60.6,57,60,-62,77,80,83,60,83,143
BWL North Senior Championships 2017,2017-04-22,Women's Senior 53Kg,Jennifer Tong,51.3,-60,60,-65,74,78,80,60,80,140
