event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
LOWA Spring Invitational,2022-05-06,Men's Senior 89Kg,Ramiro Mora Romero,88.7,140,-145,145,170,175,180,145,180,325
LOWA Spring Invitational,2022-05-06,Men's Senior 109Kg,David Harding-Prior,107.5,141,146,-150,162,167,-170,146,167,313
LOWA Spring Invitational,2022-05-06,Men's Senior 96Kg,David Nolan,90,105,-111,-113,-135,141,-146,105,141,246
LOWA Spring Invitational,2022-05-06,Men's Senior 89Kg,Charlie Norton Sherwood,88,97,-102,102,125,130,-135,102,130,232
LOWA Spring Invitational,2022-05-06,Men's Senior 89Kg,Lee Paolo Gimenez,84.2,-80,80,85,105,-110,110,85,110,195
LOWA Spring Invitational,2022-05-06,Men's Senior 89Kg,Ali Alsakkaf,85.2,-70,-73,73,-90,90,95,73,95,168
LOWA Spring Invitational,2022-05-06,Men's Senior 89Kg,Phil Spencer,88.4,71,-75,75,-91,91,-95,75,91,166
LOWA Spring Invitational,2022-05-06,Men's Senior 89Kg,Rhys Mould,87.9,67,-71,-73,93,-98,98,67,98,165
LOWA Spring Invitational,2022-05-06,Women's Senior 71Kg,Lesley Brown,71,65,67,70,81,85,-90,70,85,155
LOWA Spring Invitational,2022-05-06,Women's Senior 64Kg,Elizabeth Keegan,62,-45,45,48,60,63,66,48,66,114
LOWA Spring Invitational,2022-05-06,Women's Senior 59Kg,sze ching jennifer Yuan,58.8,37,-40,40,52,-54,54,40,54,94
LOWA Spring Invitational,2022-05-06,Women's Senior 64Kg,Kristy Chilvers,60.2,37,40,-43,45,-48,48,40,48,88
LOWA Spring Invitational,2022-05-06,Men's Senior 81Kg,Matthew Raleigh,76.6,70,75,-77,-83,-83,-83,75,0,75
LOWA Spring Invitational,2022-05-06,Men's Senior 96Kg,Daragh Gough,96,-104,-104,-104,0,0,0,0,0,0
