event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
North Scotland Open 2019,2019-08-17,Men's Under 23 89Kg,Allen Brindley,88.05,115,120,125,145,-156,-156,125,145,270
North Scotland Open 2019,2019-08-17,Men's Senior 109Kg,Matthew Byers,107.4,108,114,-119,135,140,147,114,147,261
North Scotland Open 2019,2019-08-17,Men's Senior 89Kg,Ian Docherty,87.95,-115,115,-122,140,-143,-143,115,140,255
North Scotland Open 2019,2019-08-17,Men's Senior 81Kg,Robbie Price,79.3,100,105,110,128,135,140,110,140,250
North Scotland Open 2019,2019-08-17,Men's Youth Under 17 81Kg,Drew Burns,80.6,105,111,-115,125,130,135,111,135,246
North Scotland Open 2019,2019-08-17,Men's Senior 109+Kg,Danyle Ferguson,121.5,90,95,100,135,-145,-145,100,135,235
North Scotland Open 2019,2019-08-17,Men's Youth Under 17 73Kg,Ross Sinclair,70.15,80,87,-92,110,-115,115,87,115,202
North Scotland Open 2019,2019-08-17,Men's Youth Under 17 96Kg,Archie Reid,91.9,90,-95,-95,105,112,-120,90,112,202
North Scotland Open 2019,2019-08-17,Men's Senior 81Kg,Steven Mcallan,78.45,80,-85,85,105,108,110,85,110,195
North Scotland Open 2019,2019-08-17,Men's Under 23 81Kg,Jani Shibuya,77.95,81,85,88,98,103,106,88,106,194
North Scotland Open 2019,2019-08-17,Men's Senior 81Kg,Haydn Law,79.3,75,81,-86,100,105,-110,81,105,186
North Scotland Open 2019,2019-08-17,Men's Masters (35-39) 73Kg,John Keenan,72.45,75,-82,-82,100,107,-115,75,107,182
North Scotland Open 2019,2019-08-17,Men's Senior 81Kg,Darren Marr,79.25,78,-80,80,95,-97,-97,80,95,175
North Scotland Open 2019,2019-08-17,Women's Senior 76Kg,Agata Herbert,73.85,68,71,75,82,87,92,75,92,167
North Scotland Open 2019,2019-08-17,Men's Senior 81Kg,Robert Thomson,80.85,65,68,-70,80,-87,87,68,87,155
North Scotland Open 2019,2019-08-17,Women's Senior 81Kg,Kirstin Murie,77.6,-70,70,-73,80,0,0,70,80,150
North Scotland Open 2019,2019-08-17,Men's Masters (55-59) 102Kg,James Flynn,96.8,67,-71,-71,-80,80,-88,67,80,147
North Scotland Open 2019,2019-08-17,Women's Senior 71Kg,Chloe Hutchison,66.15,55,60,62,76,80,-83,62,80,142
North Scotland Open 2019,2019-08-17,Women's Masters (35-39) 71Kg,christine smithson,69.85,57,59,-61,76,78,-80,59,78,137
North Scotland Open 2019,2019-08-17,Women's Masters (35-39) 59Kg,Julie Wilson,58.85,55,60,-63,70,74,76,60,76,136
North Scotland Open 2019,2019-08-17,Men's Masters (40-44) 109+Kg,Fraser Friseal,124.25,50,55,-60,60,70,75,55,75,130
North Scotland Open 2019,2019-08-17,Women's Masters (45-49) 59Kg,Kim Lole,57.4,52,56,58,-65,-65,65,58,65,123
North Scotland Open 2019,2019-08-17,Women's Senior 59Kg,Rachel MacKenzie,57.95,50,53,55,61,63,66,55,66,121
North Scotland Open 2019,2019-08-17,Women's Junior Under 20 64Kg,Kelly Skea,60.65,42,-45,48,65,69,-71,48,69,117
North Scotland Open 2019,2019-08-17,Women's Senior 87Kg,Joanna Watt,84.7,46,49,52,-65,65,-69,52,65,117
North Scotland Open 2019,2019-08-17,Men's Youth Under 17 61Kg,Daniel Brown,60.8,50,-53,-53,60,65,-67,50,65,115
North Scotland Open 2019,2019-08-17,Women's Under 23 55Kg,Madeline Furnival,54.95,42,46,51,62,-65,-65,51,62,113
North Scotland Open 2019,2019-08-17,Women's Senior 59Kg,Laura Wood,58.35,42,45,47,60,-64,64,47,64,111
North Scotland Open 2019,2019-08-17,Men's Masters (50-54) 89Kg,Carl Johnson,83.35,48,-51,51,60,-65,-70,51,60,111
North Scotland Open 2019,2019-08-17,Women's Under 23 71Kg,Hannah Gray,70.2,38,-40,-40,50,-55,-55,38,50,88
North Scotland Open 2019,2019-08-17,Women's Masters (50-54) 87Kg,Pauline Mackintosh,86.9,40,-43,-43,48,-52,-52,40,48,88
North Scotland Open 2019,2019-08-17,Women's Senior 64Kg,layla sinclair,60.1,30,-35,35,40,45,48,35,48,83
North Scotland Open 2019,2019-08-17,Men's Senior 102Kg,Frederick Vincent,96.35,65,70,-75,0,-98,-98,70,0,70
North Scotland Open 2019,2019-08-17,Women's Senior 55Kg,Joanna Finlay,54.45,45,-47,47,-58,-61,-63,47,0,47
North Scotland Open 2019,2019-08-17,Men's Senior 67Kg,Lucas Clarke,66.85,-95,-95,-96,0,0,0,0,0,0
North Scotland Open 2019,2019-08-17,Men's Senior 73Kg,Dean Aitken,72.5,-90,-90,-90,0,0,0,0,0,0
