event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
British University and College Weightlifting Championships 2018,2018-04-22,Men's Senior 94Kg,Cyrille Tchatchet II,93.8,140,150,157,-180,-180,180,157,180,337
British University and College Weightlifting Championships 2018,2018-04-21,Men's Senior 85Kg,Liem Bui-Le,84.4,117,121,122,146,151,-154,122,151,273
British University and College Weightlifting Championships 2018,2018-04-22,Men's Junior Under 20 105Kg,omar keshta,102.4,115,-120,120,-150,150,-160,120,150,270
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 85Kg,Louis Hampton-Jones,79.6,-115,115,120,145,150,-155,120,150,270
British University and College Weightlifting Championships 2018,2018-04-22,Men's Senior 105Kg,Alex Harlow,99,-110,113,-117,140,148,-115,113,148,261
British University and College Weightlifting Championships 2018,2018-04-21,Men's Junior Under 20 85Kg,Laurence Oakden,82.7,130,108,113,123,-128,128,130,128,258
British University and College Weightlifting Championships 2018,2018-04-22,Men's Under 23 105Kg,Simon Prentice,101,112,-116,117,140,-147,-147,117,140,257
British University and College Weightlifting Championships 2018,2018-04-22,Men's Senior +105Kg,Solomon Ocquaye,105.5,113,116,120,136,-140,-140,120,136,256
British University and College Weightlifting Championships 2018,2018-04-21,Men's Senior 85Kg,Kevin Tao,81.9,110,115,-118,130,135,141,115,141,256
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 85Kg,Ollie Cahill,82.1,110,-117,-121,145,0,-150,110,145,255
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 69Kg,Michael Farmer,66.4,110,115,-118,133,138,-145,115,138,253
British University and College Weightlifting Championships 2018,2018-04-21,Men's Senior 85Kg,Luke Stopford,82.3,-116,116,-121,132,137,-140,116,137,253
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 85Kg,Miles Morgan,84.5,108,112,-115,-137,140,-145,112,140,252
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 85Kg,Daniel Siegel,84.1,-100,107,-113,137,141,-145,107,141,248
British University and College Weightlifting Championships 2018,2018-04-22,Men's Senior 94Kg,Joe Blacker,92.8,100,105,-110,135,140,-145,105,140,245
British University and College Weightlifting Championships 2018,2018-04-22,Men's Senior 94Kg,Christopher Ward,91.3,-105,105,-108,133,-138,138,105,138,243
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 85Kg,liam matthews,81.9,97,104,108,121,131,-137,108,131,239
British University and College Weightlifting Championships 2018,2018-04-22,Men's Under 23 94Kg,Edward Smale,86.5,100,-106,106,-132,132,-145,106,132,238
British University and College Weightlifting Championships 2018,2018-04-21,Men's Junior Under 20 85Kg,Daniel Papa,83.8,-97,97,105,-120,120,130,105,130,235
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 77Kg,Kian Panjavi,76.2,100,105,-108,121,123,125,105,125,230
British University and College Weightlifting Championships 2018,2018-04-21,Men's Under 23 69Kg,niall moore,68.4,93,-98,98,112,118,125,98,125,223
