event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
London University Championships 2021,2021-12-15,Men's Senior 102Kg,Jonathan Healy,99.1,108,112,116,136,141,145,116,145,261
London University Championships 2021,2021-12-15,Men's Under 23 89Kg,Joseph Harrison,85,107,112,-115,130,135,-140,112,135,247
London University Championships 2021,2021-12-15,Men's Under 23 67Kg,Kin Liu,65.4,94,98,104,125,130,-135,104,130,234
London University Championships 2021,2021-12-15,Men's Senior 89Kg,Lee Salter,82.8,95,98,-101,125,130,133,98,133,231
London University Championships 2021,2021-12-15,Men's Senior 89Kg,Josce Syrett,88.6,96,103,-108,122,-130,-132,103,122,225
London University Championships 2021,2021-12-15,Men's Under 23 81Kg,Harry March,80.55,93,98,-103,117,122,-127,98,122,220
London University Championships 2021,2021-12-15,Men's Under 23 73Kg,Joseph Bryant,72.3,95,-98,-100,-118,118,-120,95,118,213
London University Championships 2021,2021-12-15,Men's Under 23 102Kg,Thomas Farley,98.6,-85,85,-90,105,115,125,85,125,210
London University Championships 2021,2021-12-15,Men's Under 23 96Kg,Joseph Todd,91.1,84,87,92,110,0,0,92,110,202
London University Championships 2021,2021-12-15,Men's Senior 61Kg,Seth Casidsid,60.2,85,-88,88,109,113,-116,88,113,201
London University Championships 2021,2021-12-15,Men's Junior Under 20 81Kg,Dylan Barton,74.2,72,76,81,100,105,109,81,109,190
London University Championships 2021,2021-12-15,Men's Senior 61Kg,Abul Hasnath,60.3,-80,80,83,100,105,-109,83,105,188
London University Championships 2021,2021-12-15,Men's Junior Under 20 89Kg,Jonas Zimmann,86.05,72,77,80,-100,103,108,80,108,188
London University Championships 2021,2021-12-15,Men's Senior 89Kg,John Jayne,88.7,70,75,80,95,100,105,80,105,185
London University Championships 2021,2021-12-15,Men's Under 23 73Kg,Christopher Ly,73,73,77,81,90,96,102,81,102,183
London University Championships 2021,2021-12-15,Men's Junior Under 20 89Kg,George Dean,87.7,-80,80,-85,90,95,103,80,103,183
London University Championships 2021,2021-12-15,Men's Junior Under 20 81Kg,Joseph Webb,78.65,80,84,-87,95,-100,-100,84,95,179
London University Championships 2021,2021-12-15,Men's Under 23 73Kg,Daniel Ball,72,70,74,78,92,97,-106,78,97,175
London University Championships 2021,2021-12-15,Men's Under 23 89Kg,Hampus Darlington,82,70,75,-80,90,95,-100,75,95,170
London University Championships 2021,2021-12-15,Women's Senior 87+Kg,Rushan Tonge-bobia,125,63,67,71,93,97,-101,71,97,168
London University Championships 2021,2021-12-15,Men's Under 23 73Kg,Robson Wilde,70.05,63,67,72,86,90,93,72,93,165
London University Championships 2021,2021-12-15,Men's Junior Under 20 81Kg,Gavin Heffernan,76.35,65,68,-71,85,89,-92,68,89,157
London University Championships 2021,2021-12-15,Men's Junior Under 20 73Kg,Oliver Lee,72.85,60,64,-68,85,-90,90,64,90,154
London University Championships 2021,2021-12-15,Women's Junior Under 20 71Kg,Emily Steel,64.6,57,61,65,80,84,87,65,87,152
London University Championships 2021,2021-12-15,Men's Under 23 67Kg,Rayhan Miah,66.75,60,65,-70,85,-90,-92,65,85,150
London University Championships 2021,2021-12-15,Women's Junior Under 20 81Kg,Niamh Collins,79.8,57,61,64,76,79,82,64,82,146
London University Championships 2021,2021-12-15,Women's Under 23 71Kg,Johanna Stenhols,69.8,61,64,67,75,78,-81,67,78,145
London University Championships 2021,2021-12-15,Men's Senior 81Kg,Sean Goh,73.95,52,56,-61,74,78,85,56,85,141
London University Championships 2021,2021-12-15,Men's Junior Under 20 89Kg,Charley Rice ,86.8,55,57,60,72,75,80,60,80,140
London University Championships 2021,2021-12-15,Men's Junior Under 20 81Kg,Rupert Yeung,79.05,-50,-55,55,70,75,80,55,80,135
London University Championships 2021,2021-12-15,Men's Under 23 81Kg,Harry Fox,74.95,50,53,-55,70,75,78,53,78,131
London University Championships 2021,2021-12-15,Men's Under 23 55Kg,Alexander Sermon,54.05,45,50,-55,55,60,-64,50,60,110
London University Championships 2021,2021-12-15,Women's Junior Under 20 55Kg,Poppy Armstrong,52.5,45,48,-52,57,-60,-60,48,57,105
London University Championships 2021,2021-12-15,Women's Under 23 59Kg,Rebecca Brett,57.7,44,48,-52,55,-58,-60,48,55,103
London University Championships 2021,2021-12-15,Women's Under 23 71Kg,Esme Owen ,68.2,42,45,49,52,-57,-60,49,52,101
London University Championships 2021,2021-12-15,Women's Senior 49Kg,Nurul Ahman,49,-39,39,42,-53,53,56,42,56,98
London University Championships 2021,2021-12-15,Women's Under 23 55Kg,Ellie  Pacey ,52.9,30,33,36,40,45,48,36,48,84
London University Championships 2021,2021-12-15,Women's Under 23 81Kg,Abbey coupland,77.6,25,28,30,45,50,-55,30,50,80
London University Championships 2021,2021-12-15,Women's Junior Under 20 64Kg,Abigail Sage,63.9,25,27,-30,33,35,38,27,38,65
London University Championships 2021,2021-12-15,Women's Under 23 49Kg,Lyla Pitajen,49,-25,25,27,33,35,38,27,38,65
London University Championships 2021,2021-12-15,Women's Masters (35-39) 71Kg,Faye Pittman,70.9,-85,-85,-85,0,0,0,0,0,0
