event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Welsh Age Groups 2019,2019-11-02,Men's Youth Under 17 67Kg,leighton yates,67,75,80,83,95,-100,-101,83,95,178
Welsh Age Groups 2019,2019-11-02,Women's Under 23 71Kg,Holly Knowles,71,74,78,-82,93,97,-100,78,97,175
Welsh Age Groups 2019,2019-11-02,Men's Youth Under 15 102+Kg,Thomas Roberts,121.7,60,63,67,82,86,90,67,90,157
Welsh Age Groups 2019,2019-11-02,Men's Youth Under 15 61Kg,Daniel Davies,59.8,63,66,68,80,83,85,68,85,153
Welsh Age Groups 2019,2019-11-02,Men's Youth Under 15 67Kg,Liam Davies,65.2,61,64,-67,78,82,85,64,85,149
Welsh Age Groups 2019,2019-11-02,Men's Youth Under 15 73Kg,Llyr Gravell,71.5,-68,-68,68,75,-78,-78,68,75,143
Welsh Age Groups 2019,2019-11-02,Women's Junior Under 20 64Kg,Fflur Owen,62.7,54,57,-59,74,77,80,57,80,137
Welsh Age Groups 2019,2019-11-02,Women's Youth Under 15 59Kg,Charlotte Whalley,56.5,52,54,-56,70,-73,73,54,73,127
Welsh Age Groups 2019,2019-11-02,Women's Youth Under 15 81Kg,seren mitchell,77.3,47,50,52,65,68,-70,52,68,120
Welsh Age Groups 2019,2019-11-02,Women's Youth Under 15 64Kg,Mena Williams,60.7,42,45,48,60,63,66,48,66,114
Welsh Age Groups 2019,2019-11-02,Women's Junior Under 20 59Kg,Eleanor Welsh,58.2,45,47,-50,-63,63,-67,47,63,110
Welsh Age Groups 2019,2019-11-02,Men's Youth Under 15 81Kg,Bryn Astrop,79.5,40,42,45,50,53,56,45,56,101
Welsh Age Groups 2019,2019-11-02,Men's Youth Under 15 67Kg,Aidan Aldred,66.4,28,32,36,35,38,42,36,42,78
Welsh Age Groups 2019,2019-11-02,Men's Junior Under 20 89Kg,Sam Roberts,88.2,30,33,35,35,37,40,35,40,75
Welsh Age Groups 2019,2019-11-02,Women's Junior Under 20 55Kg,Ashleigh Barnikel,50.4,28,30,-33,38,41,44,30,44,74
Welsh Age Groups 2019,2019-11-02,Women's Youth Under 15 55Kg,Evie Rowlands,51.8,17,19,21,23,24,26,21,26,47
