event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Red Beard Barbell Club Open 2,2021-08-14,Men's Junior Under 20 96Kg,Myren Madden,94.8,125,130,-135,150,155,160,130,160,290
Red Beard Barbell Club Open 2,2021-08-14,Men's Masters (35-39) 109Kg,Andrew Church,104,92,97,-104,132,137,143,97,143,240
Red Beard Barbell Club Open 2,2021-08-14,Men's Senior 81Kg,Mitchell Mason,79.4,95,100,105,120,-130,130,105,130,235
Red Beard Barbell Club Open 2,2021-08-14,Men's Senior 89Kg,Matthew Watson,87.5,92,97,102,122,127,-132,102,127,229
Red Beard Barbell Club Open 2,2021-08-14,Men's Senior 89Kg,Shau Mafuna,87,87,92,97,122,127,132,97,132,229
Red Beard Barbell Club Open 2,2021-08-14,Men's Senior 89Kg,Perry Stevens,87.1,90,95,100,110,120,125,100,125,225
Red Beard Barbell Club Open 2,2021-08-14,Men's Senior 96Kg,Richard Parker,92.2,75,80,85,112,117,-123,85,117,202
Red Beard Barbell Club Open 2,2021-08-14,Men's Senior 73Kg,Nimai Mehta,71.8,-83,83,-86,108,112,-114,83,112,195
Red Beard Barbell Club Open 2,2021-08-14,Men's Senior 73Kg,Matthew Kingston,73,75,77,80,100,102,105,80,105,185
Red Beard Barbell Club Open 2,2021-08-14,Men's Masters (40-44) 89Kg,Phil Davies,88.9,65,70,73,80,85,-90,73,85,158
Red Beard Barbell Club Open 2,2021-08-14,Men's Masters (50-54) 89Kg,John Ilott,87.7,53,56,60,70,75,80,60,80,140
Red Beard Barbell Club Open 2,2021-08-14,Men's Youth Under 15 55Kg,Tayla Hounsell,53.7,53,56,59,75,79,-83,59,79,138
Red Beard Barbell Club Open 2,2021-08-14,Women's Masters (35-39) 55Kg,Emma Suckling,53.3,53,56,58,60,64,-67,58,64,122
Red Beard Barbell Club Open 2,2021-08-14,Women's Senior 59Kg,Lucy Eggleton,57.8,46,48,50,60,63,65,50,65,115
Red Beard Barbell Club Open 2,2021-08-14,Women's Senior 55Kg,Jay Man,51.8,46,48,49,57,59,61,49,61,110
Red Beard Barbell Club Open 2,2021-08-14,Women's Senior 76Kg,Hannah Thompson,74.8,40,45,48,55,58,-62,48,58,106
Red Beard Barbell Club Open 2,2021-08-14,Women's Masters (40-44) 87+Kg,Anna Fletcher,104,35,40,45,50,55,60,45,60,105
Red Beard Barbell Club Open 2,2021-08-14,Women's Youth Under 17 71Kg,Chelsea Coe,66.5,30,33,36,40,45,52,36,52,88
