event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior +105Kg,Daniel O'Hare,117.7,130,-133,-133,-162,162,-167,130,162,292
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 94Kg,Stephen Forbes,93.2,-125,126,130,150,-155,-155,130,150,280
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 94Kg,Lewis Knox,90.6,-113,-115,118,150,-157,-157,118,150,268
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 105Kg,Aaron Dillon,96.8,112,116,120,141,146,-150,120,146,266
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 77Kg,karl Mcclean,75.4,108,112,-115,140,-144,-144,112,140,252
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,James Knox,83.8,101,106,-111,131,136,141,106,141,247
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior +105Kg,Cameron Montgomery,120.8,98,103,-106,142,-146,-147,103,142,245
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,COLM BRADY,85,102,107,-111,128,133,-140,107,133,240
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,Mark Scott,77.4,90,95,102,-130,130,-140,102,130,232
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,Jonathan Lyons,84,100,105,-108,125,-132,-132,105,125,230
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,TIMMY MESCALL,83.9,92,97,100,110,116,121,100,121,221
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,james mccloskey-lee,81.4,-90,93,97,110,115,120,97,120,217
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 77Kg,Peter Gallagher,74.7,85,90,94,107,112,115,94,115,209
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,James Gallagher,82.2,-90,92,93,110,112,115,93,115,208
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 94Kg,Abe Carpenter,88.3,82,86,91,100,107,111,91,111,202
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 77Kg,Damian Regan,76.4,80,-84,86,108,114,-120,86,114,200
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,Ross Reaney,83.4,80,-85,-85,105,110,118,80,118,198
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 85Kg,Mark Smyth,84.3,81,86,-91,-105,105,-112,86,105,191
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 94Kg,Jason Armstrong,91.5,78,81,86,100,105,-110,86,105,191
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 105Kg,Dean Petticrew,98.3,81,85,-90,95,100,-105,85,100,185
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior +90Kg,Claire McLarnon,103.7,71,-74,75,93,-98,-101,75,93,168
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 77Kg,Thomas English,74.9,68,71,75,85,89,93,75,93,168
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Niamh Menary,62.5,64,67,70,82,-85,-87,70,82,152
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 69Kg,Chloe McMorran,67.9,63,-66,66,80,83,85,66,85,151
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Youth Under 17 69Kg,Ross Harkness,68,62,67,-70,80,84,-88,67,84,151
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Youth Under 17 62Kg,Marc McClean,59.5,61,64,-67,-80,82,86,64,86,150
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 69Kg,Gerard Gervin,69,65,-70,70,75,80,-85,70,80,150
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 69Kg,Ashleigh Smyth,68.5,59,63,-66,74,77,80,63,80,143
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Sarah Howes,62.2,56,59,62,74,-78,78,62,78,140
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 69Kg,CATHERINE MARTIN,67.1,45,48,52,65,68,71,52,71,123
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Emma Taylor,62.3,54,-57,-59,63,66,-69,54,66,120
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Youth Under 17 58Kg,Jindara Scott,57.7,-54,54,-57,58,60,63,54,63,117
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 77Kg,Conor McCrory,75.9,43,46,49,55,58,61,49,61,110
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Bryony Ford,61.1,-45,45,49,55,-59,60,49,60,109
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 58Kg,Chloe Fleming,55,-47,47,50,58,-62,-62,50,58,108
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Hollie Eagleson,63,42,45,-48,55,58,61,45,61,106
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Michaela McKay,62,46,-48,-51,58,-61,-61,46,58,104
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Senior 94Kg,Adam Campbell,91.8,-80,-80,-81,100,-106,-107,0,100,100
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Sarah Chapa,59.6,40,-43,-43,50,55,57,40,57,97
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 75Kg,Niamh McCrory,74.5,39,42,-45,55,-58,-59,42,55,97
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 53Kg,Emma Forbes,52.6,38,40,-43,-54,54,-56,40,54,94
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 58Kg,Ciara Toolan,55.5,38,41,-44,50,-53,53,41,53,94
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 75Kg,Maureen McLarnon,73.1,35,38,-40,48,-52,52,38,52,90
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 53Kg,Alexandra Carser,52.7,33,-35,37,46,49,-51,37,49,86
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Alba Gonzalez,60,35,-38,-38,43,45,47,35,47,82
NI Weightlifting Titanic Championships 2018,2018-05-05,Men's Youth Under 17 56Kg,Stuart Shilliday,52.1,27,30,33,37,40,43,33,43,76
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 75Kg,Emma Jennings,73.7,28,31,-34,38,41,43,31,43,74
NI Weightlifting Titanic Championships 2018,2018-05-05,Women's Senior 63Kg,Erynn Kinley,62,25,28,32,32,35,38,32,38,70
