event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
London University Championships 2020U,2020-03-04,Men's Senior 81Kg,Izaak Wilson,81,113,117,121,135,140,145,121,145,266
London University Championships 2020U,2020-03-04,Men's Senior 89Kg,Max Scholz,88.6,-120,-120,121,133,140,-145,121,140,261
London University Championships 2020U,2020-03-04,Men's Under 23 102Kg,liam VINTON,99.7,100,115,121,120,135,-141,121,135,256
London University Championships 2020U,2020-02-01,Men's Under 23 96Kg,Benjamin Obee,94.8,-100,100,-110,130,-140,-140,100,130,230
London University Championships 2020U,2020-03-04,Men's Under 23 81Kg,Kian Panjavi,81,95,100,-105,115,123,-125,100,123,223
London University Championships 2020U,2020-02-01,Men's Under 23 81Kg,Bakhtiyer Hussain,76.7,93,96,-98,118,124,-125,96,124,220
London University Championships 2020U,2020-02-01,Men's Senior 96Kg,Matyas Pospech,94.6,85,89,95,115,-120,-120,95,115,210
London University Championships 2020U,2020-03-06,Men's Under 23 81Kg,Max Barkman,78,85,90,0,110,115,120,90,120,210
London University Championships 2020U,2020-03-04,Men's Senior 73Kg,Benjamin Param,72.8,90,-95,-97,108,-114,116,90,116,206
London University Championships 2020U,2020-02-01,Men's Under 23 96Kg,Krzysztof Bes,95,85,-90,90,107,-115,115,90,115,205
London University Championships 2020U,2020-02-01,Men's Under 23 81Kg,Konstantinos Agkastiniotis,80.3,80,85,91,112,-120,-125,91,112,203
London University Championships 2020U,2020-03-04,Men's Senior 89Kg,Jake Cowan,85,85,-90,-93,112,117,-121,85,117,202
London University Championships 2020U,2020-03-04,Men's Youth Under 17 96Kg,Oliver Barzyk,95.6,85,-90,91,110,-114,-114,91,110,201
London University Championships 2020U,2020-02-01,Men's Under 23 81Kg,Fraser Price,80.6,82,86,-90,110,114,-117,86,114,200
London University Championships 2020U,2020-03-04,Men's Senior 89Kg,Aaron Wade,87.8,78,82,86,105,109,114,86,114,200
London University Championships 2020U,2020-03-04,Men's Junior Under 20 81Kg,Harry March,79.2,77,82,-86,101,106,110,82,110,192
London University Championships 2020U,2020-03-06,Men's Senior 89Kg,Tynan Byrne,87,-72,72,77,107,111,114,77,114,191
London University Championships 2020U,2020-03-04,Men's Masters (35-39) 109Kg,Adam Austin,108,-78,78,-83,98,104,110,78,110,188
London University Championships 2020U,2020-03-04,Men's Under 23 81Kg,Maximillian McCabe,78.8,78,82,-85,96,101,-105,82,101,183
London University Championships 2020U,2020-03-04,Men's Under 23 81Kg,Charlie Girdler-Maslen,80.6,81,85,-88,-95,98,0,85,98,183
