event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Glasgow Masters Open,2019-12-08,Men's Senior 109+Kg,Callum Downie,112.65,111,120,-125,155,160,-165,120,160,280
Glasgow Masters Open,2019-12-08,Men's Masters (35-39) 89Kg,Hamid Mosavi,87.75,105,111,-115,135,140,-145,111,140,251
Glasgow Masters Open,2019-12-08,Men's Masters (35-39) 102Kg,Gareth Owen,99.35,100,-110,-112,130,140,150,100,150,250
Glasgow Masters Open,2019-12-08,Men's Senior 96Kg,Ahad Malik,93.75,105,110,-113,130,-135,-140,110,130,240
Glasgow Masters Open,2019-12-08,Men's Masters (45-49) 109Kg,Lee Page,107.35,93,97,-100,120,125,131,97,131,228
Glasgow Masters Open,2019-12-08,Men's Senior 73Kg,Lucas Clarke,71.05,80,90,-96,115,-125,125,90,125,215
Glasgow Masters Open,2019-12-08,Men's Senior 96Kg,Shane Hand,95.45,72,76,-80,-110,-110,110,76,110,186
Glasgow Masters Open,2019-12-08,Men's Masters (35-39) 81Kg,Alan Cuthbert,79.65,-80,80,85,95,100,-105,85,100,185
Glasgow Masters Open,2019-12-08,Men's Masters (35-39) 73Kg,Darren Grieve,72.8,70,73,76,-100,100,-107,76,100,176
Glasgow Masters Open,2019-12-08,Men's Youth Under 17 96Kg,Sam McKay,95.2,68,-71,-71,80,85,88,68,88,156
Glasgow Masters Open,2019-12-08,Men's Masters (45-49) 89Kg,Steven Lafferty,84.75,57,60,63,85,89,91,63,91,154
Glasgow Masters Open,2019-12-08,Men's Masters (55-59) 89Kg,Mark Anderson,85.75,65,-71,-71,80,83,85,65,85,150
Glasgow Masters Open,2019-12-08,Men's Masters (55-59) 73Kg,Graeme Nichol,72.05,65,-70,-70,80,84,-86,65,84,149
Glasgow Masters Open,2019-12-08,Men's Masters (55-59) 73Kg,Colin Hannah,71.8,63,-67,-67,80,-85,-85,63,80,143
Glasgow Masters Open,2019-12-08,Women's Masters (35-39) 71Kg,christine smithson,69.7,60,-63,-64,80,-83,83,60,83,143
Glasgow Masters Open,2019-12-08,Men's Masters (55-59) 96Kg,James Flynn,94.95,-63,-63,63,75,-81,-84,63,75,138
Glasgow Masters Open,2019-12-08,Men's Masters (45-49) 61Kg,Colin Selfridge,58.95,55,-61,61,73,77,-81,61,77,138
Glasgow Masters Open,2019-12-08,Women's Masters (35-39) 81Kg,Georgina Jimenez,78.05,55,58,60,69,72,74,60,74,134
Glasgow Masters Open,2019-12-08,Men's Masters (50-54) 73Kg,Douglas Crawford,67.85,50,55,60,70,-75,-75,60,70,130
Glasgow Masters Open,2019-12-08,Women's Senior 64Kg,Morven Fraser,63.05,55,58,60,65,68,70,60,70,130
Glasgow Masters Open,2019-12-08,Women's Masters (40-44) 59Kg,Michelle Matuza,58.1,55,-57,-57,66,68,70,55,70,125
Glasgow Masters Open,2019-12-08,Women's Senior 76Kg,maxine Boys,72.7,45,50,-53,65,70,75,50,75,125
Glasgow Masters Open,2019-12-08,Men's Masters (35-39) 109+Kg,Richard Tawse,112.1,50,56,58,60,64,-66,58,64,122
Glasgow Masters Open,2019-12-08,Women's Senior 71Kg,Rudi Ferguson,68.8,-45,45,50,65,70,-75,50,70,120
Glasgow Masters Open,2019-12-08,Men's Senior 73Kg,Jamie Cleland,71.6,51,53,55,65,-68,-70,55,65,120
Glasgow Masters Open,2019-12-08,Women's Masters (35-39) 76Kg,Libi Heseltine,71.5,45,47,-49,68,70,71,47,71,118
Glasgow Masters Open,2019-12-08,Women's Masters (40-44) 87+Kg,Fiona Reardon,101.6,44,-46,46,-60,60,65,46,65,111
Glasgow Masters Open,2019-12-08,Men's Masters (65-69) 73Kg,George Stuart McConville,67.95,43,46,48,52,-57,57,48,57,105
Glasgow Masters Open,2019-12-08,Women's Masters (35-39) 71Kg,Nicola Russell,70.6,-47,47,-51,53,-56,58,47,58,105
Glasgow Masters Open,2019-12-08,Women's Under 23 59Kg,Shannon Gray,57.6,40,44,48,48,52,-57,48,52,100
Glasgow Masters Open,2019-12-08,Women's Masters (40-44) 64Kg,Sheryl Paul,62,37,-39,39,54,57,-59,39,57,96
Glasgow Masters Open,2019-12-08,Men's Masters (60-64) 109Kg,Bernard OSullivan,107.35,43,-46,-49,47,52,-57,43,52,95
Glasgow Masters Open,2019-12-08,Women's Masters (50-54) 87+Kg,Pauline Mackintosh,90.05,38,41,-44,50,-55,-55,41,50,91
Glasgow Masters Open,2019-12-08,Men's Masters (55-59) 89Kg,Thomas Saez,88.55,-38,-38,38,40,43,46,38,46,84
Glasgow Masters Open,2019-12-08,Women's Masters (60-64) 87Kg,claire cameron,83.2,30,32,-34,-41,42,45,32,45,77
Glasgow Masters Open,2019-12-08,Men's Senior 73Kg,Marcel Dutu,72.55,75,77,-80,-105,-105,-107,77,0,77
Glasgow Masters Open,2019-12-08,Men's Masters (65-69) 55Kg,Julian Richardson,54.55,28,-31,31,35,-40,-40,31,35,66
