event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Fareham Barbell Club Open 2019,2019-03-24,Men's Under 23 102Kg,Simon Prentice,101.4,118,122,124,148,155,-159,124,155,279
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 81Kg,Harry Reynolds,80.7,112,122,-130,142,152,-160,122,152,274
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 109Kg,Christopher Parnaby,108.8,-114,115,-118,155,-162,0,115,155,270
Fareham Barbell Club Open 2019,2019-03-24,Men's Masters (35-39) 96Kg,Tom Jolly,92.5,-115,115,-118,135,140,145,115,145,260
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 96Kg,James Newman,94.1,97,102,108,125,131,135,108,135,243
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 96Kg,William Hayman,91.7,100,105,-110,124,124,135,105,135,240
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 96Kg,mark horrix,92,75,80,85,105,110,115,85,115,200
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 81Kg,Henry Hussey,79.9,82,-86,-89,102,107,112,82,112,194
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 89Kg,Ivan Raynovski,87.4,85,-89,-89,103,-108,-110,85,103,188
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 81Kg,Marcus Nordemann,80.2,68,72,-76,95,100,105,72,105,177
Fareham Barbell Club Open 2019,2019-03-24,Women's Under 23 71Kg,Holly Knowles,69.4,75,78,-81,95,98,-101,78,98,176
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 76Kg,Sarah Wiltshire,74.8,73,76,79,90,94,-98,79,94,173
Fareham Barbell Club Open 2019,2019-03-24,Men's Masters (40-44) 109+Kg,stuart thurgood,110,70,-75,75,90,95,-100,75,95,170
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 81Kg,Lauren Miller,80.7,70,73,76,88,91,-94,76,91,167
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 71Kg,Olivia Bell,71,70,74,77,81,85,89,77,89,166
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 89Kg,Thomas Usher,88.8,70,73,77,82,-88,88,77,88,165
Fareham Barbell Club Open 2019,2019-03-24,Men's Junior Under 20 73Kg,Benjamin Sharpley,71,68,-70,-73,88,91,-95,68,91,159
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 81Kg,Matthew Kingston,80.3,55,60,66,85,90,-95,66,90,156
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 55Kg,Noorin Gulam,51,64,67,70,81,83,86,70,86,156
Fareham Barbell Club Open 2019,2019-03-24,Women's Under 23 59Kg,Chloe Briggs,58.5,67,71,-74,85,-89,-89,71,85,156
Fareham Barbell Club Open 2019,2019-03-24,Men's Youth Under 17 81Kg,Niall Armstrong,79.1,65,67,70,75,77,80,70,80,150
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 71Kg,Charlotte Gobell,68.9,55,58,61,74,78,83,61,83,144
Fareham Barbell Club Open 2019,2019-03-24,Women's Masters (40-44) 64Kg,Lou Herron,63.1,-62,-63,63,80,-85,-86,63,80,143
Fareham Barbell Club Open 2019,2019-03-24,Men's Masters (40-44) 67Kg,Mark Martin-Dye,66.7,62,-65,-65,-77,-77,77,62,77,139
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 55Kg,Colin Gauthier,54.6,53,56,59,74,78,-81,59,78,137
Fareham Barbell Club Open 2019,2019-03-24,Men's Junior Under 20 73Kg,Thomas Walker,71.5,50,54,-59,73,78,83,54,83,137
Fareham Barbell Club Open 2019,2019-03-24,Women's Under 23 64Kg,Kiera Ashman,63.8,58,61,-63,69,-72,72,61,72,133
Fareham Barbell Club Open 2019,2019-03-24,Women's Masters (35-39) 59Kg,Cheryl Williams,58.7,53,56,-60,73,76,-80,56,76,132
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 64Kg,Hannah Griffiths,62.5,55,-58,-60,67,70,-75,55,70,125
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 89Kg,Jared Mustafa-Holzapfel,82,48,51,54,66,70,-73,54,70,124
Fareham Barbell Club Open 2019,2019-03-24,Men's Senior 102Kg,Alexander Salthouse,101.4,118,122,-125,-157,-157,-157,122,0,122
Fareham Barbell Club Open 2019,2019-03-24,Women's Masters (40-44) 64Kg,Karen Hawen,63.2,47,50,52,64,68,70,52,70,122
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 64Kg,Cleo Guerreiro,62,-50,50,53,60,65,68,53,68,121
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 64Kg,Laura Jane,62.5,45,48,-51,-60,60,63,48,63,111
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 64Kg,breece stewart,61.6,44,-47,-48,57,60,-63,44,60,104
Fareham Barbell Club Open 2019,2019-03-24,Women's Junior Under 20 49Kg,Laura Godwin,46.3,-40,40,-44,50,54,-58,40,54,94
Fareham Barbell Club Open 2019,2019-03-24,Women's Masters (45-49) 59Kg,Simone Holley,56.6,35,37,-40,-52,52,54,37,54,91
Fareham Barbell Club Open 2019,2019-03-24,Women's Junior Under 20 64Kg,Aleksandra Szuleko,62.3,33,36,39,44,48,52,39,52,91
Fareham Barbell Club Open 2019,2019-03-24,Women's Under 23 64Kg,Sulakhsna Gunnoo,62.5,-36,-36,36,50,53,55,36,55,91
Fareham Barbell Club Open 2019,2019-03-24,Women's Under 23 71Kg,Nicole Kalinowska,65.7,34,36,38,45,48,-52,38,48,86
Fareham Barbell Club Open 2019,2019-03-24,Women's Masters (45-49) 71Kg,Marie Roos,70.9,35,-38,-40,50,-55,-55,35,50,85
Fareham Barbell Club Open 2019,2019-03-24,Women's Masters (50-54) 64Kg,Kaye Bunyan,62.7,30,32,34,45,47,50,34,50,84
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 55Kg,Rhea Munro,53.9,-28,29,-32,46,-49,49,29,49,78
Fareham Barbell Club Open 2019,2019-03-24,Men's Youth Under 15 55Kg,Shay Denham,54.7,25,28,30,32,35,38,30,38,68
Fareham Barbell Club Open 2019,2019-03-24,Women's Junior Under 20 55Kg,Fleur Macinnes,53.8,26,28,-32,32,35,38,28,38,66
Fareham Barbell Club Open 2019,2019-03-24,Women's Masters (55-59) 64Kg,Trisha Forbes,64,28,-30,-30,35,38,-40,28,38,66
Fareham Barbell Club Open 2019,2019-03-24,Women's Youth Under 15 55Kg,Niamh Denham,52.1,23,25,-26,30,33,-35,25,33,58
Fareham Barbell Club Open 2019,2019-03-24,Men's Under 23 89Kg,Henry Ashley-Johnson,84.7,-90,-93,-93,0,0,0,0,0,0
Fareham Barbell Club Open 2019,2019-03-24,Women's Senior 64Kg,Eleanor Jenkinson,63.9,-67,-68,-70,0,0,0,0,0,0
