event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 96Kg,James Newman,94.4,110,115,120,140,-150,-150,120,140,260
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 96Kg,Robert Skinner,94,105,110,-115,-135,-135,135,110,135,245
Hampshire Weightlifting Championships,2019-10-13,Men's Senior 89Kg,Barney Linssen,89,105,-110,110,128,134,-143,110,134,244
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 81Kg,Nathan Humphreys,81,98,103,-106,122,-128,128,103,128,231
Hampshire Weightlifting Championships,2019-10-13,Men's Senior 89Kg,Nathan Humphreys,83.2,95,100,-105,120,124,126,100,126,226
Hampshire Weightlifting Championships,2019-10-13,Men's Senior 102Kg,Benjamin Millar,99.8,90,95,-100,120,125,130,95,130,225
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 73Kg,George Kinnell,72.2,89,-93,93,119,124,-127,93,124,217
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 73Kg,Bryn Nicholls,73,85,90,-95,115,120,125,90,125,215
Hampshire Weightlifting Championships,2019-10-13,Men's Under 23 89Kg,Elliot Thompson,88.6,85,88,-92,110,115,120,88,120,208
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 67Kg,Michael Glenn,66.4,88,91,-94,116,-121,-124,91,116,207
Hampshire Weightlifting Championships,2019-10-13,Men's Senior 73Kg,Nathan Poynter,73,83,86,89,108,111,114,89,114,203
Hampshire Weightlifting Championships,2019-10-13,Men's Senior 81Kg,Daniel Jeffries,78.6,80,85,90,90,95,-100,90,95,185
Hampshire Weightlifting Championships,2019-10-13,Men's Senior 102Kg,Liam McGarrigle,98.8,74,77,81,99,103,-107,81,103,184
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 81Kg,Robert Palmer,80.4,75,77,-81,100,-104,104,77,104,181
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 89Kg,George Taylor,86.4,70,75,80,90,95,100,80,100,180
Hampshire Weightlifting Championships,2019-10-13,Men's Under 23 73Kg,Jonathan Morris,70.6,70,73,76,91,96,100,76,100,176
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 71Kg,Natalia Priscepa,69.4,73,-76,76,88,91,94,76,94,170
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 81Kg,Jasmine Isoyama,79,64,67,70,89,93,97,70,97,167
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 109Kg,stuart thurgood,105,75,-76,-76,90,92,0,75,92,167
Hampshire Weightlifting Championships,2019-10-13,Women's Senior 71Kg,Harriet Hewitt,68.4,68,71,-75,87,91,94,71,94,165
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 64Kg,Jo McEwan,64,68,71,74,85,88,91,74,91,165
Hampshire Weightlifting Championships,2019-10-13,Men's Masters (40-44) 73Kg,Mark Martin-Dye,71.6,65,68,70,82,86,90,70,90,160
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 81Kg,Aaron Harris,80.6,55,60,70,80,85,-90,70,85,155
Hampshire Weightlifting Championships,2019-10-13,Men's Masters (50-54) 89Kg,John Ilott,87.8,60,65,68,80,85,-90,68,85,153
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 64Kg,Lou Herron,63.6,63,66,-69,-82,82,86,66,86,152
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 71Kg,Lucy Spy,66.8,65,68,-70,77,79,-81,68,79,147
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 64Kg,Chloe Blackmur,61.6,60,63,65,75,78,82,65,82,147
Hampshire Weightlifting Championships,2019-10-13,Women's Senior 71Kg,Rhiannon Devaney,70.6,61,64,-66,78,-81,-81,64,78,142
Hampshire Weightlifting Championships,2019-10-13,Women's Senior 71Kg,Melissa King,70,58,61,62,75,78,80,62,80,142
Hampshire Weightlifting Championships,2019-10-13,Women's Senior 81Kg,Pollyanna Tyekiff,79.8,57,60,63,68,-72,75,63,75,138
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 76Kg,Charlotte Gobell,75.6,54,56,58,-68,68,71,58,71,129
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 71Kg,Karen Hawen,67.4,50,-53,-53,64,66,70,50,70,120
Hampshire Weightlifting Championships,2019-10-13,Women's Masters (35-39) 71Kg,Elizabeth Havers,71,-52,-52,52,-66,66,-68,52,66,118
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 64Kg,Cheryl Williams,61.2,50,53,-56,62,-65,65,53,65,118
Hampshire Weightlifting Championships,2020-10-03,Men's Youth Under 15 73Kg,Shay Denham,71.8,53,-56,-56,50,60,65,53,65,118
Hampshire Weightlifting Championships,2020-10-03,Men's Senior 55Kg,Alexander Sermon,54.6,40,45,50,55,60,-65,50,60,110
Hampshire Weightlifting Championships,2019-10-13,Women's Senior 64Kg,Vicky Blake,62.4,43,45,47,55,57,60,47,60,107
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 71Kg,Jo MacManus,67.2,40,-43,-43,-65,65,67,40,67,107
Hampshire Weightlifting Championships,2019-10-13,Women's Masters (40-44) 59Kg,Seema Robbins,55.6,42,-45,45,51,54,56,45,56,101
Hampshire Weightlifting Championships,2020-10-03,Women's Senior 45Kg,Laura Godwin,45,40,44,-47,52,56,-59,44,56,100
