event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
North Wales National Qualifier February 2020,2020-02-08,Men's Under 23 81Kg,Jacob Hill Izani,78,-100,100,105,120,125,-130,105,125,230
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 17 73Kg,Cian Green,71.2,-85,85,90,110,-115,115,90,115,205
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 17 73Kg,leighton yates,68.7,-80,80,-85,100,105,108,80,108,188
North Wales National Qualifier February 2020,2020-02-08,Women's Senior 76Kg,Lauren Burley,73.5,78,82,-85,-102,102,105,82,105,187
North Wales National Qualifier February 2020,2020-02-08,Women's Senior 71Kg,Lauren Burley,70.75,78,82,-85,-102,102,105,82,105,187
North Wales National Qualifier February 2020,2020-02-08,Men's Under 23 89Kg,Joshua Lewis,83.5,65,70,75,-85,90,-100,75,90,165
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 17 102+Kg,Thomas Roberts,121.9,65,69,-73,87,91,95,69,95,164
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 15 96Kg,Tomos Protheroe,89.9,65,69,72,75,79,82,72,82,154
North Wales National Qualifier February 2020,2020-02-08,Women's Under 23 76Kg,Lois Jones,73.5,60,-63,65,80,-85,85,65,85,150
North Wales National Qualifier February 2020,2020-02-08,Men's Senior 61Kg,Luke Eardley,55.15,57,60,65,75,80,83,65,83,148
North Wales National Qualifier February 2020,2020-02-08,Women's Senior 81Kg,Sophie Harrison,80.55,50,-54,55,67,70,73,55,73,128
North Wales National Qualifier February 2020,2020-02-08,Women's Junior Under 20 76Kg,Niamh Collins,71.1,50,53,56,65,68,71,56,71,127
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 15 81Kg,Lewis Williams-Owen,73.18,45,48,52,55,60,63,52,63,115
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 15 89Kg,Bryn Astrop,84.5,43,46,50,53,56,61,50,61,111
North Wales National Qualifier February 2020,2020-02-08,Women's Senior 64Kg,Kirstie Milne,62.5,47,-50,-50,-56,56,-60,47,56,103
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 15 81Kg,William Evans,73.8,35,38,41,42,46,50,41,50,91
North Wales National Qualifier February 2020,2020-02-08,Women's Masters (55-59) 87+Kg,Anne Collis,94.8,30,33,35,50,53,-55,35,53,88
North Wales National Qualifier February 2020,2020-02-08,Men's Youth Under 15 67Kg,Seamus Leonard -Thomas,64.4,25,28,32,37,40,44,32,44,76
North Wales National Qualifier February 2020,2020-02-08,Women's Youth Under 15 49Kg,Ciara Cust,47.4,16,17,18,18,20,22,18,22,40
