event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
January London University Open 2019,2019-01-30,Men's Under 23 73Kg,karl Mcclean,72.3,110,-117,117,145,-151,0,117,145,262
January London University Open 2019,2019-01-30,Men's Under 23 96Kg,Jesse Gilham,93,104,108,112,136,141,-146,112,141,253
January London University Open 2019,2019-01-30,Men's Under 23 89Kg,Thomas Bolton,82.4,95,100,-104,125,130,-135,100,130,230
January London University Open 2019,2019-01-30,Men's Under 23 81Kg,Kian Panjavi,80.8,80,90,95,110,120,125,95,125,220
January London University Open 2019,2019-01-30,Men's Senior 89Kg,Bobby Fegan,88.1,-90,90,-100,115,117,123,90,123,213
January London University Open 2019,2019-01-30,Men's Senior 89Kg,Gabriel Olivar,87.8,-80,80,86,105,115,122,86,122,208
January London University Open 2019,2019-01-30,Men's Under 23 81Kg,Bakhtiyer Hussain,80.1,-85,85,-91,115,120,-125,85,120,205
January London University Open 2019,2019-01-30,Men's Junior Under 20 67Kg,Kin Liu,63.1,83,87,90,105,-110,112,90,112,202
January London University Open 2019,2019-01-30,Men's Under 23 89Kg,Elliot Thompson,88.9,77,83,87,104,108,112,87,112,199
January London University Open 2019,2019-01-30,Men's Senior 89Kg,Max Scholz,85.7,-80,80,86,-95,95,105,86,105,191
January London University Open 2019,2019-01-30,Men's Under 23 89Kg,Raymond Poon,87.3,75,80,-85,100,106,-111,80,106,186
January London University Open 2019,2019-01-30,Men's Senior 81Kg,Vuyolwethu Saunders,74.6,-76,76,-85,103,108,-115,76,108,184
January London University Open 2019,2019-01-30,Men's Under 23 67Kg,Patrick Christie,66.3,65,71,-76,95,-105,105,71,105,176
January London University Open 2019,2019-01-30,Men's Junior Under 20 61Kg,Priyam Kansara,59.3,70,75,-80,90,-95,-97,75,90,165
January London University Open 2019,2019-01-30,Men's Junior Under 20 81Kg,Thomas Clegg,78.2,65,68,71,87,90,94,71,94,165
January London University Open 2019,2019-01-30,Men's Junior Under 20 67Kg,Duc Trinh,66.7,-63,65,70,85,90,-95,70,90,160
January London University Open 2019,2019-01-30,Men's Under 23 81Kg,Tom Zhao,77.6,68,-72,72,-85,85,-87,72,85,157
January London University Open 2019,2019-01-30,Women's Senior 76Kg,Yiyin Chen,76,55,64,68,75,-80,80,68,80,148
January London University Open 2019,2019-01-30,Women's Senior 55Kg,Leonora Brajshori,55,59,63,-66,77,-81,81,63,81,144
January London University Open 2019,2019-01-30,Women's Senior 64Kg,Georgina Jackson,62.5,-69,-60,60,75,-80,80,60,80,140
January London University Open 2019,2019-01-30,Women's Masters (35-39) 64Kg,Eleonora Calio,60.4,50,53,-56,70,75,-78,53,75,128
January London University Open 2019,2019-01-30,Women's Under 23 55Kg,Sophie Bellamy,54.1,-55,55,-60,65,68,-71,55,68,123
January London University Open 2019,2019-01-30,Women's Senior 64Kg,Jasmine Skelcher,63.3,50,-54,-55,-68,68,71,50,71,121
January London University Open 2019,2019-01-30,Men's Senior 109Kg,Solomon Ocquaye,105.9,120,-125,-125,-143,-145,-146,120,0,120
January London University Open 2019,2019-01-30,Men's Senior 89Kg,Omarie Mears,88,110,115,120,-135,-135,-135,120,0,120
January London University Open 2019,2019-01-30,Women's Senior 64Kg,Setareh Shokoohi,60.9,49,51,53,58,61,-64,53,61,114
January London University Open 2019,2019-01-30,Women's Senior 71Kg,Emma Dickinson,67.5,40,43,-47,52,58,61,43,61,104
January London University Open 2019,2019-01-30,Women's Under 23 55Kg,Elli Rossi,50.5,31,34,36,43,-47,47,36,47,83
January London University Open 2019,2019-01-30,Women's Junior Under 20 64Kg,Amy Stuckey,62.9,30,35,-40,40,-46,-48,35,40,75
