event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
The Yorkshire Open,2022-04-16,Men's Senior 102Kg,Jonathan Healy,101.7,111,116,120,145,150,-155,120,150,270
The Yorkshire Open,2022-04-16,Men's Junior Under 20 89Kg,Oliver Hugh Armstrong,86.1,100,105,110,130,-135,135,110,135,245
The Yorkshire Open,2022-04-16,Men's Senior 81Kg,Nick Canavan,78.7,100,103,107,130,135,-140,107,135,242
The Yorkshire Open,2022-04-16,Men's Senior 96Kg,Jonathan Smith,95.65,105,-110,-110,130,135,-140,105,135,240
The Yorkshire Open,2022-04-16,Men's Senior 102Kg,Gareth Braisdell,99.35,85,89,-93,125,129,-133,89,129,218
The Yorkshire Open,2022-04-16,Men's Senior 81Kg,Daniel Baxter,79.1,80,-85,85,108,112,-116,85,112,197
The Yorkshire Open,2022-04-16,Men's Masters (35-39) 96Kg,Thomas Brayford,93.4,70,74,78,108,-112,-112,78,108,186
The Yorkshire Open,2022-04-16,Women's Under 23 76Kg,Fallon Parker,75.5,-72,-72,72,-85,85,-90,72,85,157
The Yorkshire Open,2022-04-16,Women's Senior 71Kg,Isabel Dorman,64.55,70,72,74,-80,80,82,74,82,156
The Yorkshire Open,2022-04-16,Women's Senior 64Kg,Bronte Jones,63.95,67,72,-76,77,-85,-88,72,77,149
The Yorkshire Open,2022-04-16,Women's Masters (40-44) 71Kg,Kate Hodge,67.2,58,-61,63,75,78,81,63,81,144
The Yorkshire Open,2022-04-16,Women's Senior 87+Kg,Courtenay Rush,90.95,55,60,-63,75,80,84,60,84,144
The Yorkshire Open,2022-04-16,Women's Senior 64Kg,Jodie Murdoch,63.9,63,-66,-68,78,-80,80,63,80,143
The Yorkshire Open,2022-04-16,Women's Masters (40-44) 71Kg,Lynne Desborough,66.65,58,61,64,73,79,-84,64,79,143
The Yorkshire Open,2022-04-16,Men's Senior 61Kg,Harry Street,60.5,60,-63,63,73,77,-81,63,77,140
The Yorkshire Open,2022-04-16,Men's Senior 102Kg,Thomas Hosty Cundell,100.3,52,57,-63,70,75,-83,57,75,132
The Yorkshire Open,2022-04-16,Women's Senior 71Kg,Harriet Banks-cooper,69.95,55,58,62,65,69,-73,62,69,131
The Yorkshire Open,2022-04-16,Women's Youth Under 15 59Kg,Annabelle Pettit,58.6,-55,-55,55,71,-75,75,55,75,130
The Yorkshire Open,2022-04-16,Women's Senior 71Kg,Alessandra Gurney,70.4,53,57,-61,73,-79,-81,57,73,130
The Yorkshire Open,2022-04-16,Women's Senior 55Kg,Hannah Langton,54.8,46,49,-51,63,66,69,49,69,118
The Yorkshire Open,2022-04-16,Women's Senior 55Kg,Catherine Hoaresmith,54.8,42,-45,45,62,65,67,45,67,112
The Yorkshire Open,2022-04-16,Women's Junior Under 20 49Kg,Faye Briggs,49,43,-46,46,53,60,-65,46,60,106
The Yorkshire Open,2022-04-16,Women's Youth Under 15 55Kg,Lucy Montgomery,54.65,40,42,-45,54,58,61,42,61,103
The Yorkshire Open,2022-04-16,Women's Senior 64Kg,Evie Smith,63.95,37,-40,40,47,50,53,40,53,93
The Yorkshire Open,2022-04-16,Women's Senior 64Kg,Ashley Brookes,63.9,36,39,-42,45,48,51,39,51,90
The Yorkshire Open,2022-04-16,Women's Senior 59Kg,Laura Petch,56,30,33,36,40,-45,45,36,45,81
The Yorkshire Open,2022-04-16,Women's Senior 76Kg,Roisin Cryan,75.8,63,-66,-66,-80,-80,-80,63,0,63
The Yorkshire Open,2022-04-16,Women's Senior 81Kg,Heather Flannery,77.65,-69,-69,-69,0,0,0,0,0,0
