event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2017 LSE Series 1,2017-03-25,Men's Senior +105Kg,Prosper Armstrong,105.8,130,135,137,165,171,-175,137,171,308
2017 LSE Series 1,2017-03-25,Men's Senior 105Kg,Khrystopher Speed,97.2,130,135,-138,155,-160,160,135,160,295
2017 LSE Series 1,2017-03-25,Men's Senior 77Kg,Jamal Isaac-Shah,77,-115,115,-119,145,150,-154,115,150,265
2017 LSE Series 1,2017-03-25,Men's Senior 94Kg,Henry Woodason,93.75,-112,115,-120,130,138,-140,115,138,253
2017 LSE Series 1,2017-03-25,Men's Senior 77Kg,Nam Ahmadi,71.45,-110,110,-115,-136,-140,141,110,141,251
2017 LSE Series 1,2017-03-25,Men's Senior 85Kg,robert hubert,78.4,100,105,110,130,135,-140,110,135,245
2017 LSE Series 1,2017-03-25,Men's Senior 69Kg,Jordan Mockett,68.8,93,-97,97,111,-117,122,97,122,219
2017 LSE Series 1,2017-03-25,Men's Senior 77Kg,Artem Alexandrov,73.9,90,95,98,120,-130,-130,98,120,218
2017 LSE Series 1,2017-03-25,Men's Senior 77Kg,Adam Pabani,76.55,85,92,95,115,122,-126,95,122,217
2017 LSE Series 1,2017-03-25,Men's Senior 85Kg,Eduardo Gracio,82.5,92,-96,-96,105,110,115,92,115,207
2017 LSE Series 1,2017-03-25,Men's Senior 85Kg,Trevor Chung,79.65,-85,85,90,-115,115,-120,90,115,205
2017 LSE Series 1,2017-03-25,Men's Senior 105Kg,Christopher Ryan,99.95,81,85,89,100,105,111,89,111,200
2017 LSE Series 1,2017-03-25,Men's Senior 94Kg,Edward Lawrence,93.8,80,85,90,100,105,-110,90,105,195
2017 LSE Series 1,2017-03-25,Men's Senior 77Kg,Will Baker,74.3,75,78,80,100,105,-110,80,105,185
2017 LSE Series 1,2017-03-25,Women's Senior 90Kg,Charlotte Davies,82.9,-78,-78,80,97,101,-103,80,101,181
2017 LSE Series 1,2017-03-25,Men's Senior 77Kg,Ruben Monteiro,71.3,75,80,-85,-100,100,-105,80,100,180
2017 LSE Series 1,2017-03-25,Women's Senior 75Kg,Rayen Cupid,74.6,80,84,-85,-91,91,95,84,95,179
2017 LSE Series 1,2017-03-25,Men's Senior 94Kg,Paul Weidemann,92.5,70,75,80,95,98,-102,80,98,178
2017 LSE Series 1,2017-03-25,Men's Junior Under 20 85Kg,Jesse Gilham,83.1,-65,65,69,95,101,106,69,106,175
2017 LSE Series 1,2017-03-25,Men's Junior Under 20 69Kg,Naweed Zaman,69,69,-73,73,95,99,-103,73,99,172
2017 LSE Series 1,2017-03-25,Men's Senior 77Kg,Ahsan Khan,74.25,76,-80,-80,96,-100,-100,76,96,172
2017 LSE Series 1,2017-03-25,Women's Senior 63Kg,Laura Hollobon,59.2,65,67,70,85,88,90,70,90,160
2017 LSE Series 1,2017-03-25,Women's Senior 75Kg,Lina Duseviciene,73.8,-67,67,70,85,87,90,70,90,160
2017 LSE Series 1,2017-03-25,Women's Senior 69Kg,Kirsty Turner,68.3,64,-65,65,-87,87,0,65,87,152
2017 LSE Series 1,2017-03-25,Women's Senior 69Kg,Laura Parker,67.2,62,65,-67,80,-83,-83,65,80,145
2017 LSE Series 1,2017-03-25,Women's Senior 63Kg,Nadia Abreu,61.3,58,63,-65,-78,80,-85,63,80,143
2017 LSE Series 1,2017-03-25,Women's Senior 69Kg,Felicity Morphey,67.2,62,65,-67,70,75,78,65,78,143
2017 LSE Series 1,2017-03-25,Women's Senior 69Kg,Rebecca Francis,63.2,58,-61,-61,72,76,78,58,78,136
2017 LSE Series 1,2017-03-25,Women's Senior 90Kg,Grace Noble,77.9,52,56,-60,65,-70,-70,56,65,121
2017 LSE Series 1,2017-03-25,Women's Senior 63Kg,Sara Brayfield,62.5,53,-57,-59,62,67,-71,53,67,120
2017 LSE Series 1,2017-03-25,Men's Senior 69Kg,Michael Pennington,68.35,90,95,-100,-120,-122,-122,95,0,95
2017 LSE Series 1,2017-03-25,Women's Senior 58Kg,Victoria Hurley,55.4,33,36,37,46,-50,50,37,50,87
2017 LSE Series 1,2017-03-25,Women's Senior 53Kg,Laura Hurley,52.7,30,33,35,-41,41,45,35,45,80
2017 LSE Series 1,2017-03-25,Men's Junior Under 20 77Kg,Bakhtiyer Hussain,76.8,65,69,72,-100,-100,-100,72,0,72
2017 LSE Series 1,2017-03-25,Men's Senior 105Kg,Forrester Osei,94.35,-138,-138,-140,0,0,0,0,0,0
2017 LSE Series 1,2017-03-25,Women's Senior 63Kg,Danielle Norville,62.95,-60,-60,-60,0,0,0,0,0,0
