event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 96Kg,Michael Cutler,89.9,117,123,-128,140,145,-150,123,145,268
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 89Kg,Callum Condon,87.4,115,-120,-120,140,-145,-145,115,140,255
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 81Kg,Shane Caswell,79.1,100,104,108,135,139,-142,108,139,247
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 81Kg,Luke Mees,80.5,100,104,-108,130,-135,135,104,135,239
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 81Kg,Simon Dean,80.5,103,106,-109,132,-135,-135,106,132,238
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 96Kg,Stuart King,89.3,105,-108,-108,126,129,131,105,131,236
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 96Kg,James Stuart,93.5,92,95,100,120,125,-130,100,125,225
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 89Kg,Joshua Allen,86.2,92,95,-100,120,125,128,95,128,223
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 102Kg,Ben Anderson,98.6,90,95,100,110,116,120,100,120,220
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 81Kg,Luke Thompson,79.4,90,-94,94,-118,118,121,94,121,215
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 89Kg,Innes Stafford,82,92,95,-100,115,120,-125,95,120,215
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 73Kg,Aaron parker,72.5,90,92,-95,120,-122,122,92,122,214
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 96Kg,Sam Newall,90,-85,85,90,117,-121,121,90,121,211
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 73Kg,russell Davies,71.6,-85,85,88,-112,-112,112,88,112,200
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 81Kg,Timothy Scrivener,74.6,90,94,-98,-106,-106,106,94,106,200
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Women's Senior 76Kg,Charlotte Davies,75.4,77,80,82,96,98,100,82,100,182
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Senior 89Kg,Maxwell Niven,83,72,75,-80,102,-106,106,75,106,181
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Men's Masters (35-39) 73Kg,lee coonan,72.1,76,78,80,96,98,-100,80,98,178
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Women's Senior 71Kg,Madeline Elliott,68.7,68,71,74,86,89,-92,74,89,163
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Women's Senior 59Kg,Sian Peters,58.5,-64,64,-67,90,93,-96,64,93,157
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Women's Senior 71Kg,Lucy Spy,64.7,70,-73,74,80,-85,-85,74,80,154
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Women's Under 23 71Kg,Rebecca Nesbit,69.2,58,60,63,80,83,-86,63,83,146
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-07,Women's Senior 71Kg,keely penrose,65.8,60,-65,65,75,80,-84,65,80,145
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Women's Senior 64Kg,Stephanie Pye,60,59,-62,62,77,80,-82,62,80,142
UKAF WEIGHTLIFTING INTER SERVICES CHAMPIONSHIPS,2021-11-03,Women's Senior 64Kg,Hannah Lewis,61.5,56,58,60,77,79,80,60,80,140
