event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 89Kg,Theo Bayne-Dixon,82.8,80,-86,86,90,95,101,86,101,187
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 67Kg,Frankie Williams,62.5,-63,63,66,75,78,80,66,80,146
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 102Kg,Amir Doshmanziari,100.5,62,-65,0,70,-80,-80,62,70,132
Featherstone WLC Schools Championship,2019-05-26,Women's Youth Under 15 81Kg,katelyn pinkney,78.8,55,61,-63,65,-71,-75,61,65,126
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 89Kg,Gabriel Horton,84.3,45,50,52,60,70,72,52,72,124
Featherstone WLC Schools Championship,2019-05-26,Women's Youth Under 17 64Kg,Leah Saka-Fajic,64,40,43,-47,50,53,55,43,55,98
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 61Kg,Adam Stewart,60.9,40,43,44,52,-60,-60,44,52,96
Featherstone WLC Schools Championship,2019-05-26,Women's Youth Under 17 59Kg,Rachel Binns,55.9,-37,-37,37,51,-54,-54,37,51,88
Featherstone WLC Schools Championship,2019-05-26,Women's Youth Under 15 71Kg,Jessica Burnside,70,35,38,-40,45,49,-52,38,49,87
Featherstone WLC Schools Championship,2019-05-26,Women's Youth Under 17 55Kg,scarlett parnell,52.1,36,39,-41,41,44,-46,39,44,83
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 49Kg,LEN Saka-Fajic,45.5,23,26,30,50,35,40,30,50,80
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 61Kg,Conner Ackroyd,58,-22,22,23,30,35,40,23,40,63
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 61Kg,Kieran Armstrong,55.4,22,25,27,30,32,35,27,35,62
Featherstone WLC Schools Championship,2019-05-26,Men's Youth Under 15 49Kg,Ellis Woods,42.1,15,17,18,23,25,-26,18,25,43
Featherstone WLC Schools Championship,2019-05-26,Women's Youth Under 15 59Kg,Shona Fawcett,59,-12,-12,12,16,18,20,12,20,32
