event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 96Kg,Johnny Reaney,91.6,120,123,126,140,145,-150,126,145,271
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 89Kg,Stefano Cataldi,81.2,120,0,0,141,150,0,120,150,270
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 89Kg,Drew Burns,83.15,115,121,-123,140,145,-149,121,145,266
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 81Kg,Joshua Summersgill,80.1,-100,104,110,127,-132,141,110,141,251
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 89Kg,Cameron Lodge,86,110,0,0,140,0,0,110,140,250
BWL OPEN SERIES 3 2021,2021-03-31,Men's Masters (35-39) 109+Kg,Mihai Bagutiu,133.8,100,110,0,120,130,0,110,130,240
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 96Kg,Tristan Snell,93.9,108,111,0,125,-128,0,111,125,236
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 89Kg,Saeed Asghari,88.6,95,100,-103,120,-125,-128,100,120,220
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 67Kg,James Richardson,66.9,90,95,100,105,110,115,100,115,215
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 96Kg,sean gillespie,90.5,88,-90,94,100,105,110,94,110,204
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 81Kg,Nicola Stiddard,79.1,92,0,0,108,110,0,92,110,202
BWL OPEN SERIES 3 2021,2021-03-31,Men's Youth Under 17 89Kg,Matthew McKee,84,80,85,-90,-100,105,110,85,110,195
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 81Kg,Sarah Wiltshire,77.5,85,88,-90,102,106,-108,88,106,194
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 89Kg,Cameron McCowan,88.7,82,84,85,100,-104,107,85,107,192
BWL OPEN SERIES 3 2021,2021-03-31,Men's Masters (40-44) 81Kg,Jason Abraham,80.8,78,-82,-83,-105,110,-112,78,110,188
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 71Kg,Caroline Doyle,65.9,81,83,-86,101,103,-105,83,103,186
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 71Kg,Zoe Kerr,68.5,80,0,0,98,0,0,80,98,178
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 71Kg,Natasha Osgood,66.8,65,70,75,89,94,97,75,97,172
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 71Kg,Macy John,66.9,70,72,0,90,93,96,72,96,168
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 64Kg,Natalie Mottram,62.6,70,73,76,80,-85,90,76,90,166
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 59Kg,Josie Griffiths,58,70,72,75,82,85,87,75,87,162
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 64Kg,Ellie Pryor,60.2,66,0,0,88,90,92,66,92,158
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 59Kg,sally thompson,56.1,62,-65,0,76,79,0,62,79,141
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 64Kg,Saffron Ardren,62.4,58,60,0,60,65,70,60,70,130
BWL OPEN SERIES 3 2021,2021-03-31,Women's Youth Under 17 76Kg,Jasmine Kinsman,74.3,50,55,59,70,-75,-77,59,70,129
BWL OPEN SERIES 3 2021,2021-03-31,Men's Masters (55-59) 73Kg,Steven Wright,69.9,50,52,54,-70,72,-74,54,72,126
BWL OPEN SERIES 3 2021,2021-03-31,Men's Masters (60-64) 109Kg,Eric ODonnell,106.7,40,45,50,-70,75,-80,50,75,125
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 89Kg,luke mander,82.3,106,0,0,-140,0,0,106,0,106
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 55Kg,Victoria Pi,54.22,45,-47,-48,50,-55,0,45,50,95
BWL OPEN SERIES 3 2021,2021-03-31,Men's Senior 61Kg,Benjamin Hickling,56.3,79,82,-85,-105,-108,-111,82,0,82
BWL OPEN SERIES 3 2021,2021-03-31,Women's Youth Under 15 49Kg,Gabrielle Proper,46.9,35,-37,-37,45,47,-50,35,47,82
BWL OPEN SERIES 3 2021,2021-03-31,Women's Senior 64Kg,Beata Petenyi,60.6,55,60,0,-65,-70,0,60,0,60
BWL OPEN SERIES 3 2021,2021-03-31,Men's Masters (45-49) 109Kg,Michael Nugent,105.2,-40,-45,-50,-60,-70,-77,0,0,0
