event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 110,Ramiro Mora Romero,97.2,144,147,154,178,181,193,154,193,347
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 110,Yannick Tschan,97.5,141,-145,-148,173,179,182,141,182,323
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 88,Jonas Aufdenblatten,80.0,115,120,125,140,150,155,125,155,280
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 110,Rolando Simon Arzola,95.2,-132,132,-136,165,172,-175,132,172,304
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 79,Titouan Verloes,73.2,111,-116,118,130,137,-142,118,137,255
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 110,Leonardo Bucci,95.9,120,124,-128,153,158,163,124,163,287
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 88,Patrick Cornes,82.5,110,-115,-117,130,135,140,110,140,250
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 94,Dominic Niemand,92.4,105,110,115,120,-133,145,115,145,260
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 94,Oliver Rickert,88.5,-108,108,-112,137,140,-143,108,140,248
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 60,Samuel Geringer,58.9,80,-85,-89,98,-103,-103,80,98,178
2025/26 - N - LN - 2 - LAM,2026-01-31,male - M 110,Marc Steinemann,103.6,-126,-130,-132,146,153,160,0.0,160,0.0
