event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Finale régionale Zone 1 25,2025-03-29,male - LR M,Sylvain Lachat,100.4,114,117,120,125,130,-135,120,130,250
Finale régionale Zone 1 25,2025-03-29,female LR F,Claudia Rodríguez,62.4,57,61,64,78,82,-85,64,82,146
Finale régionale Zone 1 25,2025-03-29,female LR F,Alyssa Briand,48.75,-48,-49,49,62,-65,-134,49,62,111
Finale régionale Zone 1 25,2025-03-29,male - LR M,David Cervini,80.1,85,91,-95,101,-106,106,91,106,197
Finale régionale Zone 1 25,2025-03-29,female LR F,Tania Pedro Manuel,64.15,48,-54,-55,-61,-64,66,48,66,114
Finale régionale Zone 1 25,2025-03-29,female LR F,Marion Muller,54.05,47,-50,50,65,70,-73,50,70,120
Finale régionale Zone 1 25,2025-03-29,female LR F,Livia Noyer,69.9,52,56,60,70,75,80,60,80,140
Finale régionale Zone 1 25,2025-03-29,female LR F,Estée Werro,54.55,48,53,-58,65,-68,68,53,68,121
Finale régionale Zone 1 25,2025-03-29,female LR F,Lucie Stritt,60.6,48,52,55,68,71,74,55,74,129
Finale régionale Zone 1 25,2025-03-29,male - LR M,Benjamin Progin,84.9,-85,85,-90,105,111,-116,85,111,196
Finale régionale Zone 1 25,2025-03-29,female LR F,Barberine Brügger,64.0,48,52,-55,70,-75,75,52,75,127
