event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 96kg,Yannick Sautebin,91.2,115,120,-125,133,-136,0,120,133,253
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 81kg,Dylan Sautebin,74.75,93,97,102,120,125,-128,102,125,227
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 73kg,Grigory Baker,70.3,82,86,-89,103,-108,108,86,108,194
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 102kg,Emanuel Castelletto,101.25,96,100,104,115,120,125,104,125,229
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 67kg,Jonathan Court,61.65,71,73,-76,86,90,-94,73,90,163
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 81kg,Victor Viccaro,79.15,74,79,-83,102,107,-117,79,107,186
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 102kg,Laurent Hayez,101.35,80,85,-90,108,113,-117,85,113,198
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 89kg,Michael Stöckli,86.3,75,82,-86,100,-102,-102,82,100,182
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 81kg,Marco Pegas,77.4,75,-79,-80,90,92,-96,75,92,167
2025/26 - R - Z2 - 3 - L1M,2026-03-28,Men's Senior 89kg,Damien Wirz,87.9,65,68,-71,88,91,96,68,96,164
