event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 96kg,Yannick Sautebin,92.21,110,115,120,125,131,135,120,135,255
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 81kg,Dylan Sautebin,74.8,93,96,-100,120,-124,125,96,125,221
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 89kg,Antoine Marchand,87.49,98,102,-105,115,120,123,102,123,225
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 89kg,Yoan Labat,81.75,93,-97,-98,-108,109,112,93,112,205
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 109+kg,André Touré,121.68,100,110,120,110,120,-130,120,120,240
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 73kg,Grigory Baker,68.71,70,75,80,95,101,103,80,103,183
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 67kg,Jonathan Court,61.44,71,73,-76,86,90,93,73,93,166
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 102kg,Emanuel Castelletto,100.63,90,95,99,105,109,113,99,113,212
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 81kg,Victor Viccaro,78.53,73,78,-83,100,-106,106,78,106,184
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 61kg,Alexandre Borel,58.18,55,60,-63,73,77,80,60,80,140
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 96kg,Joël Vuilleumier,94.12,75,83,87,90,100,-107,87,100,187
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 96kg,Brendan Schaffner,89.95,73,-77,-77,90,-100,101,73,101,174
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 89kg,Damien Wirz,88.54,68,71,-75,91,95,98,71,98,169
2025/26 - R - Z2 - 2 - L1M,2026-02-07,Men's Senior 96kg,Valon Hoti Marini,94.6,75,-82,-82,92,95,99,75,99,174
