event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 59kg,Noémie De Schoulepnikoff,55.15,50,54,-56,64,68,-70,54,68,122
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 55kg,Raquel Dominguez,52.65,47,-50,-50,57,60,-62,47,60,107
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 59kg,Silvia Luján Bernal Iglesias,57.05,45,48,-51,60,-64,65,48,65,113
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 59kg,Tania Miguel Trabajo,57.25,47,50,54,59,-65,-70,54,59,113
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 76kg,Mary Ruffet,73.35,50,54,56,70,74,-77,56,74,130
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 87kg,Joelle Radford,81.25,54,58,61,64,68,72,61,72,133
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 76kg,Sandra Carrera,72.75,52,55,-57,65,-68,68,55,68,123
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 71kg,Coralie Danalet,66.35,47,50,52,62,65,-70,52,65,117
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 59kg,Elodie Pires,58.35,46,-50,-52,55,-60,62,46,62,108
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 71kg,Tania Pedro Manuel,65.45,50,-53,53,58,-63,-64,53,58,111
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 87kg,Marie Schoone,84.15,42,46,50,67,71,75,50,75,125
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 76kg,Larissa Strasser,72.95,45,50,-55,55,60,65,50,65,115
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 64kg,Josie Bruchez,62.05,41,46,-50,55,-60,-61,46,55,101
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 59kg,Olivia Bonasia,57.35,30,33,35,40,44,48,35,48,83
2025/26 - R - Z1 - 3 - L2F,2026-03-28,Women's Senior 55kg,Clara Rittiner,51.25,28,-30,30,42,45,-48,30,45,75
