event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Victorian Masters Championships,2026-04-11,female - F48,Celia Iao,47.50,-45,45,-47,60,63,-66,45,63,108
Victorian Masters Championships,2026-04-11,female - F48,Denese Billings,41.20,29,31,32,38,40,42,32,42,74
Victorian Masters Championships,2026-04-11,female - F53,Jaymee Curtis,50.05,35,40,-43,60,65,68,40,68,108
Victorian Masters Championships,2026-04-11,female - F53,Hannah Tan,52.25,45,48,-50,58,-61,0,48,58,106
Victorian Masters Championships,2026-04-11,female - F58,Monika Endres,56.20,49,53,56,61,64,-67,56,64,120
Victorian Masters Championships,2026-04-11,female - F58,Brittany Smith,57.20,45,48,50,60,63,68,50,68,118
Victorian Masters Championships,2026-04-11,female - F58,Michelle Farfoud,56.15,36,39,-41,55,58,-61,39,58,97
Victorian Masters Championships,2026-04-11,female - F58,Sherilyn Moffitt,57.50,-35,35,-39,53,56,-58,35,56,91
Victorian Masters Championships,2026-04-11,female - F63,Bonnie Grylls-Graham,60.50,66,-69,69,85,-88,-88,69,85,154
Victorian Masters Championships,2026-04-11,female - F63,Phoebe Yao,62.15,-55,55,58,68,71,74,58,74,132
Victorian Masters Championships,2026-04-11,female - F63,Toni Lane,59.10,52,-55,-58,67,-71,-71,52,67,119
Victorian Masters Championships,2026-04-11,female - F63,Dharsh Beath,60.20,49,51,-53,65,-69,-70,51,65,116
Victorian Masters Championships,2026-04-11,female - F63,Sharon Hernandez Ortiz,59.60,37,40,44,63,67,-70,44,67,111
Victorian Masters Championships,2026-04-11,female - F63,Tracy Hui Qing Heng,62.25,45,-49,52,53,58,-63,52,58,110
Victorian Masters Championships,2026-04-11,female - F69,Skye Harrison,67.85,67,70,-74,-86,87,-93,70,87,157
Victorian Masters Championships,2026-04-11,female - F69,Kate Archibald,65.35,50,53,55,65,70,75,55,75,130
Victorian Masters Championships,2026-04-11,female - F69,Sarah Ruth,63.05,50,53,56,63,66,70,56,70,126
Victorian Masters Championships,2026-04-11,female - F69,Shelley Bird,67.40,50,53,-55,65,68,71,53,71,124
Victorian Masters Championships,2026-04-11,female - F69,Zoe Tran,65.75,49,52,-55,60,66,68,52,68,120
Victorian Masters Championships,2026-04-11,female - F69,Sabrina Wheldon,63.90,40,43,45,50,53,56,45,56,101
Victorian Masters Championships,2026-04-11,female - F69,Lina Vukojevic,65.75,30,33,35,40,43,45,35,45,80
Victorian Masters Championships,2026-04-11,female - F77,Elise Schack,74.60,75,80,-83,-103,-103,103,80,103,183
Victorian Masters Championships,2026-04-11,female - F77,Marie Gogo,74.65,52,56,-60,73,78,83,56,83,139
Victorian Masters Championships,2026-04-11,female - F77,Chiara Bachis,71.65,46,50,54,66,70,75,54,75,129
Victorian Masters Championships,2026-04-11,female - F77,Moana Benioni,74.50,49,52,56,65,68,72,56,72,128
Victorian Masters Championships,2026-04-11,female - F77,Samantha O'Reilly,74.00,55,-60,-62,72,-75,0,55,72,127
Victorian Masters Championships,2026-04-11,female - F77,Tish Tambakau,74.65,53,-57,-57,65,69,73,53,73,126
Victorian Masters Championships,2026-04-11,female - F77,Amanda Soysa,75.60,48,50,-55,65,68,71,50,71,121
Victorian Masters Championships,2026-04-11,female - F77,Rhiannon Adamson,75.60,45,48,-52,65,70,-74,48,70,118
Victorian Masters Championships,2026-04-11,female - F77,Amanda Wellesley,72.25,35,39,-42,-55,55,0,39,55,94
Victorian Masters Championships,2026-04-11,female - F77,Belinda Meij,75.50,20,23,-27,28,31,-33,23,31,54
Victorian Masters Championships,2026-04-11,female - F86,Leora Yates,85.20,-70,70,-74,82,85,90,70,90,160
Victorian Masters Championships,2026-04-11,female - F86,Jessica Berry,80.15,64,-67,-67,84,88,91,64,91,155
Victorian Masters Championships,2026-04-11,female - F86,Jessie Lewis,77.35,57,60,-63,80,85,90,60,90,150
Victorian Masters Championships,2026-04-11,female - F86,Nikora Tuulau,78.85,57,60,-63,73,-77,-80,60,73,133
Victorian Masters Championships,2026-04-11,female - F86,Tamzin Hare,80.50,45,50,53,65,70,75,53,75,128
Victorian Masters Championships,2026-04-11,female - F86,Magda Andrzejewski,83.65,50,54,57,60,64,-68,57,64,121
Victorian Masters Championships,2026-04-11,female - F86,Fiona Conway,82.00,48,51,54,60,64,67,54,67,121
Victorian Masters Championships,2026-04-11,female - F86,Suzette Cole,78.60,40,43,-45,58,-61,-61,43,58,101
