event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Rev Barbell Comp,2022-04-09,female,Matilda Rennie,44.80,-34,34,37,43,46,-51,37,46,83
Rev Barbell Comp,2022-04-09,female,Manaia Kainuku,54.90,59,61,63,70,73,-75,63,73,136
Rev Barbell Comp,2022-04-09,female,Ciara Quinsee,53.40,57,59,61,64,67,70,61,70,131
Rev Barbell Comp,2022-04-09,female,Grace Tjerkstra,53.70,-70,70,-73,-90,-90,-90,70,0,0
Rev Barbell Comp,2022-04-09,female,Charlotte Hoy,62.00,-44,44,47,53,-57,57,47,57,104
Rev Barbell Comp,2022-04-09,female,Chloe Caston,68.80,52,55,57,65,-68,-68,57,65,122
Rev Barbell Comp,2022-04-09,female,Kelly Stoikov,81.00,44,47,-50,60,64,-67,47,64,111
Rev Barbell Comp,2022-04-09,female,Jen Rewell,80.10,35,38,40,40,43,-46,40,43,83
Rev Barbell Comp,2022-04-09,male,Jacob Stanesby,41.30,-40,40,43,45,-48,50,43,50,93
Rev Barbell Comp,2022-04-09,male,Ripley Thomson,59.70,40,-43,43,53,56,-58,43,56,99
Rev Barbell Comp,2022-04-09,male,Brodie Lavender-Webb,72.80,-104,105,110,130,136,140,110,140,250
Rev Barbell Comp,2022-04-09,male,Ben Hoy,79.30,79,-82,-82,98,-101,-101,79,98,177
Rev Barbell Comp,2022-04-09,male,Chris Parfitt,87.30,-120,120,125,150,155,160,125,160,285
Rev Barbell Comp,2022-04-09,male,Dylan Sondergaard,88.50,97,-101,103,-117,120,125,103,125,228
Rev Barbell Comp,2022-04-09,male,Jaeden Carlyon,88.50,93,-97,97,115,-120,120,97,120,217
Rev Barbell Comp,2022-04-09,male,Justin Lovei,95.50,105,110,115,135,140,144,115,144,259
Rev Barbell Comp,2022-04-09,male,Joshua Manzie,94.20,100,105,-110,125,130,-136,105,130,235
Rev Barbell Comp,2022-04-09,male,Victor Caulton,93.20,105,-110,-110,128,-134,-135,105,128,233
Rev Barbell Comp,2022-04-09,male,James Vincent,100.80,95,98,-103,133,138,143,98,143,241
Rev Barbell Comp,2022-04-09,male,Daniel Moss,101.90,75,80,-84,90,95,100,80,100,180
Rev Barbell Comp,2022-04-09,male,Ronan Pua,108.00,95,100,-105,125,130,135,100,135,235
Rev Barbell Comp,2022-04-09,male,Michel Van Der Sluis,105.80,70,75,-83,100,-105,105,75,105,180
