event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NTWA May Open and Masters,2013-05-19,female,Naomi Rodriquez,61.45,40,43,46,48,50,55,46,55,101
NTWA May Open and Masters,2013-05-19,female,Julia Janus,63.30,28,31,33,35,38,40,33,40,73
NTWA May Open and Masters,2013-05-19,female,Samantha Drescher,77.20,65,-70,70,80,85,-90,70,85,155
NTWA May Open and Masters,2013-05-19,female,Anna Boubaris,55.22,33,35,-38,48,50,-52,35,50,85
NTWA May Open and Masters,2013-05-19,female,Lisa Menchetti,62.15,-65,65,68,-75,75,-80,68,75,143
NTWA May Open and Masters,2013-05-19,female,Leanne Goldsworthy,71.08,35,-37,37,40,42,44,37,44,81
NTWA May Open and Masters,2013-05-19,male,Cian Gray,67.45,75,78,-80,102,105,110,78,110,188
NTWA May Open and Masters,2013-05-19,male,Jeremy Reeves,69.10,-60,60,-65,80,-85,-85,60,80,140
NTWA May Open and Masters,2013-05-19,male,Clint Holland,83.20,70,-75,75,90,95,-100,75,95,170
NTWA May Open and Masters,2013-05-19,male,Michael Jones,84.90,60,64,69,65,72,79,69,79,148
NTWA May Open and Masters,2013-05-19,male,Henry Bui,87.95,85,90,95,100,105,112,95,112,207
NTWA May Open and Masters,2013-05-19,male,David Pritchard-Davies,89.50,80,-85,90,95,-100,100,90,100,190
NTWA May Open and Masters,2013-05-19,male,Terrence Munro,65.65,42,45,-48,52,55,58,45,58,103
