event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
MWC Xmas Competition,2025-12-06,female - F63,Lola Cuk,61.63,20,23,25,25,30,35,25,35,60
MWC Xmas Competition,2025-12-06,female - F77,Jessica Hayman,73.16,-43,43,-45,65,-70,70,43,70,113
MWC Xmas Competition,2025-12-06,female - F86,Michelle Thomanek,82.52,57,60,63,70,73,-76,63,73,136
MWC Xmas Competition,2025-12-06,female - F86,Jessica King,83.17,-50,50,54,65,70,75,54,75,129
MWC Xmas Competition,2025-12-06,female - F86+,Esther Cuk,111.57,45,48,50,50,53,55,50,55,105
MWC Xmas Competition,2025-12-06,male - M71,Brayden Dwan,67.54,72,76,80,90,93,96,80,96,176
MWC Xmas Competition,2025-12-06,male - M79,Rory Scott,78.60,123,128,133,162,-171,0,133,162,295
MWC Xmas Competition,2025-12-06,male - M79,Oscar Mcvey,74.71,63,67,70,80,-85,87,70,87,157
MWC Xmas Competition,2025-12-06,male - M88,Cameron Maher,85.64,130,135,-140,150,160,-170,135,160,295
MWC Xmas Competition,2025-12-06,male - M88,Luke Gichard,87.23,112,116,-120,140,145,-150,116,145,261
MWC Xmas Competition,2025-12-06,male - M88,Stuart Ng,83.82,95,-100,100,115,123,-127,100,123,223
MWC Xmas Competition,2025-12-06,male - M94,Ben Trousdell,91.16,103,-108,108,115,123,-126,108,123,231
MWC Xmas Competition,2025-12-06,male - M94,Min Soo Ha,92.07,-95,-95,-95,118,122,125,0,125,0
MWC Xmas Competition,2025-12-06,male - M110,Jack Cunningham,105.41,95,100,-105,115,120,-125,100,120,220
MWC Xmas Competition,2025-12-06,male - M110,Jonathan Willey,96.65,85,92,96,115,120,-125,96,120,216
MWC Xmas Competition,2025-12-06,male - M110,Tom Harris,105.45,80,85,-88,100,105,-108,85,105,190
MWC Xmas Competition,2025-12-06,male - M110,Tim Redhead,102.70,70,-75,75,90,95,-100,75,95,170
MWC Xmas Competition,2025-12-06,male - M110+,Tyler Tavalea,128.45,115,-120,-121,140,-150,-156,115,140,255
MWC Xmas Competition,2025-12-06,male - M110+,Ronan King-Rose,135.52,50,55,-60,60,65,70,55,70,125
