event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Georgia Gaffney,57.90,31,35,38,44,49,52,38,52,90
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Ebony Gorincu,67.00,56,60,-63,77,81,-84,60,81,141
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Karla Adams,67.15,30,32,35,50,54,58,35,58,93
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Samantha Downs,65.95,-37,37,-39,49,53,-56,37,53,90
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Mykah Nuku,71.65,18,21,23,22,26,28,23,28,51
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Stacy Koh,75.02,62,65,68,86,-90,90,68,90,158
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Monica Lopez Villarreal,75.60,51,55,-56,70,74,-75,55,74,129
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Deanne Elliott,86.80,42,45,-47,57,60,-62,45,60,105
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,female,Shelley Galligan,64.15,18,21,23,24,28,30,23,30,53
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Declan Galligan,32.45,16,19,22,18,22,-25,22,22,44
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Lochlan Roberts,31.05,15,-17,17,16,18,-21,17,18,35
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Truen Johns,60.30,31,35,40,45,48,51,40,51,91
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Patrick Broe,71.95,63,67,71,90,95,98,71,98,169
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Mitchell Delbridge,82.10,100,105,-110,115,120,125,105,125,230
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,David Lee,81.35,65,66,75,90,95,98,75,98,173
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Lachlan Cairns-Smith-Barth,79.50,-65,-65,65,80,85,90,65,90,155
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Cesar Martell,86.30,76,81,-83,97,102,-105,81,102,183
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Jonathan Coy,98.50,113,118,123,135,140,145,123,145,268
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Gareth Lewis,124.40,65,70,-75,98,105,108,70,108,178
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Kieran Pentland,129.05,55,60,65,85,90,95,65,95,160
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Matt Tervo,117.55,40,44,48,52,56,60,48,60,108
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Patrick Galligan,83.40,75,79,83,110,114,117,83,117,200
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Joe Nuku,99.75,67,68,75,-80,85,-90,78,85,163
JME Qld Club Challenge Round 2 – Cougars,2014-07-12,male,Gary Langford,104.90,65,70,75,90,-95,-102,75,90,165
