event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F55,Chelsea Nicoll,52.10,48,-51,-54,58,62,-65,48,62,110
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F64,Hayley Ward,59.34,55,58,61,75,78,-81,61,78,139
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F64,Daniela Schwarz,63.05,35,38,40,45,48,51,40,51,91
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F71,Emmilea Wilkinson,70.60,48,51,55,65,-69,-70,55,65,120
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F71,Alana Castle,64.80,32,-35,35,45,48,50,35,50,85
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F71,Sharon Lloyd-Jones,70.45,23,25,-27,-25,27,29,25,29,54
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F81,Kyra Hawkey,77.50,45,48,52,-62,65,-68,52,65,117
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F87,Angela Barnas,82.10,57,60,-64,75,80,83,60,83,143
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F87+,Joanne Phillips,93.65,43,47,-50,54,57,-60,47,57,104
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,female - F87+,Toni-Maree Moscrop,91.80,25,27,30,35,39,-43,30,39,69
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M55,Levi Deans,52.84,45,48,50,57,61,65,50,65,115
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M73,Jacob Mole,72.00,75,79,82,105,109,-112,82,109,191
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M81,Zac Schwitter,79.55,92,98,100,115,120,-125,100,120,220
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M81,Maximilian Clark,74.55,75,80,85,108,114,-120,85,114,199
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M81,Taj Marsh,78.95,72,76,80,93,96,100,80,100,180
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M81,Hunter Jones,77.70,55,60,65,75,80,85,65,85,150
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M81,Trevor Walz,76.10,50,-55,55,65,-70,-75,55,65,120
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M89,Mitchell Daniels,84.20,90,97,103,120,127,133,103,133,236
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M89,Patrick Reiter,83.00,90,95,98,110,115,120,98,120,218
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M89,Eli Frew,82.85,15,20,22,-20,20,25,22,25,47
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M89,Barry Harden,82.00,55,60,65,-75,-75,-75,65,0,0
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M89,Mervyn Tottman,88.45,70,-75,0,0,0,0,70,0,0
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M96,Tavis Watson,91.85,75,80,85,95,102,110,85,110,195
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M96,Matthew Barrett,94.30,58,61,64,65,69,-73,64,69,133
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M102,Jakob Daniels,101.35,115,-120,-124,156,-166,-166,115,156,271
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M102,Shane Mcneil,100.70,60,63,67,90,95,98,67,98,165
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M109,Scott Mark,103.10,62,67,-72,83,88,-95,67,88,155
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M109,David Lloyd-Jones,103.35,30,35,40,50,55,61,40,61,101
2020 Qld Club Challenge - Nambour - Round 1,2020-01-11,male - M109+,Chrystian Moscrop,123.85,60,64,71,-80,82,86,71,86,157
