event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Burleigh Club Challenge Round 3,2025-09-20,female - F53,Holly Strang,50.85,27,29,31,35,38,40,31,40,71
Burleigh Club Challenge Round 3,2025-09-20,female - F53,Harriet Wiggins,51.10,25,27,29,35,38,40,29,40,69
Burleigh Club Challenge Round 3,2025-09-20,female - F58,Dash Newington,55.85,51,54,56,69,73,75,56,75,131
Burleigh Club Challenge Round 3,2025-09-20,female - F58,Millicent Lee,56.00,-42,42,45,57,-61,61,45,61,106
Burleigh Club Challenge Round 3,2025-09-20,female - F69,Rachel Morrisson,68.95,65,-68,68,87,90,93,68,93,161
Burleigh Club Challenge Round 3,2025-09-20,female - F69,Mele Hawthorne,69.00,69,-72,-74,79,83,87,69,87,156
Burleigh Club Challenge Round 3,2025-09-20,female - F69,Lauryn Bromhead,63.85,60,64,67,80,84,-86,67,84,151
Burleigh Club Challenge Round 3,2025-09-20,female - F77,Tandia Wood,75.60,69,72,75,90,95,-98,75,95,170
Burleigh Club Challenge Round 3,2025-09-20,female - F77,Rebekah Hayes,76.50,-60,60,-63,73,77,80,60,80,140
Burleigh Club Challenge Round 3,2025-09-20,female - F86,Ella Naidoo-Golledge,85.35,73,-76,76,-99,-102,102,76,102,178
Burleigh Club Challenge Round 3,2025-09-20,female - F86,Chloe Verdouw,79.60,45,48,-50,60,62,64,48,64,112
Burleigh Club Challenge Round 3,2025-09-20,male - M79,Cesar Oyola,79.00,105,-108,-108,120,-128,-128,105,120,225
Burleigh Club Challenge Round 3,2025-09-20,male - M79,Michael O'Connor,78.40,55,58,61,75,78,81,61,81,142
Burleigh Club Challenge Round 3,2025-09-20,male - M88,Alasdair Macdonald,87.80,110,-115,-116,130,135,-140,110,135,245
Burleigh Club Challenge Round 3,2025-09-20,male - M88,Mitch Grieve,85.40,80,-83,-83,105,110,115,80,115,195
Burleigh Club Challenge Round 3,2025-09-20,male - M88,Matthew Traves,80.70,45,48,51,62,66,70,51,70,121
Burleigh Club Challenge Round 3,2025-09-20,male - M94,Lance Dolan,93.65,-80,80,-85,100,105,-111,80,105,185
